 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),90325,71606,39698,33988,36527,34942,32761,26970, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2,--,--,--,--,--,--,19, 
 收到的其他与经营活动有关的现金(万元),2730,1567,411,212,118,82,237,200, 
 经营活动现金流入小计(万元),93057,73172,40109,34200,36646,35023,32999,27189, 
 购买商品、接受劳务支付的现金(万元),58964,51688,22527,28410,20148,22923,18600,14296, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7241,6380,3353,2942,2776,2699,2169,1882, 
 支付的各项税费(万元),5462,7766,2844,3213,3046,2867,2576,2490, 
 支付的其他与经营活动有关的现金(万元),11259,7528,5002,3549,3180,2618,2583,2171, 
 经营活动现金流出小计(万元),82926,73361,33726,38115,29151,31107,25929,20838, 
 经营活动产生的现金流量净额(万元),10131,-189,6383,-3915,7495,3916,7070,6351, 
 收回投资所收到的现金(万元),240,--,4000,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),2,1,31,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,9,0,38,--,1,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),243,10,4031,38,0,1,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),10478,13474,2202,16745,8987,4852,2218,3617, 
 投资所支付的现金(万元),12320,1250,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,37526,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),22798,14724,39728,16745,8987,4852,2218,3617, 
 投资活动产生的现金流量净额(万元),-22555,-14714,-35697,-16708,-8987,-4851,-2218,-3617, 
