 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),98905,98134,87743,86588,89849,83955,81236, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),5685,5813,3197,2563,2681,2778,3137, 
 收到的其他与经营活动有关的现金(万元),790,1026,749,920,423,634,963, 
 经营活动现金流入小计(万元),105380,104973,91689,90071,92953,87367,85336, 
 购买商品、接受劳务支付的现金(万元),56888,64074,49220,47916,51879,49661,47263, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),21041,20873,18982,17447,17590,16103,15121, 
 支付的各项税费(万元),4412,4498,5918,5584,5639,5647,4613, 
 支付的其他与经营活动有关的现金(万元),13102,10936,9570,9953,9134,7529,7095, 
 经营活动现金流出小计(万元),95444,100380,83690,80900,84242,78941,74092, 
 经营活动产生的现金流量净额(万元),9936,4593,7999,9171,8711,8426,11244, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),504,559,95,492,462,163,250, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),196,85,49,128,20,60,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),37136,--,--,16150,--,--,1300, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),37836,644,144,16770,482,223,1553, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2657,7157,2564,5139,879,3839,303, 
 投资所支付的现金(万元),--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),10163,--,--,--,--,500,2191, 
 支付的其他与投资活动有关的现金(万元),9201,36982,308,154,16150,68,--, 
