 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),19728,22814,20480,19227,16265,14564,11235,10341, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),371,306,446,293,151,187,197,187, 
 收到的其他与经营活动有关的现金(万元),508,371,732,647,418,232,445,304, 
 经营活动现金流入小计(万元),20607,23491,21658,20167,16834,14983,11877,10833, 
 购买商品、接受劳务支付的现金(万元),10852,12080,10852,11084,8737,7772,5719,4764, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3629,3247,3188,2769,2355,2075,1672,1463, 
 支付的各项税费(万元),1743,1961,2009,2219,1904,1426,1556,1215, 
 支付的其他与经营活动有关的现金(万元),1908,1894,2122,2228,1717,1428,1500,1023, 
 经营活动现金流出小计(万元),18132,19183,18169,18300,14714,12701,10447,8465, 
 经营活动产生的现金流量净额(万元),2475,4307,3489,1868,2120,2282,1429,2367, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),979,679,232,280,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,--,1102,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),29000,50200,30500,13300,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),29980,50879,31834,13580,0,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3153,6970,4332,539,1411,216,1389,123, 
 投资所支付的现金(万元),--,--,1154,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),24500,45700,38948,24900,150,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),27653,52670,44434,25439,1561,216,1389,123, 
 投资活动产生的现金流量净额(万元),2327,-1791,-12600,-11859,-1561,-216,-1389,-123, 
 吸收投资收到的现金(万元),--,--,--,14252,--,--,--,1360, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),100,100,100,650,--,--,--,--, 
 筹资活动现金流入小计(万元),100,100,100,14902,0,0,0,1360, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),2040,2040,816,816,--,--,--,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),100,100,161,594,--,--,--,--, 
 筹资活动现金流出小计(万元),2140,2140,977,1410,0,0,0,0, 
 筹资活动产生的现金流量净额(万元),-2040,-2040,-877,13492,0,0,0,1360, 
 汇率变动对现金及现金等价物的影响(万元),4,-6,8,8,0,-3,-1,--, 
 现金及现金等价物净增加额(万元),2766,470,-9981,3508,560,2063,39,3604, 
 加:期初现金及现金等价物余额(万元),3645,3175,13156,9647,9087,7024,6986,3382, 
 期末现金及现金等价物余额(万元),6412,3645,3175,13156,9647,9087,7024,6986, 
 净利润(万元),2788,3724,3512,3228,3006,2879,2490,2403, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),35,94,12,96,97,40,37,76, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),607,191,191,170,149,147,141,106, 
 无形资产摊销(万元),70,84,109,126,105,83,53,23, 
 长期待摊费用摊销(万元),13,3,14,19,19,17,16,30, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-9,--,-106,--,0,3,0,0, 
 固定资产报废损失(万元),11,0,--,1,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),0,--,--,-280,--,--,--,--, 
 投资损失(万元),-977,-662,-46,--,--,--,--,--, 
 递延所得税资产减少(万元),-62,-10,4,66,-21,-17,-29,-14, 
 递延所得税负债增加(万元),--,--,--,-0,-0,-0,0,--, 
 存货的减少(万元),-1519,-787,65,-989,-427,-1244,347,923, 
 经营性应收项目的减少(万元),485,1477,-649,-593,-1224,-361,-395,67, 
 经营性应付项目的增加(万元),1033,192,383,23,417,735,-1232,-1247, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,1,-0,1,--, 
 经营活动产生现金流量净额(万元),2475,4307,3489,1868,2120,2282,1429,2367, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),6412,3645,3175,13156,9647,9087,7024,6986, 
 现金的期初余额(万元),3645,3175,13156,9647,9087,7024,6986,3382, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),2766,470,-9981,3508,560,2063,39,3604, 

