 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),35802,37158,40622,43096,39940,34816,22566,21368,17208,17592,17635,16681,15468,16510, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),959,871,588,848,749,808,888,689,555,597,372,679,864,0, 
 收到的其他与经营活动有关的现金(万元),5895,9636,7317,4650,3818,5769,4947,5782,513,1318,1014,96,6268,104, 
 经营活动现金流入小计(万元),42655,47665,48527,48594,44507,41392,28401,27839,18276,19506,19021,17456,22600,16614, 
 购买商品、接受劳务支付的现金(万元),18524,20046,27722,26543,27514,19677,17172,12270,13600,11332,14599,9093,12277,8343, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),7600,8062,8253,7347,6050,5143,3816,2943,2451,2266,2059,1595,1351,1127, 
 支付的各项税费(万元),4337,3497,2860,4185,4306,4040,2665,2268,2086,1382,1767,1849,1888,1346, 
 支付的其他与经营活动有关的现金(万元),11481,13324,13813,7705,7819,8868,7909,9040,3408,2484,2074,1446,1695,6787, 
 经营活动现金流出小计(万元),41942,44930,52648,45780,45689,37728,31563,26522,21545,17463,20499,13982,17210,17602, 
 经营活动产生的现金流量净额(万元),713,2735,-4121,2814,-1182,3664,-3162,1317,-3269,2043,-1478,3474,5390,-988, 
 收回投资所收到的现金(万元),--,--,4000,19300,6500,60200,456,--,--,--,--,0,570,30, 
 取得投资收益所收到的现金(万元),--,--,--,308,75,274,0,--,--,--,--,0,4,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),46,0,2,0,37,--,7,9,0,--,0,0,8,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),8,--,337,1785,379,9559,34235,10938,4257,3713,21963,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),54,0,4339,21393,6990,70034,34698,10948,4258,3713,21963,0,582,30, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),17536,6149,1718,2489,3920,2303,368,4768,3158,2399,1565,1471,181,605, 
 投资所支付的现金(万元),--,--,1000,22300,1000,66700,--,--,850,--,--,0,50,565, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,25600,5400,--,--,51680,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),17536,6149,2718,24789,4920,69003,25968,10168,4008,2399,53245,1471,231,1170, 
