 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),45535,43585,38316,33115,24056,18934,16039, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),140,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),3683,1107,2531,2534,562,805,702, 
 经营活动现金流入小计(万元),49358,44692,40847,35648,24618,19739,16741, 
 购买商品、接受劳务支付的现金(万元),24248,28653,20211,17662,13139,10923,9417, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9189,5859,4787,3734,3148,2655,2338, 
 支付的各项税费(万元),4010,2971,3807,3325,2045,1758,1381, 
 支付的其他与经营活动有关的现金(万元),8375,5726,4838,5660,3506,1987,1780, 
 经营活动现金流出小计(万元),45821,43208,33643,30381,21839,17323,14916, 
 经营活动产生的现金流量净额(万元),3537,1484,7204,5267,2779,2416,1826, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),73,166,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),10,1396,16,21,10,103,11, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),10700,27124,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),10783,28686,16,21,10,103,11, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8277,13773,8295,5644,4423,3554,2771, 
 投资所支付的现金(万元),--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),11393,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),6000,31000,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),25670,44773,8295,5644,4423,3554,2771, 
 投资活动产生的现金流量净额(万元),-14887,-16087,-8280,-5624,-4414,-3450,-2760, 
 吸收投资收到的现金(万元),--,23531,--,9000,5000,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),24310,1200,4698,1700,7588,12188,7188, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,409,--,2353,--, 
 筹资活动现金流入小计(万元),24310,24731,4698,11109,12588,14541,7188, 
 偿还债务支付的现金(万元),8480,3598,2100,6988,9488,11188,6445, 
 分配股利、利润或偿付利息所支付的现金(万元),3569,2311,112,248,705,982,487, 
 其中：子公司支付给少数股东的股利、利润(万元),1000,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),2600,858,157,1099,997,657,--, 
 筹资活动现金流出小计(万元),14649,6767,2369,8335,11189,12827,6932, 
 筹资活动产生的现金流量净额(万元),9661,17965,2329,2774,1399,1714,256, 
 汇率变动对现金及现金等价物的影响(万元),67,-7,-52,40,12,2,-1, 
 现金及现金等价物净增加额(万元),-1622,3354,1202,2457,-225,682,-679, 
 加:期初现金及现金等价物余额(万元),8195,4841,3640,1183,1407,725,1404, 
 期末现金及现金等价物余额(万元),6574,8195,4841,3640,1183,1407,725, 
 净利润(万元),1840,4711,5469,4694,3759,2674,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),982,305,312,244,78,532,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3390,1612,1361,1358,1227,1074,--, 
 无形资产摊销(万元),226,102,103,101,70,41,--, 
 长期待摊费用摊销(万元),--,--,21,21,21,21,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-7,-283,0,-11,-14,-3,--, 
 固定资产报废损失(万元),0,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),760,13,37,237,602,583,--, 
 投资损失(万元),-73,-166,--,--,--,--,--, 
 递延所得税资产减少(万元),-21,-78,-25,-34,-23,-48,--, 
 递延所得税负债增加(万元),14,--,--,--,--,--,--, 
 存货的减少(万元),-1333,-3235,-1233,-928,-1012,-906,--, 
 经营性应收项目的减少(万元),-2130,-3734,-3640,-1523,-4283,-3042,--, 
 经营性应付项目的增加(万元),-113,2236,4799,1107,2354,1490,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),3537,1484,7204,5267,2779,2416,--, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
