 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),60405,64266,51692,44031,46699,42454,41821,37630,31023,15161,5164, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),230,349,91,248,162,417,347,532,206,--,--, 
 收到的其他与经营活动有关的现金(万元),1095,1501,2710,3387,7752,2934,2849,1215,1174,133,0, 
 经营活动现金流入小计(万元),61730,66115,54493,47666,54613,45806,45018,39378,32403,15294,5164, 
 购买商品、接受劳务支付的现金(万元),33512,37439,32468,25519,34465,28816,26499,25056,23523,12105,4693, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9561,8986,7258,5919,5560,5367,4638,3379,2816,1367,443, 
 支付的各项税费(万元),4355,4265,3468,3003,2210,2200,2417,2213,1683,842,176, 
 支付的其他与经营活动有关的现金(万元),2944,2680,2067,2919,5764,5884,2571,1796,1952,1187,168, 
 经营活动现金流出小计(万元),50372,53370,45261,37360,47999,42267,36125,32444,29973,15501,5479, 
 经营活动产生的现金流量净额(万元),11358,12745,9232,10306,6614,3539,8893,6934,2429,-208,-315, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),4779,2488,331,1008,1083,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),32,49,20,9,80,--,10,5,--,23,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),201998,137765,19660,25785,58500,8331,1150,29,16,5,2, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),206809,140303,20010,26802,59663,8331,1160,34,16,28,2, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6057,13271,14301,9797,9915,11195,5222,6503,3080,1942,329, 
 投资所支付的现金(万元),--,6865,261,--,113,--,75,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,1921,--,--,--,--,--,55,--,--, 
 支付的其他与投资活动有关的现金(万元),188230,166942,41545,80,71403,19003,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),194287,187078,58028,9877,81431,30198,5296,6503,3135,1942,329, 
 投资活动产生的现金流量净额(万元),12522,-46775,-38018,16925,-21768,-21867,-4136,-6469,-3119,-1914,-328, 
 吸收投资收到的现金(万元),--,4477,54060,--,2850,4275,52561,203,6480,--,700, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,360,--,2850,4275,1311,203,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,2000,1428,131, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,161,6089,--,--,--,--,--,6907,3936,774, 
 筹资活动现金流入小计(万元),0,4638,60149,0,2850,4275,52561,203,15387,5364,1605, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,3336,167,53, 
 分配股利、利润或偿付利息所支付的现金(万元),2617,2268,4537,4000,3000,3000,3000,--,56,12,6, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),55,4962,1254,--,--,--,646,100,8153,3632,77, 
 筹资活动现金流出小计(万元),2672,7230,5791,4000,3000,3000,3646,100,11545,3810,135, 
 筹资活动产生的现金流量净额(万元),-2672,-2592,54358,-4000,-150,1275,48915,103,3842,1554,1470, 
 汇率变动对现金及现金等价物的影响(万元),49,-401,127,31,-1,-96,5,-43,-23,3,-2, 
 现金及现金等价物净增加额(万元),21257,-37023,25699,23262,-15305,-17150,53678,525,3129,-565,825, 
 加:期初现金及现金等价物余额(万元),37178,74201,48502,25239,40544,57694,4016,3491,362,927,102, 
 期末现金及现金等价物余额(万元),58435,37178,74201,48502,25239,40544,57694,4016,3491,362,927, 
 净利润(万元),13190,14043,10955,6978,8117,9543,9291,8313,5687,3117,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),1125,459,425,1687,396,474,283,69,50,311,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),4435,4419,3544,2192,1767,1636,1491,940,681,320,--, 
 无形资产摊销(万元),154,158,130,83,61,45,33,26,9,3,--, 
 长期待摊费用摊销(万元),100,61,22,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-4,-15,1,-7,--,--,9,1,--,4,--, 
 固定资产报废损失(万元),--,--,--,--,-0,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),-49,401,-127,-31,1,96,-5,14,63,4,--, 
 投资损失(万元),-4822,-2555,-331,-1008,-1083,-82,--,--,--,--,--, 
 递延所得税资产减少(万元),236,-761,-542,-384,-165,-45,-35,-11,-70,-47,--, 
 递延所得税负债增加(万元),46,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-1971,-260,-2849,1018,-2735,-2682,-432,-676,-2544,-3004,--, 
 经营性应收项目的减少(万元),-5942,-5213,-7770,-1081,-202,-9432,-2564,-3242,-2286,-6618,--, 
 经营性应付项目的增加(万元),3166,900,5773,860,457,3986,822,1501,840,5703,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),1695,1107,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),11358,12745,9232,10306,6614,3539,8893,6934,2429,-208,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),58435,37178,74201,48502,25239,40544,57694,4016,3491,362,927, 
 现金的期初余额(万元),37178,74201,48502,25239,40544,57694,4016,3491,362,927,102, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),21257,-37023,25699,23262,-15305,-17150,53678,525,3129,-565,825, 

