 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),628775,468638,287384,213402,112778,76149,58829,48727,35179,23406,14838,9363, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与经营活动有关的现金(万元),28672,4427,5473,6734,5306,2020,4066,1129,349,91,420,1318, 
 经营活动现金流入小计(万元),657447,473065,292857,220136,118084,78169,62895,49857,35527,23497,15257,10682, 
 购买商品、接受劳务支付的现金(万元),435139,376073,218621,151894,85563,63617,55914,46597,21988,16536,11292,8193, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),108275,106348,69151,48940,39800,29858,21045,16502,6021,4012,1895,1306, 
 支付的各项税费(万元),26748,26815,17549,12191,7155,4943,4268,3282,2367,1139,865,270, 
 支付的其他与经营活动有关的现金(万元),47828,49295,50282,12802,9742,9865,6120,5846,2498,2108,1426,1014, 
 经营活动现金流出小计(万元),617991,558530,355602,225826,142260,108283,87347,72228,32874,23795,15478,10783, 
 经营活动产生的现金流量净额(万元),39457,-85465,-62745,-5690,-24176,-30114,-24452,-22371,2653,-298,-220,-101, 
 收回投资所收到的现金(万元),1517,--,--,--,--,--,--,--,--,0,153,0, 
 取得投资收益所收到的现金(万元),1249,2500,5000,5620,4465,3178,2084,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),725,155,529,375,328,33,11,--,--,2020,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),2199,--,--,--,--,--,--,--,--,12,0,0, 
 收到的其他与投资活动有关的现金(万元),68792,77118,42740,35720,22159,12475,6320,--,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),74481,79773,48269,41716,26952,15686,8415,0,0,2031,153,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8671,21189,35471,24435,6891,21328,11626,3148,2235,2054,29,177, 
 投资所支付的现金(万元),31127,11438,17377,6560,3940,5000,--,--,100,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,7595,19235,7777,--,--,--,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),367171,210482,78492,90166,51792,14253,24963,15800,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),406969,250704,150575,128938,62622,40582,36589,18948,2335,2054,29,177, 
 投资活动产生的现金流量净额(万元),-332488,-170931,-102306,-87223,-35670,-24895,-28174,-18948,-2335,-23,124,-177, 
 吸收投资收到的现金(万元),26077,18855,88187,96608,--,--,2370,100667,--,5990,0,1008, 
 其中：子公司吸收少数股东投资收到的现金(万元),26077,18855,5487,--,--,--,2370,--,--,0,0,0, 
 取得借款收到的现金(万元),707391,646036,204068,186512,131500,110765,47000,11850,4150,2150,0,400, 
 发行债券收到的现金(万元),--,108879,79196,49550,50000,25000,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),6775,50195,719,--,--,111,19,--,401,0,0,0, 
 筹资活动现金流入小计(万元),740242,823965,372170,332670,181500,135877,49389,112517,4551,8140,0,1408, 
 偿还债务支付的现金(万元),584797,270797,171381,176036,101704,62154,6000,10000,1835,315,400,0, 
 分配股利、利润或偿付利息所支付的现金(万元),59382,36480,23504,20832,13246,7270,4777,315,144,53,10,27, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),32067,8757,1240,791,579,--,--,795,199,772,0,0, 
 筹资活动现金流出小计(万元),676246,316035,196126,197660,115528,69424,10777,11111,2178,1140,410,27, 
 筹资活动产生的现金流量净额(万元),63997,507930,176045,135010,65972,66453,38612,101406,2373,7000,-410,1381, 
 汇率变动对现金及现金等价物的影响(万元),0,-0,0,0,0,-0,-0,-0,-0,0,-0,0, 
 现金及现金等价物净增加额(万元),-229034,251535,10994,42097,6125,11443,-14014,60087,2691,6679,-506,1102, 
 加:期初现金及现金等价物余额(万元),378865,127330,116337,74240,68115,56671,70685,10598,7907,1228,1735,632, 
 期末现金及现金等价物余额(万元),149831,378865,127330,116337,74240,68115,56671,70685,10598,7907,1228,1735, 
 净利润(万元),29967,75846,52899,30410,24359,23405,21510,14025,6459,4967,2034,880, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 资产减值准备(万元),14028,3203,4778,984,665,669,81,688,74,90,20,-29, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),6179,5049,3852,2935,2414,1442,862,538,313,152,120,103, 
 无形资产摊销(万元),1681,1708,686,44,30,14,5,4,2,11,12,12, 
 长期待摊费用摊销(万元),2288,1812,1350,787,554,208,156,73,67,7,0,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-210,-36,-279,-104,-71,-4,-1,--,--,-1294,0,0, 
 固定资产报废损失(万元),5,5,--,--,--,--,--,--,--,0,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 财务费用(万元),57418,30550,18030,15053,11625,5397,1344,338,187,131,10,27, 
 投资损失(万元),-10987,-11213,-13473,-13206,-10332,-10660,-2884,-563,--,-21,0,0, 
 递延所得税资产减少(万元),-2386,-593,-166,-1596,245,-508,-11,-103,-11,-13,-3,5, 
 递延所得税负债增加(万元),-863,-100,629,--,--,--,--,--,--,0,0,0, 
 存货的减少(万元),-225221,-229484,-117134,-35244,-46745,-27988,-19564,-30767,-5519,-4201,-1097,-870, 
 经营性应收项目的减少(万元),-26503,-76741,-96917,-10569,-48114,-52419,-44174,-12752,-1093,-1320,-143,231, 
 经营性应付项目的增加(万元),196583,112323,87378,6080,38132,27630,18225,6147,2175,1193,-1173,-460, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 其他(万元),-2523,2206,-4377,-1264,3062,2699,--,--,--,0,0,0, 
 经营活动产生现金流量净额(万元),39457,-85465,-62745,-5690,-24176,-30114,-24452,-22371,2653,-298,-220,-101, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 现金的期末余额(万元),149831,378865,127330,116337,74240,68115,56671,70685,10598,7907,1228,1735, 
 现金的期初余额(万元),378865,127330,116337,74240,68115,56671,70685,10598,7907,1228,1735,632, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 现金及现金等价物的净增加额(万元),-229034,251535,10994,42097,6125,11443,-14014,60087,2691,6679,-506,1102, 

