 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),330420,298069,339106,331453,298136, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),5520,4343,3747,4576,6389, 
 收到的其他与经营活动有关的现金(万元),4972,2911,3624,2242,2864, 
 经营活动现金流入小计(万元),340912,305323,346477,338271,307388, 
 购买商品、接受劳务支付的现金(万元),232563,214556,179494,218122,186823, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),25627,21570,20852,21150,21041, 
 支付的各项税费(万元),16053,15598,23352,19763,15278, 
 支付的其他与经营活动有关的现金(万元),23577,22695,17983,20134,23294, 
 经营活动现金流出小计(万元),297821,274419,241680,279169,246436, 
 经营活动产生的现金流量净额(万元),43091,30904,104797,59103,60952, 
 收回投资所收到的现金(万元),420,5000,2400,--,--, 
 取得投资收益所收到的现金(万元),614,341,1253,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),715,213,28,1788,2204, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),10890,1173,169,1826,1755, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),12639,6727,3850,3614,3958, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),125713,55359,39499,16073,24672, 
 投资所支付的现金(万元),--,3000,2000,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),17221,1278,209,825,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),142934,59637,41708,16898,24672, 
 投资活动产生的现金流量净额(万元),-130294,-52910,-37858,-13284,-20714, 
 吸收投资收到的现金(万元),--,--,304,72842,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),107877,136721,60834,153986,117158, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),34950,19824,35510,12940,26229, 
 筹资活动现金流入小计(万元),142827,156545,96648,239767,143386, 
 偿还债务支付的现金(万元),58482,62521,121834,150812,127517, 
 分配股利、利润或偿付利息所支付的现金(万元),7916,16072,28259,31543,6709, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),32764,30003,34822,25926,56627, 
 筹资活动现金流出小计(万元),99162,108596,184916,208280,190854, 
 筹资活动产生的现金流量净额(万元),43664,47949,-88268,31487,-47467, 
 汇率变动对现金及现金等价物的影响(万元),1450,-3039,1192,770,-66, 
 现金及现金等价物净增加额(万元),-42090,22904,-20136,78075,-7295, 
 加:期初现金及现金等价物余额(万元),94965,72061,92197,14122,21417, 
 期末现金及现金等价物余额(万元),52875,94965,72061,92197,14122, 
 净利润(万元),40731,42653,60328,43048,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),259,-896,6953,1803,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),21732,20499,21388,20795,--, 
 无形资产摊销(万元),3675,2993,2463,2858,--, 
 长期待摊费用摊销(万元),--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-504,15,516,1,--, 
 固定资产报废损失(万元),--,--,--,--,--, 
 公允价值变动损失(万元),-1326,707,75,--,--, 
 递延收益增加(减：减少)(万元),--,-1440,-1470,-1471,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),2579,1072,2812,6155,--, 
 投资损失(万元),1619,31,198,--,--, 
 递延所得税资产减少(万元),1081,133,1219,-383,--, 
 递延所得税负债增加(万元),--,--,--,--,--, 
 存货的减少(万元),-11212,-1268,-5304,9848,--, 
 经营性应收项目的减少(万元),-30279,-45966,7628,3995,--, 
 经营性应付项目的增加(万元),14953,12036,7713,-27877,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),-218,--,--,--,--, 
 经营活动产生现金流量净额(万元),43091,30904,104797,59103,--, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),52875,94965,72061,92197,14122, 
 现金的期初余额(万元),94965,72061,92197,14122,21417, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-42090,22904,-20136,78075,-7295, 

