 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),392943,419621,340656,211706,113120,75745,65810,52703,36111,19215,13967,7690, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,0,--,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,0,--,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,0,--,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,0,--,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,0,--,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,0,--,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,0,--,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,0,--,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,0,--,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,0,--,0,0,0,0, 
 收到的税费返还(万元),1047,1236,4191,4024,2315,2130,285,1443,556,549,357,24, 
 收到的其他与经营活动有关的现金(万元),7386,13059,31462,25607,5215,3207,4034,3292,1986,1831,931,757, 
 经营活动现金流入小计(万元),401376,433916,376309,241338,120650,81083,70129,57437,38652,21595,15255,8471, 
 购买商品、接受劳务支付的现金(万元),88542,268973,232618,175811,101010,48606,44666,32419,23974,10544,8440,6838, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,0,--,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,0,--,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,0,--,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,0,--,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,0,--,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),19383,17440,15623,12895,14866,11762,9198,4916,3129,1764,1059,314, 
 支付的各项税费(万元),17822,21370,34199,15018,8210,5338,4043,4025,1712,991,731,147, 
 支付的其他与经营活动有关的现金(万元),73365,77077,31349,24972,9929,11865,7269,7669,4348,4893,3720,1064, 
 经营活动现金流出小计(万元),199112,384861,313788,228696,134016,77572,65177,49029,33163,18192,13950,8362, 
 经营活动产生的现金流量净额(万元),202264,49055,62521,12642,-13366,3511,4952,8408,5489,3403,1306,109, 
