 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),154017,141872,113456,107606,92634,97535,82766, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),6586,7865,6054,4643,4222,6958,7094, 
 经营活动现金流入小计(万元),160602,149737,119510,112249,96856,104493,89859, 
 购买商品、接受劳务支付的现金(万元),123088,133402,78522,70087,72788,72027,82381, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9823,7721,7051,6198,6650,6962,4364, 
 支付的各项税费(万元),6790,9625,5863,13373,8535,11538,7962, 
 支付的其他与经营活动有关的现金(万元),14022,14055,11777,11506,10696,13009,15975, 
 经营活动现金流出小计(万元),153723,164804,103213,101164,98669,103537,110682, 
 经营活动产生的现金流量净额(万元),6879,-15067,16297,11085,-1813,956,-20822, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),722,58,122,23,5,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),79,--,54,32,214,2,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,888,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),48000,36170,105356,38886,8000,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),48801,37116,105532,38941,8219,2,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7066,3219,599,174,1941,7323,3886, 
 投资所支付的现金(万元),--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),34500,57170,109356,39886,8000,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),41566,60389,109955,40060,9941,7323,3886, 
 投资活动产生的现金流量净额(万元),7235,-23273,-4423,-1119,-1722,-7321,-3883, 
 吸收投资收到的现金(万元),--,50095,490,--,--,1444,2000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,490,--,--,--,--, 
