 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),17573,21335,40090,23404,11304,8500,7824,7297,5004,2981,2587, 
 客户存款和同业存放款项净增加额(万元),--,0,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,0,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,0,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,0,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,0,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,0,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,0,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,0,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,0,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,0,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,0,1194,1462,--,0,0,--,0,5,0, 
 收到的其他与经营活动有关的现金(万元),3172,1615,22656,13476,10417,2360,1047,1698,270,112,276, 
 经营活动现金流入小计(万元),20745,22950,63941,38342,21721,10861,8871,8995,5274,3098,2863, 
 购买商品、接受劳务支付的现金(万元),7440,7947,23851,36108,9182,5921,5639,3005,2498,2103,600, 
 客户贷款及垫款净增加额(万元),--,0,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,0,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,0,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,0,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,0,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2602,2954,4759,4100,2107,1787,1391,819,425,275,169, 
 支付的各项税费(万元),427,510,836,2089,275,154,53,36,24,15,8, 
 支付的其他与经营活动有关的现金(万元),11481,3666,22330,16050,9839,5697,1943,1285,750,443,2709, 
 经营活动现金流出小计(万元),21950,15078,51775,58347,21402,13559,9026,5145,3696,2836,3486, 
 经营活动产生的现金流量净额(万元),-1205,7872,12166,-20005,318,-2699,-155,3850,1578,262,-623, 
 收回投资所收到的现金(万元),10400,1500,--,4791,--,0,0,--,--,--,--, 
 取得投资收益所收到的现金(万元),244,0,--,36,--,0,0,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),494,888,372,2,3,498,53,222,431,34,13, 
 处置子公司及其他营业单位收到的现金净额(万元),--,0,--,--,--,0,0,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,1385,4039,8905,3757,5880,186,18,425,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),11138,3772,4411,13733,3760,6378,239,240,855,34,13, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1395,1839,7647,11691,9173,3996,1953,2396,3561,510,798, 
 投资所支付的现金(万元),5300,5100,320,8465,--,0,0,--,--,--,--, 
 质押贷款净增加额(万元),--,0,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,0,--,--,--,0,0,--,206,0,0, 
 支付的其他与投资活动有关的现金(万元),--,0,--,--,--,330,18676,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),6695,6939,7967,20156,9173,4326,20629,2396,3767,510,798, 
 投资活动产生的现金流量净额(万元),4443,-3167,-3556,-6423,-5413,2053,-20390,-2156,-2911,-476,-785, 
 吸收投资收到的现金(万元),--,0,4193,2924,--,150,26849,--,0,1190,1500, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,0,98,105,--,150,105,--,--,--,--, 
 取得借款收到的现金(万元),37649,30074,35882,33024,10621,1200,500,2200,3100,0,0, 
 发行债券收到的现金(万元),--,0,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),16600,527,--,3584,--,0,0,--,--,--,--, 
 筹资活动现金流入小计(万元),54249,30601,40075,39533,10621,1350,27349,2200,3100,1190,1500, 
 偿还债务支付的现金(万元),22644,40150,37917,10114,1700,1000,3227,2697,0,0,0, 
 分配股利、利润或偿付利息所支付的现金(万元),2137,2067,2086,1503,755,237,782,1170,73,0,0, 
 其中：子公司支付给少数股东的股利、利润(万元),--,0,--,--,25,0,0,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),22242,4254,3930,44,30,0,418,207,0,0,0, 
 筹资活动现金流出小计(万元),47023,46471,43932,11660,2485,1237,4427,4074,73,0,0, 
 筹资活动产生的现金流量净额(万元),7226,-15870,-3857,27872,8136,113,22922,-1874,3027,1190,1500, 
 汇率变动对现金及现金等价物的影响(万元),-4,-202,64,110,3,--,0,--,0,0,0, 
 现金及现金等价物净增加额(万元),10460,-11367,4816,1554,3044,-533,2377,-179,1693,977,92, 
 加:期初现金及现金等价物余额(万元),2850,14217,9401,7846,4802,5335,2957,3136,1443,467,375, 
 期末现金及现金等价物余额(万元),13310,2850,14217,9401,7846,4802,5335,2957,3136,1443,467, 
 净利润(万元),-194648,641,-18342,-4750,211,1016,1908,2703,2244,1042,511, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),179971,452,7345,982,224,-29,52,102,1,3,12, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2001,2052,2520,1759,1298,1104,855,685,655,649,381, 
 无形资产摊销(万元),501,496,435,108,88,84,84,78,50,--,--, 
 长期待摊费用摊销(万元),69,114,100,64,58,56,27,17,12,4,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),262,-76,536,220,137,207,231,243,165,183,73, 
 固定资产报废损失(万元),1,17,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,-13,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),1968,1733,1807,824,-105,-455,-268,142,92,14,14, 
 投资损失(万元),-217,58,-20,472,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),44,366,-351,-43,-24,-13,-3,--,--,2,-2, 
 递延所得税负债增加(万元),--,--,--,--,27,--,--,--,--,--,--, 
 存货的减少(万元),-1549,2820,2909,-10770,-425,-2713,-2273,-489,-911,-1157,-84, 
 经营性应收项目的减少(万元),-4012,1916,8157,-11631,-6371,-8511,-1129,88,-355,-298,-197, 
 经营性应付项目的增加(万元),14403,-2717,7070,2772,5203,6556,361,281,-334,-180,-1330, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,-40,--,--, 
