 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),79680,66365,44799,39259,37728,36819,38890,54068,140476,65765,24952,25349, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,0,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,0,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,0,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,0,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,0,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,0,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,0,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,0,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,0,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,0,--,--,0,0,0, 
 收到的税费返还(万元),2524,2652,1651,1773,311,1790,3312,1572,6874,2778,1434,1570, 
 收到的其他与经营活动有关的现金(万元),2561,3751,2075,6283,3603,1980,3854,5082,3813,2362,2253,2350, 
 经营活动现金流入小计(万元),84765,72767,48526,47315,41641,40589,46055,60722,151163,70905,28639,29269, 
 购买商品、接受劳务支付的现金(万元),45203,32274,17819,14937,14605,13880,24523,31647,127519,32385,8621,11309, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,0,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,0,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,0,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,0,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,0,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),24568,19952,14763,15256,14738,11807,13085,17590,14361,7085,5102,5129, 
 支付的各项税费(万元),6026,5636,4060,3190,1875,2233,3408,4668,10790,5473,2847,2805, 
 支付的其他与经营活动有关的现金(万元),10659,10751,6690,10322,4632,9272,10237,19488,29884,14480,5867,6754, 
 经营活动现金流出小计(万元),86455,68613,43331,43705,35851,37193,51253,73394,182554,59424,22437,25996, 
 经营活动产生的现金流量净额(万元),-1690,4154,5194,3610,5791,3396,-5198,-12671,-31390,11481,6202,3272, 
 收回投资所收到的现金(万元),81063,118100,96300,68447,36262,24421,10250,0,--,0,0,0, 
 取得投资收益所收到的现金(万元),1578,1393,1004,1264,814,403,621,0,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),11,0,70,4,13,1,2,102,26,2507,2,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,124,560,2370,3248,5441,0,--,0,0,-5, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,0,0,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),82652,119493,97498,70275,39460,28073,16313,102,26,2507,2,-5, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2074,661,1257,1816,2064,4315,7070,7927,22981,6235,3653,1905, 
 投资所支付的现金(万元),75907,129278,99963,81474,33044,37575,1500,16080,--,0,785,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,0,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),0,-375,--,--,--,--,0,0,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,0,0,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),77981,129565,101220,83290,35107,41890,8570,24007,22981,6235,4438,1905, 
 投资活动产生的现金流量净额(万元),4671,-10071,-3722,-13015,4352,-13816,7743,-23905,-22954,-3728,-4436,-1910, 
 吸收投资收到的现金(万元),10,1337,3397,555,365,--,0,0,108278,245,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),10,--,360,555,--,--,0,0,--,245,0,0, 
 取得借款收到的现金(万元),1900,500,--,--,4000,--,0,14500,17000,15180,9180,6057, 
 发行债券收到的现金(万元),--,--,--,--,--,--,0,0,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,500,0,--,0,0,0, 
 筹资活动现金流入小计(万元),1910,1837,3397,555,4365,0,500,14500,125278,15425,9180,6057, 
 偿还债务支付的现金(万元),500,--,--,--,4000,--,12000,19500,15980,12160,4539,6518, 
 分配股利、利润或偿付利息所支付的现金(万元),59,9,--,6,16,--,423,1120,304,869,1527,1374, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,0,0,--,0,14,24, 
 支付其他与筹资活动有关的现金(万元),618,--,0,500,--,--,0,1,111,383,32,5, 
 筹资活动现金流出小计(万元),1177,9,0,506,4016,0,12423,20621,16396,13412,6098,7897, 
 筹资活动产生的现金流量净额(万元),733,1828,3397,49,349,0,-11923,-6121,108882,2013,3082,-1840, 
 汇率变动对现金及现金等价物的影响(万元),77,-153,29,90,-2,-92,-6,-75,-34,-4,-97,-69, 
