 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),331974,286919,225745,220560,238802,234000,265278,216264,157092,123036,120259,53575,40189,35153,34838, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 收到的税费返还(万元),--,40,1462,6229,10,177,64,79,--,--,0,0,--,--,--, 
 收到的其他与经营活动有关的现金(万元),21969,16325,11753,9643,11097,12908,5582,7713,4407,2572,1820,346,42,15,5, 
 经营活动现金流入小计(万元),353943,303284,238961,236432,249909,247085,270923,224056,161498,125608,122079,53921,40230,35168,34843, 
 购买商品、接受劳务支付的现金(万元),133016,107388,92105,81473,89431,116467,104050,114602,68413,56919,59667,26673,20566,20593,20081, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 支付给职工以及为职工支付的现金(万元),76830,65096,55064,53744,54298,50397,42239,31846,21165,16622,13178,4803,3169,2674,3100, 
 支付的各项税费(万元),36634,27524,18645,27910,20478,36431,34635,31044,19217,15968,9824,5095,4665,3646,2877, 
 支付的其他与经营活动有关的现金(万元),72639,58129,45383,42547,47445,48243,42324,47275,22672,18515,22205,10204,6134,5831,4585, 
 经营活动现金流出小计(万元),319119,258137,211197,205674,211651,251538,223247,224766,131466,108024,104873,46775,34533,32744,30643, 
 经营活动产生的现金流量净额(万元),34824,45146,27763,30759,38258,-4453,47676,-711,30032,17584,17206,7145,5697,2424,4201, 
 收回投资所收到的现金(万元),37716,13744,4542,7483,--,--,147,--,--,--,0,0,--,--,--, 
 取得投资收益所收到的现金(万元),1061,1160,1891,2404,4130,8600,7781,421,--,--,208,224,322,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3283,2197,1669,8851,11512,12956,113,366,44,88,110,0,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--, 
 收到的其他与投资活动有关的现金(万元),830,1317,2064,2541,3620,4801,3336,3830,180,601,100,0,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--, 
 投资活动现金流入小计(万元),42890,18419,10166,21279,19263,26358,11377,4617,224,689,418,224,322,--,--, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),11632,16944,18840,33268,17133,17180,41472,62356,14226,3326,10625,16049,900,331,361, 
 投资所支付的现金(万元),40243,18143,9527,25722,602,--,1338,5487,57336,4825,12037,4322,--,--,817, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,21,5488,0,--,--,--, 
 支付的其他与投资活动有关的现金(万元),2,352,531,1031,2335,3417,12905,12774,4213,180,601,0,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--, 
 投资活动现金流出小计(万元),51877,35438,28898,60021,20071,20597,55715,80617,75775,8353,28751,20371,900,331,1178, 
 投资活动产生的现金流量净额(万元),-8987,-17020,-18732,-38742,-808,5761,-44338,-75999,-75551,-7664,-28333,-20147,-579,-331,-1178, 
 吸收投资收到的现金(万元),800,24107,--,--,--,1031,7911,1470,6432,78568,0,29492,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),800,800,--,--,--,1031,--,--,--,--,0,0,--,--,--, 
 取得借款收到的现金(万元),32891,27830,58606,73000,21850,66211,35499,52767,21500,22451,16500,10500,8000,4300,5500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,59535,--,--,0,0,0,--,--, 
 收到其他与筹资活动有关的现金(万元),200,--,--,--,--,493,1200,--,--,--,0,0,--,--,--, 
 筹资活动现金流入小计(万元),33891,51936,58606,73000,21850,67735,44610,113772,27932,101019,16500,39992,8000,4300,5500, 
 偿还债务支付的现金(万元),45764,70501,60844,54900,67126,54396,36900,22667,21451,29500,15500,6500,7800,4500,4550, 
 分配股利、利润或偿付利息所支付的现金(万元),4333,4720,6547,8123,9325,16922,15627,7833,4703,4495,1842,2191,1247,113,137, 
 其中：子公司支付给少数股东的股利、利润(万元),599,--,--,--,--,--,--,--,--,--,0,0,--,--,--, 
 支付其他与筹资活动有关的现金(万元),11864,--,--,--,361,11512,--,--,--,--,0,0,--,--,--, 
 筹资活动现金流出小计(万元),61960,75221,67391,63023,76813,82830,52527,30500,26153,33995,17342,8691,9047,4613,4687, 
 筹资活动产生的现金流量净额(万元),-28069,-23285,-8784,9977,-54963,-15095,-7917,83273,1779,67024,-842,31301,-1047,-313,813, 
 汇率变动对现金及现金等价物的影响(万元),-21,56,15,--,--,--,--,--,--,--,0,0,--,--,--, 
 现金及现金等价物净增加额(万元),-2253,4898,262,1993,-17513,-13787,-4579,6563,-43740,76944,-11969,18299,4071,1780,3836, 
 加:期初现金及现金等价物余额(万元),29316,24418,24156,22162,39675,53462,58040,51477,93828,16884,28853,10554,6483,4703,867, 
 期末现金及现金等价物余额(万元),27063,29316,24418,24156,22162,39675,53462,58040,50088,93828,16884,28853,10554,6483,4703, 
 净利润(万元),5093,3043,-38717,10002,13417,15939,46896,36832,24286,18498,12306,8293,4216,2960,2683, 
 少数股东损益(万元),--,--,--,--,--,--,--,-886,-23,--,0,0,0,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--, 
 资产减值准备(万元),17252,16011,30625,8905,5511,4881,7355,6387,1657,659,-71,314,33,93,58, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),7989,7076,7305,7109,7242,7428,6753,5150,3881,3748,2841,663,594,841,766, 
 无形资产摊销(万元),2094,2017,2021,1614,1003,986,960,398,186,161,124,4,1,8,9, 
 长期待摊费用摊销(万元),7550,5758,5333,4052,6575,4266,2024,959,641,1085,497,20,0,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-1145,601,-1205,-2776,-6080,-5704,-4,19,-12,9,-28,0,0,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,33,0,0,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--, 
 财务费用(万元),1679,2620,3448,2430,1672,-1415,6940,2459,357,637,888,37,45,113,139, 
 投资损失(万元),-365,-227,113,-1864,-1,--,-11,--,--,--,0,-224,-208,-114,--, 
 递延所得税资产减少(万元),2045,-4326,-1903,5406,5276,1393,-8662,-4587,-2273,-424,-47,-96,-7,-27,2, 
 递延所得税负债增加(万元),-30,-22,-25,-32,-50,-50,-51,-64,-102,-99,-63,0,0,--,--, 
 存货的减少(万元),-10570,-3171,7354,3835,-6683,-39956,-32543,-15183,-6202,-1243,-9776,-2286,2408,-543,-764, 
 经营性应收项目的减少(万元),-5127,3207,10024,2249,-1791,39026,7662,-57102,-17789,1644,7049,-5938,-2451,-594,1143, 
 经营性应付项目的增加(万元),8361,12560,3389,-10171,12167,-31248,10358,24921,13545,-7061,3458,6358,1067,-315,164, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,-15,11879,-30,-5,0,0,--,--, 
 经营活动产生现金流量净额(万元),34824,45146,27763,30759,38258,-4453,47676,-711,30032,17584,17206,7145,5697,2424,4201, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 现金的期末余额(万元),27063,29316,24418,24156,22162,39675,53462,58040,50088,93828,16884,28853,10554,6483,4703, 
 现金的期初余额(万元),29316,24418,24156,22162,39675,53462,58040,51477,93828,16884,28853,10554,6483,4703,867, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--, 
 现金及现金等价物的净增加额(万元),-2253,4898,262,1993,-17513,-13787,-4579,6563,-43740,76944,-11969,18299,4071,1780,3836, 

