 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),53607,47532,44879,44124,41775,33218, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,181, 
 收到的其他与经营活动有关的现金(万元),1008,816,370,522,1264,738, 
 经营活动现金流入小计(万元),54615,48348,45249,44646,43040,34136, 
 购买商品、接受劳务支付的现金(万元),10544,9201,7050,8750,7817,6566, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11568,8205,9002,8734,8652,6650, 
 支付的各项税费(万元),5691,5335,4111,4667,3966,3103, 
 支付的其他与经营活动有关的现金(万元),4273,4282,4116,4082,4891,3886, 
 经营活动现金流出小计(万元),32077,27023,24280,26233,25326,20205, 
 经营活动产生的现金流量净额(万元),22538,21325,20969,18413,17713,13931, 
 收回投资所收到的现金(万元),18067,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),641,15,76,18,22,198, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,--,4,--,7, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
