 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),93068,95831,72284,66426,66034,65870,66139,69339,72395,59777,51434, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,0,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,0,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,0,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 收到的税费返还(万元),2477,1839,1628,2609,276,160,218,440,748,455,1485, 
 收到的其他与经营活动有关的现金(万元),2840,2077,2308,1548,1956,4448,3437,4767,5325,1823,1305, 
 经营活动现金流入小计(万元),98385,99747,76220,70582,68266,70478,69794,74546,78467,62055,54225, 
 购买商品、接受劳务支付的现金(万元),62806,66195,38928,38822,42767,43210,36535,45569,52717,37124,36288, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,0,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,0,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,0,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),22326,22537,19672,18954,18303,15466,13303,12144,9479,6166,6719, 
 支付的各项税费(万元),2428,4927,4472,3984,5520,4179,5354,5678,4152,3512,4818, 
 支付的其他与经营活动有关的现金(万元),7586,6565,5716,4471,5439,4723,4507,5134,6020,2982,3351, 
 经营活动现金流出小计(万元),95147,100223,68788,66231,72028,67578,59700,68525,72367,49784,51175, 
 经营活动产生的现金流量净额(万元),3238,-476,7433,4351,-3762,2899,10094,6021,6100,12271,3050, 
 收回投资所收到的现金(万元),104400,68005,57400,62300,63600,19100,0,--,1000,5200,--, 
 取得投资收益所收到的现金(万元),2210,822,731,690,955,145,55,--,1,4,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),196,640,31,207,2,11,12,103,18,826,40, 
 处置子公司及其他营业单位收到的现金净额(万元),8844,--,--,--,--,--,0,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,0,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),115650,69467,58162,63197,64557,19256,68,103,1019,6030,40, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1503,4054,2814,3222,7321,15888,10394,5407,8235,1518,5278, 
 投资所支付的现金(万元),95133,68500,57824,70900,67400,36294,197,--,1000,5200,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,1047,800,200,--,--,0,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),1806,--,--,--,--,--,0,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
