 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),200891,230550,300365,237426,197412,192457,175853,70035,73247,63907,39800,34282,26743, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到的税费返还(万元),100,711,222,707,738,121,--,--,--,340,305,247,--, 
 收到的其他与经营活动有关的现金(万元),16670,25759,16547,5876,5566,14011,10164,1508,3934,1011,1616,977,923, 
 经营活动现金流入小计(万元),217661,257021,317134,244009,203716,206589,186017,71543,77182,65259,41720,35505,27666, 
 购买商品、接受劳务支付的现金(万元),118845,163365,201030,119809,91950,88126,90122,34905,32091,21678,22043,16313,13125, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付给职工以及为职工支付的现金(万元),41976,42852,42558,43087,40280,35127,33584,11195,10604,8946,6639,5559,2974, 
 支付的各项税费(万元),14981,18322,21337,22144,21567,24355,23518,11157,10541,9834,5828,4939,3824, 
 支付的其他与经营活动有关的现金(万元),49799,48053,52061,45059,27754,32425,18559,9034,8239,6395,5623,4527,3908, 
 经营活动现金流出小计(万元),225602,272592,316986,230100,181550,180033,165782,66291,61475,46853,40134,31337,23831, 
 经营活动产生的现金流量净额(万元),-7941,-15571,148,13909,22166,26556,20236,5252,15707,18406,1586,4168,3836, 
 收回投资所收到的现金(万元),22,--,14000,6085,8000,5000,--,162,--,--,252,0,--, 
 取得投资收益所收到的现金(万元),477,1055,2238,4634,5100,1798,1199,173,77,5,68,0,60, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),878,83,699,181,1782,370,48,38,8,357,1,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到的其他与投资活动有关的现金(万元),5390,828,936,--,--,--,--,--,--,--,--,0,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 投资活动现金流入小计(万元),6767,1967,17872,10900,14881,7168,1247,373,85,362,321,0,60, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),13657,9980,10030,10905,10561,25192,11120,4854,7316,6902,7028,4895,1797, 
 投资所支付的现金(万元),13,24,5738,2000,13989,29426,18193,7361,--,453,738,113,200, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,185,145,287,--,--,--,--,559,3482,--, 
 支付的其他与投资活动有关的现金(万元),123,--,948,--,--,--,--,115,--,--,--,0,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 投资活动现金流出小计(万元),13792,10004,16716,13091,24695,54906,29313,12329,7316,7355,8325,8490,1997, 
 投资活动产生的现金流量净额(万元),-7025,-8037,1156,-2191,-9814,-47738,-28066,-11956,-7231,-6993,-8004,-8490,-1937, 
 吸收投资收到的现金(万元),--,--,--,--,338,929,100,--,--,--,--,39,13325, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,338,929,100,--,--,--,--,39,--, 
 取得借款收到的现金(万元),99200,96989,118500,72580,70000,64500,35000,18000,14000,13000,13000,8000,3240, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 筹资活动现金流入小计(万元),99200,96989,118500,72580,70338,65429,35100,18000,14000,13000,13000,8039,16565, 
 偿还债务支付的现金(万元),92105,109010,62000,74500,58300,53200,30000,10000,17000,13000,8000,3240,4450, 
 分配股利、利润或偿付利息所支付的现金(万元),6047,6427,5767,9549,9194,5555,4107,3222,5238,3406,2651,2108,910, 
 其中：子公司支付给少数股东的股利、利润(万元),258,124,791,1895,2099,1345,--,529,686,171,--,0,--, 
 支付其他与筹资活动有关的现金(万元),--,37,13041,208,315,342,675,--,--,--,--,0,--, 
 筹资活动现金流出小计(万元),98152,115474,80808,84257,67810,59097,34782,13222,22238,16406,10651,5348,5360, 
 筹资活动产生的现金流量净额(万元),1048,-18485,37692,-11677,2528,6332,318,4778,-8238,-3406,2349,2692,11205, 
 汇率变动对现金及现金等价物的影响(万元),218,-277,75,-0,-2,--,--,--,--,--,--,0,--, 
 现金及现金等价物净增加额(万元),-13700,-42370,39071,41,14878,-14850,-7513,-1926,237,8007,-4069,-1630,13104, 
 加:期初现金及现金等价物余额(万元),57244,99615,60544,60503,45442,60293,67805,20020,19783,11776,15844,17475,4371, 
 期末现金及现金等价物余额(万元),43544,57244,99615,60544,60320,45442,60293,18094,20020,19783,11776,15844,17475, 
 净利润(万元),2340,2558,3967,12576,21939,20332,17994,9938,12339,11394,4880,3733,3085, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,21,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 资产减值准备(万元),1696,3173,1856,1163,534,299,113,-75,797,505,55,-30,34, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),6327,6140,7074,6284,5944,5551,5015,1594,1159,953,731,579,448, 
 无形资产摊销(万元),1076,1041,1056,1057,934,913,846,207,206,167,172,106,24, 
 长期待摊费用摊销(万元),225,248,150,165,129,113,39,--,--,--,10,0,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-119,184,476,137,-166,120,109,-9,23,71,-1,0,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,-33,--,641,56,2,17, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 财务费用(万元),5158,4931,3329,3199,3439,1983,2124,710,609,767,837,345,253, 
 投资损失(万元),-813,-610,2255,3315,-1665,-797,331,-119,-144,-158,-68,-109,-60, 
 递延所得税资产减少(万元),-19,-338,-441,-294,-88,420,14,202,-200,-135,-14,8,-66, 
 递延所得税负债增加(万元),-33,-85,-18,-18,-18,-22,-332,-9,--,-8,0,0,--, 
 存货的减少(万元),1542,328,-4658,-1223,1475,-251,2094,1273,-1389,-342,61,-849,-137, 
 经营性应收项目的减少(万元),-15013,8365,-61450,-39140,-8714,286,-3183,-881,267,-504,-353,108,-276, 
 经营性应付项目的增加(万元),-16678,-40703,48027,27494,-1335,-2025,-4927,-7545,2037,5054,-4781,349,513, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 其他(万元),6370,-802,-1473,-806,-242,-366,--,--,--,--,--,-95,--, 
 经营活动产生现金流量净额(万元),-7941,-15571,148,13909,22166,26556,20236,5252,15707,18406,1586,4168,3836, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 现金的期末余额(万元),43544,57244,99615,60544,60320,45442,60293,18094,20020,19783,11776,15844,17475, 
 现金的期初余额(万元),57244,99615,60544,60503,45442,60293,67805,20020,19783,11776,15844,17475,4371, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
