 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),127432,99234,69054,64489,45023,35676,19999,18779,15766,12228,6144, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),337,123,116,99,306,104,238,--,0,0,0, 
 收到的其他与经营活动有关的现金(万元),4161,1457,2304,1532,1835,1135,1416,787,1224,4,2, 
 经营活动现金流入小计(万元),131929,100815,71474,66120,47164,36915,21653,19567,16989,12231,6146, 
 购买商品、接受劳务支付的现金(万元),97473,78924,36926,45361,29788,23297,16679,13999,10650,6716,4538, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),13967,12583,9713,8618,5896,5576,4016,1791,1209,797,598, 
 支付的各项税费(万元),5409,6544,6643,5740,2903,2973,2543,2737,2038,1880,1393, 
 支付的其他与经营活动有关的现金(万元),12668,11130,7596,7820,6985,5157,2800,3092,3655,1824,956, 
 经营活动现金流出小计(万元),129516,109180,60878,67539,45571,37002,26039,21618,17552,11217,7486, 
 经营活动产生的现金流量净额(万元),2413,-8366,10595,-1420,1593,-87,-4386,-2051,-562,1014,-1341, 
 收回投资所收到的现金(万元),693,692,--,--,--,--,--,--,0,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),10,16,1,4,0,2,0,--,0,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,1700,85,--,327,--,--,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),702,2408,86,4,327,2,0,0,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),12976,5660,2085,6248,488,1356,1820,151,189,206,61, 
 投资所支付的现金(万元),1776,3668,368,900,552,500,1050,--,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,5400,9636,--,--,4032,2574,94,0,0,0, 
 支付的其他与投资活动有关的现金(万元),112,7752,1500,--,--,--,--,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),14864,22481,13589,7148,1040,5889,5444,244,189,206,61, 
 投资活动产生的现金流量净额(万元),-14162,-20072,-13503,-7144,-713,-5887,-5444,-244,-189,-206,-61, 
