 报告日期,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),687540,485998,564272,66968,103167, 
 客户存款和同业存放款项净增加额(万元),--,0,--,0,--, 
 向中央银行借款净增加额(万元,--,0,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,0,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,0,--,0,--, 
 收到再保险业务现金净额(万元),--,0,--,0,--, 
 保户储金及投资款净增加额(万元),--,0,--,0,--, 
 处置交易性金融资产净增加额(万元),--,0,--,0,--, 
 收取利息、手续费及佣金的现金(万元),--,0,--,0,--, 
 拆入资金净增加额(万元),--,0,--,0,--, 
 回购业务资金净增加额(万元),--,0,--,0,--, 
 收到的税费返还(万元),55498,42642,32799,561,598, 
 收到的其他与经营活动有关的现金(万元),15583,29369,12763,812,2508, 
 经营活动现金流入小计(万元),758620,558009,609834,68341,106273, 
 购买商品、接受劳务支付的现金(万元),172001,212988,169616,53192,87538, 
 客户贷款及垫款净增加额(万元),--,0,--,0,--, 
 存放中央银行和同业款项净增加额(万元),--,0,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,0,--,0,--, 
 支付利息、手续费及佣金的现金(万元),--,0,--,0,--, 
 支付保单红利的现金(万元),--,0,--,0,--, 
 支付给职工以及为职工支付的现金(万元),74224,51464,37617,5518,5199, 
 支付的各项税费(万元),190078,119673,116361,2679,2296, 
 支付的其他与经营活动有关的现金(万元),23744,46980,20755,3345,7716, 
 经营活动现金流出小计(万元),460046,431105,344349,64734,102750, 
 经营活动产生的现金流量净额(万元),298574,126904,265485,3607,3523, 
 收回投资所收到的现金(万元),2821,1174,3341,820,1006, 
 取得投资收益所收到的现金(万元),481,2430,1437,10,60, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),961,75,44,38,150, 
 处置子公司及其他营业单位收到的现金净额(万元),--,0,--,0,--, 
 收到的其他与投资活动有关的现金(万元),14614,13166,15313,12,-205, 
 减少质押和定期存款所收到的现金(万元),--,0,--,0,--, 
 投资活动现金流入小计(万元),18877,16845,20136,880,1010, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),334923,245444,345401,661,490, 
 投资所支付的现金(万元),231,771,5288,1430,--, 
