 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),145415,93296,65975,68422,73735, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),37,660,0,--,--, 
 收到的其他与经营活动有关的现金(万元),1536,621,978,563,245, 
 经营活动现金流入小计(万元),146988,94577,66954,68985,73980, 
 购买商品、接受劳务支付的现金(万元),78143,44701,19950,14076,19020, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),18782,16615,12171,13013,12652, 
 支付的各项税费(万元),11262,6894,6242,10553,7329, 
 支付的其他与经营活动有关的现金(万元),11591,9203,7926,8762,8693, 
 经营活动现金流出小计(万元),119779,77414,46288,46405,47694, 
 经营活动产生的现金流量净额(万元),27209,17164,20665,22580,26287, 
 收回投资所收到的现金(万元),--,--,20132,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),8,101,--,--,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),80,--,--,1250,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),88,101,20132,1250,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),12863,13099,6373,3360,6027, 
 投资所支付的现金(万元),--,--,20000,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),12863,13099,26373,3360,6027, 
 投资活动产生的现金流量净额(万元),-12776,-12997,-6241,-2110,-6027, 
 吸收投资收到的现金(万元),--,--,7000,30000,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,48600,26698, 
 筹资活动现金流入小计(万元),0,0,7000,78600,26698, 
 偿还债务支付的现金(万元),--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,116,--,5000,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),106,175,--,95486,41135, 
 筹资活动现金流出小计(万元),106,291,0,100486,41135, 
 筹资活动产生的现金流量净额(万元),-106,-291,7000,-21886,-14437, 
 汇率变动对现金及现金等价物的影响(万元),1,-10,15,--,--, 
 现金及现金等价物净增加额(万元),14329,3866,21439,-1415,5823, 
 加:期初现金及现金等价物余额(万元),40704,36838,15399,16815,10992, 
 期末现金及现金等价物余额(万元),55033,40704,36838,15399,16815, 
 净利润(万元),21805,13368,9668,--,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),1869,1243,1588,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),4669,3850,3413,--,--, 
 无形资产摊销(万元),441,387,308,--,--, 
 长期待摊费用摊销(万元),89,82,10,--,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),8,7,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),--,116,--,--,--, 
 投资损失(万元),--,--,-132,--,--, 
 递延所得税资产减少(万元),-241,-147,-193,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--, 
 存货的减少(万元),-4501,-12879,-4078,--,--, 
 经营性应收项目的减少(万元),-9156,-15722,-1247,--,--, 
 经营性应付项目的增加(万元),12228,26859,10662,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,668,--,--, 
 经营活动产生现金流量净额(万元),27209,17164,20665,--,--, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),55033,40704,36838,15399,16815, 
 现金的期初余额(万元),40704,36838,15399,16815,10992, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),14329,3866,21439,-1415,5823, 

