 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),75602,60718,27694,22504,25721,13968, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),17,--,0,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2472,1277,1268,1465,3637,2776, 
 经营活动现金流入小计(万元),78091,61994,28962,23969,29358,16744, 
 购买商品、接受劳务支付的现金(万元),22700,14377,8638,7416,7558,3663, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),19202,12417,8261,7307,6171,3890, 
 支付的各项税费(万元),11436,8850,3277,2657,3114,1692, 
 支付的其他与经营活动有关的现金(万元),4776,4153,3083,2667,3645,3276, 
 经营活动现金流出小计(万元),58114,39798,23258,20047,20488,12521, 
 经营活动产生的现金流量净额(万元),19977,22197,5703,3922,8870,4223, 
 收回投资所收到的现金(万元),--,--,--,40,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,8,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,1,45,--,--,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),29840,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),29846,1,45,48,0,1, 
