 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),72922,71408,119297,57735,86025, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1691,21353,44119,39487,15841, 
 经营活动现金流入小计(万元),74613,92761,163416,97222,101866, 
 购买商品、接受劳务支付的现金(万元),37927,34327,55806,33163,38503, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4283,3760,4126,3778,3270, 
 支付的各项税费(万元),8067,12462,12759,12025,10623, 
 支付的其他与经营活动有关的现金(万元),2338,3938,31297,30287,42385, 
 经营活动现金流出小计(万元),52615,54487,103988,79252,94780, 
 经营活动产生的现金流量净额(万元),21998,38275,59428,17970,7086, 
 收回投资所收到的现金(万元),115030,35500,9900,--,13300, 
 取得投资收益所收到的现金(万元),847,196,7,--,13, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),133,1098,--,186,40, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),75,33,192,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),116085,36828,10100,186,13353, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3810,2076,1716,9045,2226, 
 投资所支付的现金(万元),116430,35500,9900,--,13300, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),120240,37576,11616,9045,15526, 
 投资活动产生的现金流量净额(万元),-4155,-748,-1516,-8860,-2174, 
 吸收投资收到的现金(万元),--,28400,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,14640,9575,30188, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),70,1192,928,892,1876, 
 筹资活动现金流入小计(万元),70,29592,15568,10467,32064, 
 偿还债务支付的现金(万元),1198,16563,20690,8650,25169, 
 分配股利、利润或偿付利息所支付的现金(万元),8028,41922,35449,19509,1200, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),70,460,880,934,2870, 
 筹资活动现金流出小计(万元),9296,58945,57019,29092,29239, 
 筹资活动产生的现金流量净额(万元),-9226,-29353,-41451,-18626,2825, 
 汇率变动对现金及现金等价物的影响(万元),0,0,0,--,--, 
 现金及现金等价物净增加额(万元),8617,8174,16460,-9516,7738, 
 加:期初现金及现金等价物余额(万元),26231,18057,1597,11113,3375, 
 期末现金及现金等价物余额(万元),34848,26231,18057,1597,11113, 
 净利润(万元),19542,18067,27756,--,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),309,-918,-2264,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3903,3894,3761,--,--, 
 无形资产摊销(万元),74,70,72,--,--, 
 长期待摊费用摊销(万元),59,35,69,--,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-8,-52,81,--,--, 
 固定资产报废损失(万元),-3,24,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),114,608,1421,--,--, 
 投资损失(万元),-799,-196,-7,--,--, 
 递延所得税资产减少(万元),187,328,192,--,--, 
 递延所得税负债增加(万元),147,--,--,--,--, 
 存货的减少(万元),2659,1583,1155,--,--, 
 经营性应收项目的减少(万元),-5673,23584,35592,--,--, 
 经营性应付项目的增加(万元),1351,-9114,-7589,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,--,--,--, 
 经营活动产生现金流量净额(万元),21998,38275,59428,--,--, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),34848,26231,18057,1597,11113, 
 现金的期初余额(万元),26231,18057,1597,11113,3375, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),8617,8174,16460,-9516,7738, 

