 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),47457,46421,44990,41565,53699,46422,37545,25835,26039,19706,23460, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),5,--,--,--,--,--,--,--,3,--,9, 
 收到的其他与经营活动有关的现金(万元),2127,2001,3641,2963,1530,897,954,1111,886,1673,843, 
 经营活动现金流入小计(万元),49589,48422,48630,44528,55229,47319,38499,26946,26928,21379,24313, 
 购买商品、接受劳务支付的现金(万元),26345,30039,21870,25319,30764,30045,21851,16839,14906,9906,16920, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6934,6393,6226,5655,5353,4676,3912,3080,2746,2179,1882, 
 支付的各项税费(万元),3821,4677,5526,3983,3364,3708,2945,3379,2922,2871,1965, 
 支付的其他与经营活动有关的现金(万元),3084,1884,1755,1397,1082,825,799,799,760,473,316, 
 经营活动现金流出小计(万元),40184,42994,35376,36354,40562,39254,29507,24097,21333,15430,21084, 
 经营活动产生的现金流量净额(万元),9405,5428,13255,8174,14667,8065,8992,2849,5595,5949,3229, 
 收回投资所收到的现金(万元),61160,6439,14381,32090,60050,52582,17860,--,--,--,--, 
 取得投资收益所收到的现金(万元),1923,3360,2175,333,1220,471,411,--,343,392,466, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),19,11,5,7,3,1,11,0,0,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,111,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),2,380,0,15000,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),63103,10301,16561,47430,61272,53054,18282,0,343,392,466, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1384,9102,18341,19742,12511,9967,4315,3252,1475,2642,2340, 
 投资所支付的现金(万元),5160,56377,18003,68987,77050,52582,23210,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),113,--,574,--,15600,--,134,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
