 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),46798,41833,38636,36406,34144,29025,21778,23318,21919,18190,14989,10811,8851, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到的税费返还(万元),33,61,33,5,13,30,135,134,--,0,0,0,0, 
 收到的其他与经营活动有关的现金(万元),1592,2132,1079,2068,1037,1223,1832,332,1251,898,279,364,536, 
 经营活动现金流入小计(万元),48423,44026,39748,38479,35194,30278,23746,23784,23170,19087,15267,11176,9387, 
 购买商品、接受劳务支付的现金(万元),24336,17244,13818,16265,15310,11972,10151,15552,14559,11508,8907,6489,6159, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),7636,7575,7337,6455,5599,4730,3581,2641,1857,1367,1087,636,426, 
 支付的各项税费(万元),3960,4374,5384,5096,5825,4538,3328,1915,1911,1989,1706,1098,683, 
 支付的其他与经营活动有关的现金(万元),5680,5619,5390,4030,3934,3395,3274,2566,1611,1781,1352,1052,876, 
 经营活动现金流出小计(万元),41611,34813,31928,31846,30668,24634,20334,22674,19939,16644,13052,9275,8145, 
 经营活动产生的现金流量净额(万元),6812,9213,7819,6634,4526,5644,3412,1109,3231,2443,2215,1900,1242, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),80,80,444,1,3,1,0,--,9,91,11,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),26,45,145,445,320,470,193,--,--,0,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0, 
