 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),67761,60424,60062,58882,53550,43835,34306, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),589,638,610,439,1144,367,581, 
 经营活动现金流入小计(万元),68350,61061,60671,59322,54694,44202,34887, 
 购买商品、接受劳务支付的现金(万元),57102,50658,49737,44746,44403,35487,31445, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1799,1422,1379,1296,1121,973,688, 
 支付的各项税费(万元),2522,2442,2428,3177,1855,1758,921, 
 支付的其他与经营活动有关的现金(万元),4170,3957,3419,3736,2332,3739,1496, 
 经营活动现金流出小计(万元),65594,58478,56962,52955,49711,41958,34550, 
 经营活动产生的现金流量净额(万元),2756,2583,3709,6366,4983,2245,337, 
 收回投资所收到的现金(万元),56005,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),624,108,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1307,--,50,3,--,--,602, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),57936,108,50,3,0,0,602, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),474,535,523,2436,2840,1159,5490, 
 投资所支付的现金(万元),56005,15000,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,269,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),56479,15535,792,2436,2840,1159,5490, 
