 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),2207648,2045883,1905672,1829985,1640968,1559207,1363706,1166615,734564,413221,267968,159410,110203,103610,63545, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,--, 
 收到的税费返还(万元),--,89,150,89,--,4,16,100,64,--,43,0,0,7,2, 
 收到的其他与经营活动有关的现金(万元),175095,160331,241746,226257,144578,143809,161203,115944,54052,30275,12101,6562,10943,13042,7001, 
 经营活动现金流入小计(万元),2382743,2206303,2147568,2056331,1785546,1703020,1524926,1282659,788680,443496,280112,165972,121146,116659,70548, 
 购买商品、接受劳务支付的现金(万元),1894541,1774884,1569972,1616148,1491432,1462442,1276582,1025972,717354,413973,237966,151264,100779,95921,60339, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,--, 
