 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),750699,740184,753109,659602,842209,568059,666969,629077,734720,814646,404327,411857,382352, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到的税费返还(万元),4087,395,431,663,1241,481,217,260,176,339,56,614,117, 
 收到的其他与经营活动有关的现金(万元),31959,56740,56932,41474,33703,109193,34166,35683,18250,8413,14806,2579,34923, 
 经营活动现金流入小计(万元),786745,797318,810472,701740,877152,677732,701352,665020,753145,823398,419189,415051,417392, 
 购买商品、接受劳务支付的现金(万元),672510,686581,397585,456816,596113,575031,449386,525528,638915,446370,416006,410348,432466, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付给职工以及为职工支付的现金(万元),25390,21926,20375,16176,16547,14511,10833,9342,7650,5965,6117,5580,4842, 
 支付的各项税费(万元),87095,92304,113138,85505,90494,52309,102875,57315,41721,52325,20317,16618,13152, 
 支付的其他与经营活动有关的现金(万元),79675,62945,43772,23816,37969,62116,33305,28294,75254,15438,10186,28253,27041, 
 经营活动现金流出小计(万元),864670,863755,574870,582312,741123,703968,596399,620479,763539,520098,452625,460799,477501, 
 经营活动产生的现金流量净额(万元),-77925,-66437,235602,119427,136029,-26235,104953,44541,-10394,303301,-33437,-45748,-60109, 
 收回投资所收到的现金(万元),39091,32785,61424,--,53,32030,11793,--,20,300,--,277,892, 
 取得投资收益所收到的现金(万元),3391,5366,6732,9323,837,1256,32,863,20,2572,15,762,432, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),13,5336,133,51,87,1279,61,21,148,3651,45,5975,33, 
 处置子公司及其他营业单位收到的现金净额(万元),--,800,8791,--,2968,540,73320,--,-707,374,4500,0,258, 
 收到的其他与投资活动有关的现金(万元),200,--,845,--,2200,4800,--,1145,--,18000,--,0,4, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 投资活动现金流入小计(万元),42695,44286,77925,9374,6145,39905,85206,2029,-519,24897,4560,7014,1619, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),27891,25687,12939,9507,30886,10900,6227,4752,5308,1374,2884,4267,6913, 
 投资所支付的现金(万元),97952,71026,167655,42978,108500,50557,34819,34577,92,--,370,166,855, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,6158,--,102986,12231,--,2197,4400,12218,22654,29502, 
