 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),1449820,1218449,942956,842287,847880,746452,618587,776619,532473,254833, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),76490,227253,65345,38703,31749,71616,48087,36251,19450,20294, 
 经营活动现金流入小计(万元),1526310,1445702,1008301,880990,879629,818067,666674,812870,551924,275127, 
 购买商品、接受劳务支付的现金(万元),198734,135377,93158,78678,100392,89920,58640,282747,144224,19190, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),343555,273171,201298,173029,154578,121929,102534,78560,37955,25644, 
 支付的各项税费(万元),189300,143997,168141,141772,144546,121805,118880,107803,73516,28792, 
 支付的其他与经营活动有关的现金(万元),208929,241321,147311,148689,152353,114530,110954,141853,56568,42817, 
 经营活动现金流出小计(万元),940517,793866,609908,542168,551869,448184,391008,610963,312264,116443, 
 经营活动产生的现金流量净额(万元),585793,651836,398393,338822,327760,369883,275666,201907,239660,158684, 
 收回投资所收到的现金(万元),57302,8680,3457,--,4050,598,--,--,1,1737, 
 取得投资收益所收到的现金(万元),7465,103,306,4260,39,1460,1600,2660,18,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),315,3805,49,403,631,240,105,22,25,21391, 
 处置子公司及其他营业单位收到的现金净额(万元),500,278112,--,411,--,--,871,--,14262,1568, 
 收到的其他与投资活动有关的现金(万元),101776,132217,106114,26503,49089,137462,124661,461857,175732,321461, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),167358,422917,109926,31578,53809,139760,127237,464539,190037,346157, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),374521,584043,326542,312627,264798,397382,285797,629999,264736,375607, 
 投资所支付的现金(万元),216757,160741,56983,38345,18719,16853,4293,54356,79743,25888, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),197301,74029,78678,43349,441,30109,--,18212,2711,72, 
 支付的其他与投资活动有关的现金(万元),478224,205215,138595,66028,29291,30543,147657,405972,214200,206754, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),1266802,1024028,600798,460349,313250,474886,437747,1108540,561391,608321, 
 投资活动产生的现金流量净额(万元),-1099444,-601111,-490873,-428771,-259441,-335127,-310510,-644001,-371353,-262164, 
 吸收投资收到的现金(万元),306683,13446,1000,607066,575,14470,8620,33456,217940,5050, 
 其中：子公司吸收少数股东投资收到的现金(万元),1682,13446,1000,6436,575,14470,8620,33456,23180,2045, 
 取得借款收到的现金(万元),2088178,1289483,812346,953785,370491,511691,592821,773870,133450,608100, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,610,1035,2960,46677,16849,87989,418304,6994,12606, 
 筹资活动现金流入小计(万元),2394861,1303539,814381,1563812,417743,543010,689430,1225631,358384,625756, 
 偿还债务支付的现金(万元),1418869,603866,375385,771063,254652,344631,478874,266510,129321,345950, 
 分配股利、利润或偿付利息所支付的现金(万元),295606,280819,288138,378438,181547,195522,116666,195362,31000,34869, 
 其中：子公司支付给少数股东的股利、利润(万元),11048,17325,8506,6981,4835,5147,1404,5143,--,--, 
 支付其他与筹资活动有关的现金(万元),432855,31490,23982,128756,71115,33199,38312,245815,11080,31902, 
 筹资活动现金流出小计(万元),2147331,916175,687505,1278256,507314,573352,633852,707688,171400,412721, 
 筹资活动产生的现金流量净额(万元),247530,387364,126876,285555,-89572,-30342,55578,517943,186984,213035, 
 汇率变动对现金及现金等价物的影响(万元),641,-401,--,--,--,--,--,-73,-576,-48, 
 现金及现金等价物净增加额(万元),-265481,437687,34396,195606,-21252,4414,20735,75776,54714,109507, 
 加:期初现金及现金等价物余额(万元),1026929,589242,554846,359240,380492,377472,355884,280080,225366,115859, 
 期末现金及现金等价物余额(万元),761449,1026929,589242,554846,359240,381886,376619,355857,280080,225366, 
 净利润(万元),470545,427801,367344,334175,350692,--,--,--,84549,42307, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),24749,28344,57289,21036,7398,--,--,--,59,3522, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),5384,4425,4738,4366,4025,--,--,--,30592,20677, 
 无形资产摊销(万元),3546,2563,2420,2581,1456,--,--,--,4386,3427, 
 长期待摊费用摊销(万元),9333,6450,5584,6405,6699,--,--,--,6151,1071, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),66,-3596,462,302,5759,--,--,--,36,21, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),-176701,-199619,-175403,-100977,-186228,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),2031,-1338,-501,-414,-470,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),166116,122180,95198,84403,82860,--,--,--,29217,28675, 
 投资损失(万元),-22967,-63390,-13090,-14647,4585,--,--,--,1956,-604, 
 递延所得税资产减少(万元),-10369,-12397,-23340,-2716,-8092,--,--,--,-49620,44, 
 递延所得税负债增加(万元),129426,61005,74244,60518,61829,--,--,--,-149,-2456, 
 存货的减少(万元),-13106,-7495,-1031,338,1872,--,--,--,-99523,-2161, 
 经营性应收项目的减少(万元),-169885,-120974,-80536,-51829,-28309,--,--,--,-23382,-12522, 
 经营性应付项目的增加(万元),167626,407878,85049,-4474,23684,--,--,--,255349,73420, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),585793,651836,398393,338822,327760,--,--,--,239660,158684, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),761449,1026929,589242,554846,359240,381886,376619,355857,280080,225366, 
 现金的期初余额(万元),1026929,589242,554846,359240,380492,377472,355884,280080,225366,115859, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-265481,437687,34396,195606,-21252,4414,20735,75776,54714,109507, 

