 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),334090,301172,320794,261723,233459,199691,235794,240638,207682,241682,209974,172190,143239,123114,94076, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,0, 
 收到的税费返还(万元),641,689,428,1541,124,76,89,162,71,0,166,49,--,0,0, 
 收到的其他与经营活动有关的现金(万元),16684,9253,10156,5762,2768,3243,2687,4025,4033,2498,3400,1762,5042,3614,1157, 
 经营活动现金流入小计(万元),351415,311115,331378,269026,236351,203009,238570,244825,211786,244180,213540,174001,148281,126728,95233, 
 购买商品、接受劳务支付的现金(万元),146509,133501,122972,105413,90873,89485,100516,112696,102286,146772,118436,122431,85665,85428,59685, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),46528,40255,40130,26416,21598,20165,19247,19041,21879,17429,14802,11524,6881,5561,3760, 
 支付的各项税费(万元),38402,34625,44061,34412,30350,24568,31439,25601,27372,26828,21252,13283,9650,8688,5875, 
 支付的其他与经营活动有关的现金(万元),34711,20750,32396,22823,21787,18992,19641,22560,22929,16037,12005,7640,9028,7853,8546, 
 经营活动现金流出小计(万元),266150,229132,239559,189064,164609,153209,170842,179898,174465,207067,166496,154879,111223,107531,77865, 
 经营活动产生的现金流量净额(万元),85265,81983,91819,79962,71742,49800,67727,64928,37321,37113,47044,19123,37058,19197,17368, 
 收回投资所收到的现金(万元),--,120,--,--,--,--,--,57,--,0,--,0,--,0,0, 
 取得投资收益所收到的现金(万元),4679,3000,500,2160,13764,3134,59,183,47,83,9,818,--,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),453,489,1848,4420,4073,134,510,176,951,4657,4783,92,24,931,47, 
 处置子公司及其他营业单位收到的现金净额(万元),--,-11262,--,--,--,3701,6642,455,--,0,1974,0,1366,0,0, 
 收到的其他与投资活动有关的现金(万元),176699,93,965,403,996,--,1227,2276,600,0,--,0,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 投资活动现金流入小计(万元),181831,-7560,3313,6982,18833,6969,8438,3147,1598,4740,6766,910,1390,931,47, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),33462,36762,36149,25662,18074,21646,36753,15445,7928,19181,30502,25903,14497,11305,11671, 
 投资所支付的现金(万元),26514,20512,--,--,6730,--,--,--,11185,21842,--,592,--,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),4499,--,18367,25183,--,29410,60026,--,--,0,44329,0,2416,2234,-1153, 
 支付的其他与投资活动有关的现金(万元),168500,65200,291,538,90,1600,610,1990,2350,0,151,0,--,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 投资活动现金流出小计(万元),232975,122474,54807,51383,24894,52656,97389,17435,21464,41023,74983,26495,16914,13539,10518, 
 投资活动产生的现金流量净额(万元),-51144,-130034,-51494,-44401,-6061,-45687,-88951,-14288,-19865,-36283,-68217,-25585,-15524,-12608,-10471, 
 吸收投资收到的现金(万元),1825,163995,--,1445,13625,--,--,--,--,0,--,117125,--,0,1555, 
 其中：子公司吸收少数股东投资收到的现金(万元),1825,1470,--,--,--,--,--,--,--,0,--,0,--,0,1555, 
 取得借款收到的现金(万元),6500,42000,32032,3050,38425,100200,90589,67200,120370,79200,63480,52000,69700,63400,41054, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0,0, 
 收到其他与筹资活动有关的现金(万元),7215,16746,19787,9775,2159,3188,1502,3997,5612,4093,1801,7694,--,0,0, 
 筹资活动现金流入小计(万元),15540,222741,51819,14271,54208,103388,92091,71197,125982,83293,65281,176818,69700,63400,42609, 
 偿还债务支付的现金(万元),1500,65500,16600,31675,93800,99200,79289,68550,109428,73453,67830,51411,76732,56091,35800, 
 分配股利、利润或偿付利息所支付的现金(万元),54653,41640,32711,16724,11342,14175,21308,36932,34533,20012,10585,6755,15711,7453,2207, 
 其中：子公司支付给少数股东的股利、利润(万元),9895,7568,11876,8007,1847,6011,7504,6776,6484,4016,--,3283,2464,1187,0, 
 支付其他与筹资活动有关的现金(万元),35992,19642,24621,8718,4163,1117,789,3618,2581,1103,4682,1656,2509,2895,4988, 
 筹资活动现金流出小计(万元),92145,126782,73932,57117,109305,114491,101386,109101,146542,94568,83097,59822,94953,66440,42995, 
 筹资活动产生的现金流量净额(万元),-76605,95959,-22113,-42847,-55097,-11103,-9295,-37904,-20559,-11275,-17816,116996,-25253,-3040,-385, 
 汇率变动对现金及现金等价物的影响(万元),-86,-215,364,269,-75,-174,-14,-164,-133,-0,77,-188,-11,44,0, 
 现金及现金等价物净增加额(万元),-42570,47693,18576,-7016,10510,-7163,-30533,12572,-3236,-10446,-38911,110346,-3730,3593,6512, 
 加:期初现金及现金等价物余额(万元),116708,69015,50439,57455,46945,54109,84642,72069,75305,85751,124663,14316,18046,14453,7941, 
 期末现金及现金等价物余额(万元),74138,116708,69015,50439,57455,46945,54109,84642,72069,75305,85751,124663,14316,18046,14453, 
 净利润(万元),81543,67265,63788,78927,60511,49617,46482,45870,37672,42986,33482,22219,18972,19112,15509, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 资产减值准备(万元),3418,2323,2783,2519,2045,720,-297,1751,3424,2355,974,-279,315,206,729, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),16045,14847,18341,13339,12496,11990,11876,14525,14507,14324,11002,7316,5681,5194,2893, 
 无形资产摊销(万元),945,784,1033,699,656,602,595,616,643,720,669,117,36,71,0, 
 长期待摊费用摊销(万元),504,416,293,293,124,100,91,102,232,129,37,236,56,88,0, 
