 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),433953,528252,39569,13261,30687,31034,37841,56327,37084,30095,37920,38010,32854, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到的税费返还(万元),1384,513,99,115,1439,885,366,519,142,136,990,43,0, 
 收到的其他与经营活动有关的现金(万元),67893,130374,866,1121,251,558,803,806,1497,1182,407,167,3028, 
 经营活动现金流入小计(万元),503230,659138,40534,14497,32377,32478,39010,57652,38723,31414,39316,38220,35882, 
 购买商品、接受劳务支付的现金(万元),284841,246130,14195,12438,20622,36070,23042,40884,24577,15554,26547,26477,18035, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付给职工以及为职工支付的现金(万元),76710,76843,7339,7849,9105,8044,9823,8598,8652,7123,6725,5528,8089, 
 支付的各项税费(万元),29938,22084,2384,976,818,765,2121,3237,1987,2059,774,1979,1564, 
 支付的其他与经营活动有关的现金(万元),50647,189192,1771,1651,4425,4232,3508,4111,4566,5240,3965,3379,3624, 
 经营活动现金流出小计(万元),442137,534249,25689,22914,34970,49111,38495,56830,39781,29976,38010,37362,31312, 
 经营活动产生的现金流量净额(万元),61093,124889,14845,-8417,-2593,-16633,516,822,-1058,1438,1306,857,4570, 
 收回投资所收到的现金(万元),--,10738,2720,3867,96,141,107,93,139,231,--,1428,70, 
 取得投资收益所收到的现金(万元),10120,880,219,170,4767,5682,5356,5443,5275,3651,232,349,201, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),260,47,--,--,62,19,22,--,253,28,0,7,27, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 投资活动现金流入小计(万元),10380,11665,2940,4037,4926,5842,5486,5536,5667,3909,232,1783,298, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),71864,98829,611,1120,940,5705,7973,7695,610,589,516,110,1264, 
 投资所支付的现金(万元),--,1063,--,--,--,--,--,--,--,--,--,0,180, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 投资活动现金流出小计(万元),71864,99892,611,1120,940,5705,7973,7695,610,589,516,110,1444, 
 投资活动产生的现金流量净额(万元),-61484,-88227,2329,2917,3986,137,-2487,-2159,5058,3321,-284,1674,-1146, 
 吸收投资收到的现金(万元),--,258298,--,--,--,--,--,--,--,--,--,0,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 取得借款收到的现金(万元),154112,216383,96700,83967,129713,125531,63060,40590,29490,21492,21051,21230,17866, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到其他与筹资活动有关的现金(万元),--,--,13000,--,9000,--,--,--,--,--,--,0,--, 
