 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),164574,173404,174892,188319,141065,91247,91905,84323,78065,73933,67682,66202,55252,48347, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 收到的税费返还(万元),0,217,10,1268,34,48,--,66,31,140,12,0,3,10, 
 收到的其他与经营活动有关的现金(万元),7188,6533,9890,9515,5540,4378,2929,5302,2933,2464,3952,1569,1847,2058, 
 经营活动现金流入小计(万元),171762,180155,184792,199102,146639,95673,94834,89691,81029,76537,71645,67771,57102,50415, 
 购买商品、接受劳务支付的现金(万元),65574,63230,58546,65838,29068,23279,24503,25774,24910,20920,23423,17695,13952,10990, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),45205,42573,39314,40274,32224,23166,21099,18341,11616,12375,10903,10344,9811,8683, 
 支付的各项税费(万元),1750,2224,3461,5259,5928,4282,4085,3752,5728,4615,2530,5871,3235,3290, 
 支付的其他与经营活动有关的现金(万元),16115,17776,18418,16140,12418,10082,9022,7303,6433,7313,6255,6384,6466,4876, 
 经营活动现金流出小计(万元),128644,125803,119738,127510,79639,60809,58708,55170,48686,45223,43111,40295,33464,27840, 
 经营活动产生的现金流量净额(万元),43118,54352,65053,71592,67000,34864,36125,34521,32343,31314,28534,27475,23639,22575, 
 收回投资所收到的现金(万元),224368,--,--,--,--,--,--,--,382,801,--,0,0,0, 
 取得投资收益所收到的现金(万元),7,--,78,--,--,--,--,--,50,0,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),57,7,7,1,15,14,--,13,2,3,2,10382,824,592, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,5418,1759,3464,752,259,3219,--,--,0,2280,0,400,300, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 投资活动现金流入小计(万元),224432,5425,1844,3465,767,272,3219,13,434,804,2283,10382,1224,892, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),29077,43086,47161,31789,31072,23573,21501,47964,17370,12775,11020,19151,37296,38990, 
 投资所支付的现金(万元),244659,--,10043,2443,--,--,--,267,267,1300,280,0,0,288, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,1209,0,12558,--,--,--,6148,--,0,--,3988,0,0, 
 支付的其他与投资活动有关的现金(万元),--,34200,2874,--,2584,--,514,--,--,0,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 投资活动现金流出小计(万元),273736,78495,60077,46789,33657,23573,22015,54379,17637,14075,11300,23139,37296,39278, 
 投资活动产生的现金流量净额(万元),-49304,-73070,-58233,-43324,-32889,-23301,-18796,-54366,-17203,-13270,-9017,-12757,-36072,-38386, 
 吸收投资收到的现金(万元),--,--,1050,245,--,1133,894,2800,--,400,45176,0,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,1050,245,--,1133,894,2800,--,400,--,0,0,0, 
 取得借款收到的现金(万元),--,--,--,--,--,--,200,14500,--,0,--,10000,27000,25000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,165,880,1841,--,--,--,--,1200,2857,--,1403,0,0, 
 筹资活动现金流入小计(万元),0,165,1930,2086,0,1133,1094,17300,1200,3257,45176,11403,27000,25000, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,14402,10798,5000,10000,25000,5000,12000,0, 
 分配股利、利润或偿付利息所支付的现金(万元),15434,18521,10289,7915,4188,3284,3644,3851,3128,3966,2345,14419,3606,781, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,1028,--,--,404,--,0,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),--,--,860,2026,916,--,--,--,17,0,496,0,0,0, 
 筹资活动现金流出小计(万元),15434,18521,11149,9940,5104,3284,18046,14649,8145,13966,27842,19419,15606,781, 
 筹资活动产生的现金流量净额(万元),-15434,-18355,-9220,-7855,-5104,-2151,-16951,2651,-6945,-10709,17334,-8016,11394,24219, 
 汇率变动对现金及现金等价物的影响(万元),14,-4,5,4,0,-2,2,-4,-2,-0,-50,-48,-27,-21, 
 现金及现金等价物净增加额(万元),-21606,-37077,-2395,20417,29007,9411,379,-17197,8193,7334,36802,6655,-1066,8388, 
 加:期初现金及现金等价物余额(万元),120551,157629,160023,139607,92569,57550,57171,74368,65954,58620,21819,15164,16230,7843, 
 期末现金及现金等价物余额(万元),98945,120551,157629,160023,121576,66961,57550,57171,74147,65954,58620,21819,15164,16230, 
 净利润(万元),20068,24907,30479,28073,21798,15163,13410,11950,9002,7962,7540,7043,6728,6611, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 资产减值准备(万元),470,329,82,345,189,299,-24,217,29,86,-19,-260,-47,505, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),17825,16944,16682,16165,15050,12637,12101,10568,9714,9858,10565,9655,8392,8075, 
 无形资产摊销(万元),1844,1810,2919,5651,3623,3735,3142,2178,855,180,173,154,162,95, 
 长期待摊费用摊销(万元),9210,7418,6345,12615,17617,6196,6122,7104,14033,13886,13895,13094,11259,2431, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-6,31,8,14,24,9,--,10,-8,-2,13,160,-52,-2158, 
 固定资产报废损失(万元),-30,6,--,1387,--,--,--,--,--,0,--,0,-1,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 财务费用(万元),-14,4,-5,-4,-0,2,438,400,458,1296,2395,2805,2069,256, 
 投资损失(万元),-1861,626,-1143,--,--,15,6,9,-115,-227,67,39,34,112, 
 递延所得税资产减少(万元),9,33,-125,-9,35,-67,-47,5,34,-65,-19,22,10,96, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 存货的减少(万元),-424,-462,746,23,-42,212,258,290,452,437,360,511,-1203,-681, 
 经营性应收项目的减少(万元),-2131,-983,-2524,-2571,1850,-1664,117,2137,-3275,1568,-1680,3664,-2931,-2369, 
 经营性应付项目的增加(万元),-1843,4060,11830,10344,7122,-1149,1396,189,1575,-2965,-4568,-9526,-912,9470, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 其他(万元),--,-371,-240,-441,-382,-642,-795,-652,-529,-818,-187,0,0,0, 
 经营活动产生现金流量净额(万元),43118,54352,65053,71592,67000,34864,36125,34521,32343,31314,28534,27475,23639,22575, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 现金的期末余额(万元),98945,120551,157629,160023,121576,66961,57550,57171,74147,65954,58620,21819,15164,16230, 
 现金的期初余额(万元),120551,157629,160023,139607,92569,57550,57171,74368,65954,58620,21819,15164,16230,7843, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 现金及现金等价物的净增加额(万元),-21606,-37077,-2395,20417,29007,9411,379,-17197,8193,7334,36802,6655,-1066,8388, 

