 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),250940,95341,82358,77400,64959,52750,51651,46190,44206,30127,42624,30529,37216,25432,25969, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到的税费返还(万元),2615,1955,2067,1578,1209,950,1699,1688,414,274,123,284,289,173,458, 
 收到的其他与经营活动有关的现金(万元),22101,1328,604,1258,599,548,693,1295,1152,1287,647,1118,1891,1736,375, 
 经营活动现金流入小计(万元),275655,98624,85029,80235,66767,54248,54042,49173,45772,31688,43394,31930,39395,27340,26802, 
 购买商品、接受劳务支付的现金(万元),192542,62272,58979,54846,42428,33194,34291,30170,29422,22230,29401,17273,20570,15634,17896, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),34796,19991,17680,16844,16041,14018,12463,10732,9097,6355,7317,5766,5742,3342,2803, 
 支付的各项税费(万元),4077,866,665,994,557,683,591,949,1040,858,1085,1086,966,536,283, 
 支付的其他与经营活动有关的现金(万元),11578,2427,2238,2585,2204,2206,2672,2203,2293,2110,1518,1331,2161,1444,788, 
 经营活动现金流出小计(万元),242992,85556,79561,75270,61230,50100,50018,44054,41852,31554,39321,25456,29439,20956,21770, 
 经营活动产生的现金流量净额(万元),32663,13068,5468,4966,5537,4148,4024,5118,3920,134,4073,6474,9956,6384,5032, 
 收回投资所收到的现金(万元),2200,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 取得投资收益所收到的现金(万元),2779,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,11,124,32,6,10,23,13,47,1,18,23,31, 
 处置子公司及其他营业单位收到的现金净额(万元),170,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 投资活动现金流入小计(万元),5149,0,0,11,124,32,6,10,23,13,47,1,18,23,31, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),23356,6003,6260,6056,2198,3456,7427,8963,5835,3534,7354,3520,3125,3673,7681, 
 投资所支付的现金(万元),1347,--,--,--,--,--,--,--,16,0,--,0,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付的其他与投资活动有关的现金(万元),49416,--,--,--,9,--,--,--,--,0,--,0,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 投资活动现金流出小计(万元),74119,6003,6260,6056,2207,3456,7427,8963,5851,3534,7354,3520,3125,3673,7681, 
 投资活动产生的现金流量净额(万元),-68970,-6003,-6260,-6044,-2083,-3424,-7421,-8954,-5828,-3521,-7307,-3519,-3107,-3650,-7650, 
 吸收投资收到的现金(万元),43000,--,--,5000,--,--,--,--,--,450,--,24000,607,1353,165, 
