 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),343357,268895,174290,103407,95095,84916,69924,52590,41397,27275,25017,22244,17200,14722, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 收到的税费返还(万元),1494,1657,1567,900,1087,900,772,730,731,688,630,398,365,96, 
 收到的其他与经营活动有关的现金(万元),6036,4636,2717,846,1059,1046,1204,801,765,1303,292,297,164,259, 
 经营活动现金流入小计(万元),350888,275187,178574,105152,97241,86863,71899,54122,42893,29266,25940,22940,17729,15077, 
 购买商品、接受劳务支付的现金(万元),344012,200954,117796,69655,69974,60560,48016,43102,34964,18535,18481,16268,12851,11003, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 支付给职工以及为职工支付的现金(万元),19081,15060,12040,9491,8127,6864,6197,4611,3090,2261,1799,1547,695,503, 
 支付的各项税费(万元),15895,16281,10045,7335,5829,4699,4049,2352,1671,1450,938,1000,556,344, 
 支付的其他与经营活动有关的现金(万元),31710,10632,8080,5243,5586,4867,2859,2705,2292,1512,1559,965,1029,736, 
 经营活动现金流出小计(万元),410697,242928,147961,91724,89516,76991,61122,52770,42017,23759,22777,19779,15131,12587, 
 经营活动产生的现金流量净额(万元),-59810,32259,30614,13429,7726,9872,10777,1352,876,5507,3162,3160,2598,2490, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,5,--,--, 
 取得投资收益所收到的现金(万元),748,1126,1128,1789,1489,573,--,--,--,0,--,0,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),50,368,6451,46,15,51,172,0,21,128,--,212,10,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,594,--,--,--,0,--,0,--,--, 
 收到的其他与投资活动有关的现金(万元),157330,350788,323806,317879,182937,46600,--,271,536,567,288,65,82,41, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 投资活动现金流入小计(万元),158127,352282,331385,319714,184441,47818,172,272,557,695,288,282,92,41, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7159,9332,9924,3143,5546,7732,9399,8776,7574,5293,4564,3453,3945,1025, 
 投资所支付的现金(万元),6200,1818,130,--,--,--,--,226,--,0,--,0,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),13939,--,37543,--,--,--,--,--,--,0,--,0,--,--, 
 支付的其他与投资活动有关的现金(万元),147393,342389,314832,324281,197458,74500,--,--,--,0,320,29,329,54, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 投资活动现金流出小计(万元),174691,353540,362428,327424,203004,82232,9399,9002,7574,5293,4884,3482,4274,1079, 
 投资活动产生的现金流量净额(万元),-16564,-1258,-31043,-7710,-18563,-34414,-9226,-8730,-7017,-4598,-4597,-3201,-4182,-1038, 
 吸收投资收到的现金(万元),100,--,28460,76,2580,31552,--,100,--,120,25173,980,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),100,--,--,--,--,--,--,100,--,120,--,0,--,--, 
 取得借款收到的现金(万元),59600,8000,--,--,284,--,3320,3100,--,0,550,0,700,112, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 收到其他与筹资活动有关的现金(万元),2356,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 筹资活动现金流入小计(万元),62056,8000,28460,76,2864,31552,3320,3200,0,120,25723,980,700,112, 
 偿还债务支付的现金(万元),19020,--,--,--,284,--,3820,2600,--,0,550,200,700,54, 
 分配股利、利润或偿付利息所支付的现金(万元),8676,8642,5353,2577,1291,1288,1039,3017,1336,668,11,1461,18,12, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,150,--,--,--,--,--,--,0,--,0,--,--, 
 支付其他与筹资活动有关的现金(万元),72,90,2796,46,--,--,--,--,--,0,--,0,--,--, 
 筹资活动现金流出小计(万元),27768,8732,8149,2623,1575,1288,4859,5617,1336,668,561,1661,718,65, 
 筹资活动产生的现金流量净额(万元),34288,-732,20311,-2548,1289,30264,-1539,-2417,-1336,-548,25163,-681,-18,47, 
 汇率变动对现金及现金等价物的影响(万元),8,-211,121,--,--,--,--,--,--,0,--,0,--,--, 
 现金及现金等价物净增加额(万元),-42077,30058,20003,3172,-9549,5722,12,-9795,-7477,361,23728,-722,-1601,1499, 
 加:期初现金及现金等价物余额(万元),57646,27588,7586,4414,13963,8241,8229,18024,25501,25140,1412,2134,3735,2237, 
 期末现金及现金等价物余额(万元),15569,57646,27588,7586,4414,13963,8241,8229,18024,25501,25140,1412,2134,3735, 
 净利润(万元),-289940,54912,37987,8641,9943,8042,5880,4077,4035,3913,2528,3891,2353,1866, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 资产减值准备(万元),310399,6113,1474,889,277,148,128,65,47,59,94,-13,59,20, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3459,3364,3264,3187,2928,2600,2049,1496,1175,944,675,460,386,308, 
 无形资产摊销(万元),3193,2956,1269,303,299,294,209,157,97,55,82,81,44,30, 
 长期待摊费用摊销(万元),63,54,37,43,40,27,10,11,2,2,2,36,2,2, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),58,442,-2627,98,12,57,37,5,15,-29,--,-186,7,--, 
