 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),1514680,1107169,789840,102638,96179,93987,91695,89544,84070,89274,86335,77890,57130, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到的税费返还(万元),--,--,186,5492,5966,6092,6325,4884,4789,3546,3511,2856,2194, 
 收到的其他与经营活动有关的现金(万元),48337,45774,58039,1626,2019,2446,1550,1489,3217,1774,1382,2674,930, 
 经营活动现金流入小计(万元),1563017,1152943,848065,109756,104164,102526,99570,95917,92076,94595,91228,83419,60254, 
 购买商品、接受劳务支付的现金(万元),928036,678152,484221,59470,58629,57975,54910,66065,66345,61713,62192,55757,40364, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付给职工以及为职工支付的现金(万元),99632,88795,77687,21369,20893,19820,18134,13051,13140,11778,13168,14927,12055, 
 支付的各项税费(万元),109829,57823,33581,6989,6237,4871,6551,5460,5098,3924,2924,2669,1449, 
 支付的其他与经营活动有关的现金(万元),54073,31335,55727,7394,6805,7388,8270,7092,6330,8113,4639,4112,3111, 
 经营活动现金流出小计(万元),1191571,856105,651217,95222,92564,90054,87865,91667,90913,85528,82923,77466,56979, 
 经营活动产生的现金流量净额(万元),371447,296838,196849,14534,11600,12472,11705,4250,1164,9067,8305,5954,3276, 
 收回投资所收到的现金(万元),62372,250,5242,--,--,--,--,384,3200,--,--,0,0, 
 取得投资收益所收到的现金(万元),76326,6442,5353,17,--,--,--,315,--,--,--,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),99,1235,381,193,505,422,12896,580,143,297,611,56,81, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,0,--,8815,--,14457,--,--,--,--,0,0, 
 收到的其他与投资活动有关的现金(万元),2078550,660749,743818,2,--,--,--,5329,330,187,97,153,64, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流入小计(万元),2217346,668676,754793,212,9320,422,27352,6608,3673,484,708,208,145, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),346973,139806,168276,6049,6529,5757,8605,2301,5945,5067,9608,18419,7768, 
 投资所支付的现金(万元),104052,26113,15310,1064,4201,--,1560,4504,5148,400,600,400,900, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,631,1736,--,--,783,0,0, 
 支付的其他与投资活动有关的现金(万元),2539156,654000,845640,--,--,--,2148,--,--,--,--,90,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流出小计(万元),2990182,819919,1029226,7113,10730,5757,12944,8542,11093,5467,10991,18909,8668, 
 投资活动产生的现金流量净额(万元),-772835,-151243,-274433,-6901,-1409,-5335,14408,-1933,-7420,-4982,-10283,-18701,-8523, 
 吸收投资收到的现金(万元),400334,5656,89744,--,--,--,--,--,--,--,--,16706,255, 
 其中：子公司吸收少数股东投资收到的现金(万元),11804,3267,--,--,--,--,--,--,--,--,--,538,255, 
 取得借款收到的现金(万元),40000,--,7600,16136,17402,12146,60290,109102,79433,59165,66123,42226,33668, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,1930,--,398,515,90,0,0, 
 筹资活动现金流入小计(万元),440334,5656,97344,16136,17402,12146,62220,109102,79831,59680,66213,58931,33923, 
 偿还债务支付的现金(万元),--,--,11800,13036,26345,18300,86624,105300,69302,62316,61027,36666,27079, 
 分配股利、利润或偿付利息所支付的现金(万元),33221,12840,260,3123,2602,3448,3974,2616,2705,3041,2893,3776,854, 
 其中：子公司支付给少数股东的股利、利润(万元),--,980,--,1475,1768,1160,1336,--,--,--,--,510,0, 
 支付其他与筹资活动有关的现金(万元),20,--,--,--,--,--,1484,--,--,398,515,0,0, 
 筹资活动现金流出小计(万元),33241,12840,12060,16160,28947,21748,92082,107916,72008,65755,64435,40443,27933, 
 筹资活动产生的现金流量净额(万元),407092,-7184,85284,-24,-11545,-9601,-29862,1186,7823,-6074,1778,18489,5990, 
 汇率变动对现金及现金等价物的影响(万元),0,-0,-43,261,153,-99,184,560,417,210,662,-93,-262, 
 现金及现金等价物净增加额(万元),5704,138412,7657,7871,-1201,-2564,-3565,4063,1984,-1780,463,5648,480, 
