 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),105347,46928,38758,31447,31133,20460, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,3,--,6,14, 
 收到的其他与经营活动有关的现金(万元),752,1025,889,368,126,113, 
 经营活动现金流入小计(万元),106099,47953,39650,31814,31264,20587, 
 购买商品、接受劳务支付的现金(万元),80310,25701,19482,16329,19633,11737, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),17382,18658,13842,11781,7974,3334, 
 支付的各项税费(万元),2862,3165,4186,2472,1069,915, 
 支付的其他与经营活动有关的现金(万元),1874,2126,1801,1075,1407,704, 
 经营活动现金流出小计(万元),102429,49649,39311,31657,30082,16690, 
 经营活动产生的现金流量净额(万元),3670,-1696,340,158,1182,3896, 
 收回投资所收到的现金(万元),--,--,--,--,10,--, 
 取得投资收益所收到的现金(万元),643,59,--,--,0,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),32,3,--,1193,--,4, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,1000,--,--, 
 收到的其他与投资活动有关的现金(万元),43000,9000,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),43675,9062,0,2193,10,4, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),865,773,985,1333,2596,14080, 
 投资所支付的现金(万元),--,--,--,--,10,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),45300,19000,--,--,6,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),46165,19773,985,1333,2612,14080, 
 投资活动产生的现金流量净额(万元),-2490,-10711,-985,859,-2602,-14075, 
 吸收投资收到的现金(万元),--,21914,--,--,1900,4000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),8456,6714,4857,4154,2698,2050, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),9369,418,1404,389,1967,10700, 
 筹资活动现金流入小计(万元),17825,29046,6261,4543,6565,16750, 
 偿还债务支付的现金(万元),7224,6322,1817,3183,2060,2620, 
 分配股利、利润或偿付利息所支付的现金(万元),1356,257,197,216,146,163, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),10788,1731,2735,1887,3250,3296, 
 筹资活动现金流出小计(万元),19368,8310,4749,5286,5456,6079, 
 筹资活动产生的现金流量净额(万元),-1543,20736,1512,-743,1109,10671, 
 汇率变动对现金及现金等价物的影响(万元),-68,-4,-24,-3,-1,-8, 
 现金及现金等价物净增加额(万元),-430,8325,843,271,-312,484, 
 加:期初现金及现金等价物余额(万元),9756,1432,589,318,630,146, 
 期末现金及现金等价物余额(万元),9326,9756,1432,589,318,630, 
 净利润(万元),4666,5629,4671,3185,2462,1789, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),1795,356,217,304,92,328, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1338,1290,1275,1193,979,714, 
 无形资产摊销(万元),45,37,136,153,315,185, 
 长期待摊费用摊销(万元),260,152,203,173,116,60, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),9,6,--,142,8,--, 
 固定资产报废损失(万元),--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),642,262,385,421,202,171, 
 投资损失(万元),-643,-59,--,--,-220,--, 
 递延所得税资产减少(万元),-727,-122,308,-445,-14,-43, 
 递延所得税负债增加(万元),--,--,--,--,--,--, 
 存货的减少(万元),-3476,-5520,2416,-4544,-3670,-2198, 
 经营性应收项目的减少(万元),-19122,-12662,-6507,-7641,-3435,-6474, 
 经营性应付项目的增加(万元),18883,8740,-2588,6791,4345,9365, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,195,-176,426,--,--, 
 经营活动产生现金流量净额(万元),3670,-1696,340,158,1182,3896, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,1792,1175,--, 
 现金的期末余额(万元),9326,9756,1432,589,318,630, 
 现金的期初余额(万元),9756,1432,589,318,630,146, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-430,8325,843,271,-312,484, 

