 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),164966,94686,84299,50352,42555,44588,26869,28064,18887,17548, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1201,1210,309,194,15,17,99,24,24,0, 
 收到的其他与经营活动有关的现金(万元),15921,15201,12277,8488,8030,6254,6916,3484,2442,1289, 
 经营活动现金流入小计(万元),182089,111097,96885,59034,50599,50859,33884,31571,21354,18838, 
 购买商品、接受劳务支付的现金(万元),110352,58035,51652,26914,20254,26123,14847,17023,11354,10630, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),17642,11801,9790,6944,5891,4338,3554,2733,1710,1432, 
 支付的各项税费(万元),11272,7908,8500,7092,4665,4103,3384,2956,2041,1856, 
 支付的其他与经营活动有关的现金(万元),37392,29727,20713,16255,14899,12456,10222,6091,5167,3919, 
 经营活动现金流出小计(万元),176657,107470,90655,57205,45709,47020,32007,28804,20272,17836, 
 经营活动产生的现金流量净额(万元),5431,3627,6230,1830,4890,3839,1877,2767,1081,1001, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),69,2,20,0,11,10,--,0,5,3, 
 处置子公司及其他营业单位收到的现金净额(万元),7,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),142624,75205,--,--,--,--,--,--,--,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),142699,75207,20,0,11,10,0,0,5,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8316,7933,3712,2494,1813,3564,8980,735,249,168, 
 投资所支付的现金(万元),422,22000,16000,100,--,--,--,--,--,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),854,--,9343,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),142964,74659,--,--,--,--,--,--,--,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),152556,104593,29055,2594,1813,3564,8980,735,249,168, 
 投资活动产生的现金流量净额(万元),-9857,-29386,-29034,-2594,-1801,-3554,-8980,-734,-244,-165, 
 吸收投资收到的现金(万元),8,29747,129,48695,--,--,7207,--,--,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,608,129,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),58126,40250,19585,1000,1500,6915,5085,2700,2200,2200, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),6000,--,--,--,--,--,--,--,--,0, 
 筹资活动现金流入小计(万元),64134,69997,19714,49695,1500,6915,12292,2700,2200,2200, 
 偿还债务支付的现金(万元),34580,21103,11360,5200,3500,4000,2700,2200,2200,1500, 
 分配股利、利润或偿付利息所支付的现金(万元),5397,4272,4795,4466,2174,2182,227,793,114,112, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),14770,146,168,4259,65,91,284,--,--,0, 
 筹资活动现金流出小计(万元),54747,25521,16322,13925,5740,6273,3211,2993,2314,1612, 
 筹资活动产生的现金流量净额(万元),9387,44476,3391,35769,-4240,642,9081,-293,-114,588, 
 汇率变动对现金及现金等价物的影响(万元),310,-30,5,3,2,-3,-8,-0,--,0, 
 现金及现金等价物净增加额(万元),5271,18686,-19409,35008,-1150,924,1970,1739,723,1424, 
 加:期初现金及现金等价物余额(万元),41288,22601,42010,7002,8151,7227,5257,3518,2795,1371, 
 期末现金及现金等价物余额(万元),46559,41288,22601,42010,7002,8151,7227,5257,3518,2795, 
 净利润(万元),16436,11021,9901,9015,7425,6727,5645,4975,3108,2505, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),5105,2284,1296,1096,1032,445,750,437,244,135, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),4852,1517,1355,887,787,340,249,214,204,191, 
 无形资产摊销(万元),1298,382,219,81,65,70,43,28,23,14, 
 长期待摊费用摊销(万元),273,295,128,93,57,39,22,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
