 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),94652,87916,83095,74075,70513,77324,39988,32811,30923,30977,31041,32863, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),129,147,402,236,357,83,38,225,386,0,0,3, 
 收到的其他与经营活动有关的现金(万元),2906,4423,2679,3219,3661,2007,2390,2040,743,488,501,1636, 
 经营活动现金流入小计(万元),97687,92486,86177,77531,74531,79415,42417,35076,32052,31464,31542,34502, 
 购买商品、接受劳务支付的现金(万元),33624,26691,26584,25316,20440,29279,18808,14065,13974,15061,14416,16251, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),32768,34575,33103,23593,21877,19236,9534,7300,5280,4152,3859,2815, 
 支付的各项税费(万元),4059,3228,2664,3070,2392,2282,2063,1792,1703,1545,2425,1977, 
 支付的其他与经营活动有关的现金(万元),14487,13857,13777,12603,9735,10977,4710,1995,2092,1946,1773,1605, 
 经营活动现金流出小计(万元),84937,78351,76129,64581,54444,61773,35115,25151,23049,22705,22473,22649, 
 经营活动产生的现金流量净额(万元),12750,14135,10048,12949,20087,17641,7302,9925,9003,8759,9069,11854, 
 收回投资所收到的现金(万元),--,--,--,400,0,--,--,--,128,500,538,0, 
 取得投资收益所收到的现金(万元),963,379,2760,508,233,1023,1791,613,200,263,669,410, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),19,50,33,3,43,525,6,2,4,24,16,1078, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,-230,0,0, 
 收到的其他与投资活动有关的现金(万元),80243,52150,24262,3450,22552,--,--,--,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),81225,52579,27055,4361,22828,1549,1798,615,332,558,1222,1488, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2660,3667,5729,4463,3786,4266,2360,1648,2109,1533,1281,648, 
 投资所支付的现金(万元),2420,512,6207,9183,2452,9926,1114,--,--,2,5636,1560, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),24725,31634,476,15575,2847,--,45148,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),78171,58950,7500,20600,3450,22552,--,--,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),107976,94763,19912,49821,12535,36745,48623,1648,2109,1535,6917,2208, 
 投资活动产生的现金流量净额(万元),-26751,-42184,7143,-45460,10292,-35196,-46825,-1033,-1777,-977,-5694,-720, 
 吸收投资收到的现金(万元),1938,1596,--,86460,1380,--,--,--,75610,0,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 取得借款收到的现金(万元),--,2327,--,--,--,--,--,--,--,0,0,0, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,0,200,0, 
 筹资活动现金流入小计(万元),1938,3923,0,86460,1380,0,0,0,75610,0,200,0, 
 偿还债务支付的现金(万元),1980,347,--,--,--,--,1070,--,--,0,0,0, 
 分配股利、利润或偿付利息所支付的现金(万元),35,54,3187,8680,9651,7200,5070,4800,3600,6750,0,8631, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,206,--,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),--,9436,638,408,44,--,--,--,441,90,30,93, 
 筹资活动现金流出小计(万元),2015,9837,3825,9088,9694,7200,6140,4800,4041,6840,30,8724, 
 筹资活动产生的现金流量净额(万元),-77,-5914,-3825,77372,-8314,-7200,-6140,-4800,71569,-6840,170,-8724, 
 汇率变动对现金及现金等价物的影响(万元),550,-1060,673,218,-242,-343,-56,--,--,0,0,0, 
