 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),527681,395786,336407,347095,318918,301602,278759,233728,194586,170338,172151,149550, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),231,--,534,342,390,311,402,531,--,690,709,409, 
 收到的其他与经营活动有关的现金(万元),8211,6776,5217,5483,6785,4768,2474,1589,3873,2126,1862,226, 
 经营活动现金流入小计(万元),536123,402562,342157,352920,326093,306681,281636,235848,198459,173154,174722,150185, 
 购买商品、接受劳务支付的现金(万元),466249,363553,255487,284874,279012,261440,231982,260166,187418,137860,147516,133803, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),21275,19778,15656,13283,11426,10333,8728,7004,4534,4595,3425,2369, 
 支付的各项税费(万元),16669,14218,17808,12868,10048,8432,6841,7534,4669,5989,6031,4292, 
 支付的其他与经营活动有关的现金(万元),24027,22846,16038,21214,14480,12944,11261,11029,7180,7529,6647,4866, 
 经营活动现金流出小计(万元),528220,420394,304989,332238,314966,293150,258812,285733,203801,155973,163619,145331, 
 经营活动产生的现金流量净额(万元),7903,-17832,37168,20682,11127,13531,22823,-49885,-5342,17181,11103,4854, 
 收回投资所收到的现金(万元),--,500,--,--,--,--,--,--,--,0,6,21, 
 取得投资收益所收到的现金(万元),--,339,--,-81,-22,-85,22,178,132,916,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),43,138,46,19,47,--,--,2,--,557,382,1, 
