 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),101527,65619,77251,67262,107748,89516,92761,102091,76408,57498,51563,43691,42715,35075,24588, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收到的税费返还(万元),547,861,326,809,457,1048,1167,774,447,742,194,141,199,176,84, 
 收到的其他与经营活动有关的现金(万元),6545,5431,5334,5052,6851,2889,6841,4774,4614,5552,3118,3458,1049,72,78, 
 经营活动现金流入小计(万元),108619,71911,82911,73123,115056,93452,100768,107639,81468,63792,54875,47290,43964,35323,24749, 
 购买商品、接受劳务支付的现金(万元),61747,64749,61041,43594,75856,59848,55606,82418,78724,50348,48365,34416,33302,29143,22354, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 支付给职工以及为职工支付的现金(万元),23452,21375,19276,20392,18890,15768,14535,11705,7099,5284,4290,3752,3179,1765,1684, 
 支付的各项税费(万元),7789,8371,4917,6322,5774,6148,8018,6323,4770,3220,2867,2335,1475,1344,783, 
 支付的其他与经营活动有关的现金(万元),4245,5550,4874,5392,7301,6322,5119,4269,5380,4111,1264,3553,1954,1590,966, 
 经营活动现金流出小计(万元),97233,100045,90107,75699,107822,88086,83278,104716,95973,62963,56786,44056,39909,33842,25786, 
 经营活动产生的现金流量净额(万元),11386,-28134,-7197,-2577,7234,5366,17490,2923,-14504,829,-1911,3234,4054,1481,-1037, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,8,--,0,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,0,64,70,7,1,2839,6,--,--,0,6,1,2,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,5970,--,--,--,--,--,0,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,6,--,--,--,0,--,0,3, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 投资活动现金流入小计(万元),0,0,64,70,7,5971,2839,12,0,8,0,6,1,2,4, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6841,4905,7802,8823,6586,4361,4607,6576,19540,36056,23234,5240,3143,3529,2330, 
 投资所支付的现金(万元),200,--,--,--,--,--,870,--,--,--,--,0,--,--,8, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,3993,4114,--,0,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,347,--,--,--,--,--,--,--,--,--,0,1007,--,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 投资活动现金流出小计(万元),7041,5251,7802,8823,6586,4361,5477,6576,23533,40170,23234,5240,4150,3529,2338, 
 投资活动产生的现金流量净额(万元),-7041,-5251,-7737,-8754,-6579,1610,-2638,-6564,-23533,-40162,-23234,-5234,-4149,-3527,-2334, 
 吸收投资收到的现金(万元),4077,4818,92361,10480,1152,2757,600,--,7080,48975,--,18381,2330,1220,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),4077,--,--,--,1152,2757,600,--,7080,--,--,0,--,1220,--, 
 取得借款收到的现金(万元),112124,119081,115800,74830,60800,112533,155126,108421,141503,83453,43095,11900,17000,13200,10600, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收到其他与筹资活动有关的现金(万元),12880,8909,10145,22807,3804,56123,30000,30000,--,--,--,0,--,--,--, 
 筹资活动现金流入小计(万元),129080,132808,218306,108117,65756,171413,185726,138421,148583,132428,43095,30281,19330,14420,10600, 
 偿还债务支付的现金(万元),117134,108581,161474,71656,54400,133575,167488,115559,112778,73253,22595,15350,13650,9400,7200, 
 分配股利、利润或偿付利息所支付的现金(万元),11606,6964,8102,9935,10101,10917,11533,12141,6606,4949,2732,1855,1948,2042,945, 
 其中：子公司支付给少数股东的股利、利润(万元),3337,--,--,--,2907,3791,2583,1987,1431,589,--,353,--,--,--, 
 支付其他与筹资活动有关的现金(万元),4808,5384,15418,9424,86,33821,31926,141,372,481,--,547,--,--,--, 
 筹资活动现金流出小计(万元),133548,120929,184994,91015,64587,178313,210947,127841,119757,78682,25327,17752,15598,11442,8145, 
 筹资活动产生的现金流量净额(万元),-4467,11879,33312,17102,1170,-6900,-25221,10580,28827,53745,17768,12529,3732,2978,2455, 
 汇率变动对现金及现金等价物的影响(万元),0,0,7,10,5,0,-0,--,--,-0,-0,9,-10,-9,21, 
 现金及现金等价物净增加额(万元),-122,-21506,18385,5782,1830,76,-10369,6938,-9211,14412,-7377,10538,3628,924,-895, 
 加:期初现金及现金等价物余额(万元),16386,37892,19507,13725,11896,11820,22189,15251,24461,10050,17427,6889,3261,2338,3233, 
 期末现金及现金等价物余额(万元),16264,16386,37892,19507,13725,11896,11820,22189,15251,24461,10050,17427,6889,3261,2338, 
 净利润(万元),10295,9145,4090,-17509,3912,5190,5447,617,6707,4476,4587,2889,3415,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,1577,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 资产减值准备(万元),1545,2304,2905,6549,1412,2086,697,1601,659,-131,248,-26,28,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),8459,8369,8123,7890,7602,7505,7466,5792,3273,1929,961,756,576,--,--, 
 无形资产摊销(万元),3274,3107,2445,2243,1606,1290,1039,889,797,471,186,180,172,--,--, 
 长期待摊费用摊销(万元),105,66,49,47,37,25,21,19,14,--,--,0,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-177,24,44,35,-62,-1700,-1389,-73,-35,-35,-3,22,6,--,--, 
 固定资产报废损失(万元),72,21,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 公允价值变动损失(万元),14,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 财务费用(万元),5196,3754,6295,7638,7460,7899,8637,6751,2949,2196,1556,1059,788,--,--, 
 投资损失(万元),--,--,--,--,-100,-7120,-240,--,--,-0,--,0,--,--,--, 
 递延所得税资产减少(万元),634,492,-999,-3183,-1396,130,-718,-1099,-134,118,-243,4,-11,--,--, 
 递延所得税负债增加(万元),-7,-44,-8,63,-6,-90,-59,-25,-25,--,0,0,--,--,--, 
 存货的减少(万元),-11109,-11961,-14797,1514,-3444,-10364,1672,-4336,-12277,-5290,-1233,-5039,-411,--,--, 
 经营性应收项目的减少(万元),-20168,-34879,-13488,-7092,-1638,-9867,262,-8261,-33862,-41847,-8340,-103,-410,--,--, 
 经营性应付项目的增加(万元),21128,-719,5734,-2314,-7527,10767,-6003,1047,17429,38943,371,1915,97,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 其他(万元),-7876,-7814,-7590,1541,-624,-385,787,--,--,--,--,0,-196,--,--, 
 经营活动产生现金流量净额(万元),11386,-28134,-7197,-2577,7234,5366,17618,2923,-14504,829,-1911,3234,4054,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 现金的期末余额(万元),16264,16386,37892,19507,13725,11896,11820,22189,15251,24461,10050,17427,6889,3261,2338, 
 现金的期初余额(万元),16386,37892,19507,13725,11896,11820,22189,15251,24461,10050,17427,6889,3261,2338,3233, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 现金及现金等价物的净增加额(万元),-122,-21506,18385,5782,1830,76,-10369,6938,-9211,14412,-7377,10538,3628,924,-895, 

