 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),103592,108388,88522,74942,81793,79005, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),5928,6367,5458,4393,3191,2769, 
 收到的其他与经营活动有关的现金(万元),3765,494,540,298,243,301, 
 经营活动现金流入小计(万元),113285,115249,94520,79634,85227,82076, 
 购买商品、接受劳务支付的现金(万元),67914,72029,55726,45576,51770,52237, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),23565,22004,17082,15435,15105,13885, 
 支付的各项税费(万元),4192,4941,6021,3455,3521,2519, 
 支付的其他与经营活动有关的现金(万元),11136,9959,8123,6694,6738,5396, 
 经营活动现金流出小计(万元),106806,108934,86950,71161,77134,74036, 
 经营活动产生的现金流量净额(万元),6478,6315,7570,8473,8093,8039, 
 收回投资所收到的现金(万元),96886,--,--,160,--,--, 
 取得投资收益所收到的现金(万元),382,179,30,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),46,222,98,1364,55,74, 
 处置子公司及其他营业单位收到的现金净额(万元),--,632,3411,12748,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,979,1314,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),97314,1033,3539,15251,1369,74, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),15544,6132,6449,3749,1789,4163, 
 投资所支付的现金(万元),120350,--,705,--,160,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),676,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,204,613,814, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),136570,6132,7154,3953,2562,4976, 
 投资活动产生的现金流量净额(万元),-39256,-5099,-3615,11298,-1193,-4902, 
 吸收投资收到的现金(万元),--,38356,--,4000,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),25012,31375,22413,34098,44377,30600, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,848,--,--, 
 筹资活动现金流入小计(万元),25012,69731,22413,38947,44377,30600, 
 偿还债务支付的现金(万元),25415,29482,22307,46739,31042,33819, 
 分配股利、利润或偿付利息所支付的现金(万元),3125,667,6669,3194,20772,989, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,79,--,--, 
 支付其他与筹资活动有关的现金(万元),1525,269,377,--,--,850, 
 筹资活动现金流出小计(万元),30065,30418,29353,49934,51814,35658, 
 筹资活动产生的现金流量净额(万元),-5054,39313,-6940,-10987,-7437,-5058, 
 汇率变动对现金及现金等价物的影响(万元),-242,157,-59,15,-72,-65, 
 现金及现金等价物净增加额(万元),-38073,40686,-3044,8799,-609,-1986, 
 加:期初现金及现金等价物余额(万元),53864,13178,16222,7423,8032,10018, 
 期末现金及现金等价物余额(万元),15791,53864,13178,16222,7423,8032, 
 净利润(万元),3984,7785,7120,12686,2697,--, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),-345,767,1207,788,366,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2081,1909,1510,1742,1877,--, 
 无形资产摊销(万元),286,209,228,281,316,--, 
 长期待摊费用摊销(万元),34,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-4,55,75,368,1,--, 
 固定资产报废损失(万元),67,--,--,--,--,--, 
 公允价值变动损失(万元),50,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),828,551,634,1373,1416,--, 
 投资损失(万元),-485,-179,675,-10456,1035,--, 
 递延所得税资产减少(万元),-149,37,-22,49,56,--, 
 递延所得税负债增加(万元),-22,--,--,--,--,--, 
 存货的减少(万元),1506,-2787,-4971,-88,233,--, 
 经营性应收项目的减少(万元),1540,-6968,-304,-1019,3457,--, 
 经营性应付项目的增加(万元),-2893,4936,1416,2748,-3362,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),0,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),6478,6315,7570,8473,8093,--, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),15791,53864,13178,16222,7423,8032, 
 现金的期初余额(万元),53864,13178,16222,7423,8032,10018, 
 现金等价物的期末余额(万元),0,--,--,--,--,--, 
 现金等价物的期初余额(万元),0,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-38073,40686,-3044,8799,-609,-1986, 

