 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),103372,67061,66030,71595,86269,82653,75847,77669,67020,53821,46344, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),34,17,181,29,16,48,21,27,39,8,18, 
 收到的其他与经营活动有关的现金(万元),8966,9286,10080,10155,3922,3884,1807,2943,2067,1427,627, 
 经营活动现金流入小计(万元),112372,76364,76291,81779,90207,86585,77675,80639,69125,55255,46989, 
 购买商品、接受劳务支付的现金(万元),50401,46145,30646,30313,53522,47171,47630,58844,50046,34955,33031, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10834,8260,9864,11000,9012,7988,6792,5738,5373,3798,3297, 
 支付的各项税费(万元),8968,8501,10129,12346,8767,9236,6428,4467,3061,4990,4447, 
 支付的其他与经营活动有关的现金(万元),17819,6995,10550,8539,11481,5160,3812,1531,3588,1732,1282, 
 经营活动现金流出小计(万元),88021,69902,61189,62199,82782,69556,64662,70580,62068,45475,42057, 
 经营活动产生的现金流量净额(万元),24350,6462,15103,19580,7425,17029,13013,10059,7058,9780,4932, 
 收回投资所收到的现金(万元),65081,75609,88777,83835,98079,43698,1001,--,20,93,--, 
 取得投资收益所收到的现金(万元),501,0,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),294,109,103,84,64,--,37,18,99,50,43, 
 处置子公司及其他营业单位收到的现金净额(万元),167,4770,--,1326,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,338,2641,418,--,1300,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),66043,80825,91522,85663,98143,44998,1038,18,120,143,43, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7407,10233,8049,9985,28638,7812,6005,2296,16185,6720,2262, 
 投资所支付的现金(万元),60872,68696,108498,67725,107558,66230,1098,--,7,76,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),40436,--,4107,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,3000,310,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),108715,78929,120654,80710,136506,74042,7103,2296,16193,6796,2262, 
 投资活动产生的现金流量净额(万元),-42672,1896,-29132,4953,-38363,-29044,-6066,-2277,-16073,-6653,-2219, 
 吸收投资收到的现金(万元),273,--,22211,260,50,--,1200,43964,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,260,50,--,1200,--,--,--,--, 
 取得借款收到的现金(万元),38600,8000,12000,18000,33000,--,--,14200,19495,8100,9000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,400,--,--,--,--,2920,1150,--, 
 筹资活动现金流入小计(万元),38873,8000,34211,18660,33050,0,1200,58164,22415,9250,9000, 
 偿还债务支付的现金(万元),8000,10000,18000,28000,7000,--,1000,31400,9395,9000,9500, 
 分配股利、利润或偿付利息所支付的现金(万元),10129,321,4276,1182,2408,6358,6178,4923,2286,1068,671, 
 其中：子公司支付给少数股东的股利、利润(万元),4655,--,--,--,--,--,--,--,1582,397,--, 
 支付其他与筹资活动有关的现金(万元),1829,60,580,150,400,--,--,2420,1730,976,850, 
 筹资活动现金流出小计(万元),19957,10381,22856,29332,9808,6358,7178,38743,13411,11044,11021, 
