 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),86172,99006,83868,66313,54982,54426,57081,51644,41662,27619, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),6701,8099,5788,6391,5196,3729,4679,4523,3254,2508, 
 收到的其他与经营活动有关的现金(万元),415,675,3845,18207,280,155,798,486,615,139, 
 经营活动现金流入小计(万元),93289,107780,93501,90911,60457,58310,62559,56654,45532,30266, 
 购买商品、接受劳务支付的现金(万元),78776,81146,61906,51163,40766,42722,45924,42606,36988,24563, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),16136,17396,17616,14204,10653,8290,6191,5100,4526,2677, 
 支付的各项税费(万元),743,1084,912,1828,831,984,2461,1446,745,944, 
 支付的其他与经营活动有关的现金(万元),2711,2052,3732,24189,1339,1348,1256,1379,1031,854, 
 经营活动现金流出小计(万元),98366,101678,84166,91384,53589,53343,55833,50531,43289,29037, 
 经营活动产生的现金流量净额(万元),-5077,6102,9336,-473,6868,4967,6726,6122,2242,1229, 
 收回投资所收到的现金(万元),1000,--,1200,7850,3600,--,--,--,1809,--, 
 取得投资收益所收到的现金(万元),153,31,2,6,18,--,--,--,13,10, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),118,98,22,--,1143,4,6,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,563,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),153,--,1476,--,--,--,1140,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1424,129,3262,7856,4761,4,1146,0,1822,10, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1397,1638,6347,6741,11666,9259,12595,8542,6559,803, 
 投资所支付的现金(万元),1000,--,1200,7850,9600,--,--,--,--,1809, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),1994,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),1289,--,132,1293,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),5679,1638,7679,15883,21266,9259,12595,8542,6559,2612, 
 投资活动产生的现金流量净额(万元),-4255,-1509,-4417,-8027,-16505,-9255,-11449,-8542,-4737,-2602, 
 吸收投资收到的现金(万元),1806,--,--,1127,27742,--,--,--,3697,3000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),14613,6283,13410,12518,7541,14500,12800,5000,7544,600, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,100,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),16419,6283,13510,13645,35283,14500,12800,5000,11241,3600, 
 偿还债务支付的现金(万元),8509,12273,13854,4281,19061,12800,5000,7544,600,--, 
 分配股利、利润或偿付利息所支付的现金(万元),465,216,1455,2128,4003,832,539,226,99,33, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,102,--,553,146,354,160,--,--, 
 筹资活动现金流出小计(万元),8974,12489,15411,6409,23617,13778,5893,7930,699,33, 
 筹资活动产生的现金流量净额(万元),7445,-6206,-1901,7236,11666,722,6907,-2930,10542,3567, 
 汇率变动对现金及现金等价物的影响(万元),204,-271,202,176,-52,-112,6,32,0,1, 
 现金及现金等价物净增加额(万元),-1683,-1884,3220,-1088,1977,-3678,2191,-5318,8047,2194, 
 加:期初现金及现金等价物余额(万元),6756,8641,5421,6509,4532,8209,6019,11337,3290,1096, 
 期末现金及现金等价物余额(万元),5073,6756,8641,5421,6509,4532,8209,6019,11337,3290, 
 净利润(万元),-9031,767,43,4248,4087,4048,6200,5554,4488,2995, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),255,35,102,201,73,68,1,-17,189,17, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3420,3150,2912,2854,2220,1578,1103,1029,841,720, 
 无形资产摊销(万元),162,164,160,154,150,147,144,138,65,17, 
 长期待摊费用摊销(万元),10,--,152,16,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),284,36,959,--,-179,14,-5,8,--,0, 
 固定资产报废损失(万元),0,22,0,13,--,--,12,--,--,--, 
 公允价值变动损失(万元),767,-60,--,--,--,--,47,-47,--,0, 
