 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),12238900,10782500,11245800,11245300,11172000,10352800,9745000,9444400,9124000,6492100,4551600, 
 收到再保险业务现金净额(万元),--,21600,76500,--,--,45000,93900,50500,16600,24700,15200, 
 保户储金及投资款净增加额(万元),537600,263900,200200,--,123300,637600,--,--,0,0,586500, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2600,7600,48300,181200,25800,96600,--,--,0,0,--, 
 收到的其他与经营活动有关的现金(万元),78700,105800,63300,75600,42200,37500,30200,59300,22300,13400,11600, 
 经营活动现金流入小计(万元),12857800,11181400,11634100,11502100,11363300,11169500,9869100,9554200,9162900,6530200,5164900, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,--, 
 支付原保险合同赔付款项的现金(万元),8203200,7205900,8216000,7884900,6584800,3788000,2564300,2101200,1298100,1071100,1212800, 
 支付利息、手续费及佣金的现金(万元),1632200,1582100,1337200,1017900,747000,617700,705400,721400,707200,531100,377500, 
 支付保单红利的现金(万元),12600,400,--,--,--,--,--,--,0,0,--, 
 支付给职工以及为职工支付的现金(万元),871400,982500,932900,829500,721300,616300,627200,550400,458100,329700,209100, 
 支付的各项税费(万元),338500,250600,143000,330100,285800,153000,138900,52200,22200,23900,30200, 
 支付的其他与经营活动有关的现金(万元),381200,373400,272000,446000,510800,374000,344000,385400,382100,372800,312500, 
 经营活动现金流出小计(万元),11481000,10394900,10901100,10757200,8858100,5549000,4443900,3949700,3003500,2450200,2142100, 
 经营活动产生的现金流量净额(万元),1376800,786500,733000,744900,2505200,5620500,5425200,5604500,6159400,4080000,3022800, 
 收回投资所收到的现金(万元),15482400,24017700,22357100,27500100,11373700,13167200,5662600,6413500,3983200,3673700,3347700, 
 取得投资收益所收到的现金(万元),3314900,3549600,3137800,3103100,2767100,2424600,1663800,1021900,698000,559000,866700, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),200,40900,300,400,1900,600,700,400,400,600,300, 
 处置子公司及其他营业单位收到的现金净额(万元),900,--,--,--,--,--,--,--,0,0,--, 
 收到的其他与投资活动有关的现金(万元),--,--,4600,--,--,--,--,--,0,0,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),18798400,54375600,36294800,47761000,23345100,21476800,13787800,13443700,16716100,5340700,9850900, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),780600,399400,193200,247500,227800,199500,133900,156700,42100,53400,68800, 
 投资所支付的现金(万元),17761300,24907300,27333100,25929500,17133800,20475100,15156200,15803100,11743100,6732400,8523500, 
 质押贷款净增加额(万元),432700,316900,295200,597600,606200,497500,181100,123500,47400,16000,5600, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,0,0,--, 
 支付的其他与投资活动有关的现金(万元),3800,1300,1000,400,--,--,--,--,0,0,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),19123000,52447100,38926200,43780100,27199500,27188600,21926000,22033100,23888300,7950000,14031200, 
 投资活动产生的现金流量净额(万元),-324600,1928500,-2631400,3980900,-3854400,-5711800,-8138200,-8589400,-7172200,-2609300,-4180300, 
 吸收投资收到的现金(万元),11500,--,--,78300,--,--,5900,1164300,1402600,0,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,0,0,--, 
 发行债券收到的现金(万元),--,--,--,--,400000,--,1000000,500000,0,0,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,0,0,--, 
 筹资活动现金流入小计(万元),11500,702325700,476750000,306774600,453736800,481574000,470319800,135472500,50900600,40912200,38811100, 
 偿还债务支付的现金(万元),--,1000000,501000,--,--,--,--,--,135000,0,--, 
 分配股利、利润或偿付利息所支付的现金(万元),179300,214000,181400,159800,120200,74500,95300,--,600,6500,8800, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,0,0,--, 
 支付其他与筹资活动有关的现金(万元),500,--,--,--,--,--,--,--,0,0,--, 
 筹资活动现金流出小计(万元),1055800,705561900,474856500,311584500,452795400,482126500,467209800,133104800,48408500,41774100,37515700, 
 筹资活动产生的现金流量净额(万元),-1044300,-3236200,1893500,-4809900,941400,-552500,3110000,2367700,2492100,-861900,1295400, 
 汇率变动对现金及现金等价物的影响(万元),11400,-20600,37500,24200,1100,-5800,100,-10100,-3300,-100,-5300, 
 现金及现金等价物净增加额(万元),19300,-541800,32600,-59900,-406700,-649600,397100,-627300,1476000,608700,132600, 
 加:期初现金及现金等价物余额(万元),881200,1423000,1390400,1450300,1857000,2506600,2109500,2736800,1260800,652100,519500, 
 期末现金及现金等价物余额(万元),900500,881200,1423000,1390400,1450300,1857000,2506600,2109500,2736800,1260800,652100, 
 净利润(万元),792300,538400,494300,860200,640700,442400,293400,280000,225000,266100,65100, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),179700,110100,134200,61300,102400,131000,501300,48300,-26900,6600,77500, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),44000,41000,32300,29500,27500,25500,20200,17800,16100,13200,12100, 
 无形资产摊销(万元),19600,15400,14300,10900,8400,4200,2400,2300,2000,2700,2500, 
 长期待摊费用摊销(万元),12700,11500,11200,10300,9600,9500,16000,8900,7600,3700,2500, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,0,0,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),300,-1800,300,500,500,900,2700,500,400,300,700, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),37900,-12400,37300,900,-32400,3100,-50500,122800,15800,-93200,789000, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资损失(万元),-3380300,-3564900,-3401100,-4622300,-3302200,-2608700,-1833600,-1476400,-1068400,-719700,-1024400, 
 递延所得税资产减少(万元),-25600,--,--,35800,-1200,14800,-83400,26600,-2000,-7100,-48400, 
 递延所得税负债增加(万元),--,3200,-16800,--,--,--,--,--,0,0,--, 
 存货的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),4800,35000,25800,132500,-100500,15500,-115400,-83500,-84900,-33000,-39500, 
 经营性应付项目的增加(万元),907700,310700,562800,146800,314100,743800,-2500,-53300,-10600,24800,674400, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),1376800,786500,733000,744900,2505200,5620500,5425200,5604500,6159400,4080000,3022800, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),900500,881200,1423000,1390400,1450300,1857000,2506600,2109500,2736800,1260800,652100, 
 现金的期初余额(万元),881200,1423000,1390400,1450300,1857000,2506600,2109500,2736800,1260800,652100,519500, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,0,0,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,0,0,--, 
 现金及现金等价物的净增加额(万元),19300,-541800,32600,-59900,-406700,-649600,397100,-627300,1476000,608700,132600, 

