 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),71695,51031,55746,61642,53911,53393,43573,45632, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),5869,6183,5116,7450,3018,3555,3512,4528, 
 收到的其他与经营活动有关的现金(万元),1539,1182,1524,1278,586,1029,714,840, 
 经营活动现金流入小计(万元),79103,58396,62386,70370,57515,57978,47799,50999, 
 购买商品、接受劳务支付的现金(万元),49014,30293,31252,36949,33016,28442,31751,26769, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15371,10562,9737,9804,7811,6260,4979,3973, 
 支付的各项税费(万元),4856,4643,5814,6054,4737,4655,3138,3540, 
 支付的其他与经营活动有关的现金(万元),5202,4883,3859,4222,4430,3699,4121,4550, 
 经营活动现金流出小计(万元),74444,50380,50662,57028,49993,43057,43989,38833, 
 经营活动产生的现金流量净额(万元),4660,8015,11724,13342,7522,14921,3811,12167, 
 收回投资所收到的现金(万元),78815,29123,--,497,--,--,--,4500, 
 取得投资收益所收到的现金(万元),130,195,--,--,--,--,193,375, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),139,129,382,500,41,39,89,29, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1200,--,2315,6221,8839,36152,39710,10371, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),80284,29446,2698,7218,8880,36191,39992,15275, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),29959,8622,10884,6156,4614,7544,8172,15971, 
 投资所支付的现金(万元),77301,60034,3500,6965,907,2937,735,12498, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),4514,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),1130,2950,--,--,4504,28722,44223,11373, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),112905,71606,14384,13121,10026,39203,53130,39842, 
 投资活动产生的现金流量净额(万元),-32621,-42159,-11686,-5902,-1146,-3011,-13138,-24568, 
 吸收投资收到的现金(万元),3912,40340,--,--,--,--,150,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,150,--, 
 取得借款收到的现金(万元),66701,22595,8700,3396,26790,43872,42012,27888, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),4900,--,--,--,--,7151,13,1604, 
 筹资活动现金流入小计(万元),75513,62935,8700,3396,26790,51023,42175,29492, 
 偿还债务支付的现金(万元),33028,13792,5000,16296,27355,47644,35071,24012, 
 分配股利、利润或偿付利息所支付的现金(万元),3906,436,265,183,1004,2771,1073,1054, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),178,1589,146,459,--,8173,876,--, 
 筹资活动现金流出小计(万元),37112,15818,5411,16939,28359,58588,37020,25066, 
 筹资活动产生的现金流量净额(万元),38400,47117,3289,-13543,-1569,-7564,5155,4426, 
 汇率变动对现金及现金等价物的影响(万元),-155,-360,332,826,--,--,--,--, 
 现金及现金等价物净增加额(万元),10284,12613,3659,-5277,4807,4345,-4172,-7975, 
 加:期初现金及现金等价物余额(万元),23269,10656,6997,12274,7467,3122,7295,15270, 
 期末现金及现金等价物余额(万元),33553,23269,10656,6997,12274,7467,3122,7295, 
 净利润(万元),10506,4995,8512,8177,7849,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),785,96,771,88,234,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),4492,2899,2881,2768,2394,--,--,--, 
 无形资产摊销(万元),493,342,317,191,200,--,--,--, 
 长期待摊费用摊销(万元),107,132,317,199,197,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),206,-20,463,61,33,--,--,--, 
 固定资产报废损失(万元),595,31,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,26,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),1921,800,268,160,808,--,--,--, 
 投资损失(万元),-2831,48,-189,-319,-6,--,--,--, 
 递延所得税资产减少(万元),-1429,84,-27,-3,-134,--,--,--, 
 递延所得税负债增加(万元),478,61,--,--,--,--,--,--, 
 存货的减少(万元),-7070,-295,1445,1783,-2852,--,--,--, 
 经营性应收项目的减少(万元),-9825,-2335,-3430,7522,-5512,--,--,--, 
 经营性应付项目的增加(万元),6317,1178,396,-7284,4285,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),-86,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),4660,8015,11724,13342,7522,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),33553,23269,10656,6997,12274,7467,3122,7295, 
 现金的期初余额(万元),23269,10656,6997,12274,7467,3122,7295,15270, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),10284,12613,3659,-5277,4807,4345,-4172,-7975, 

