 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),40947,32758,34572,25445,29587,24994,14595, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),400,485,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),921,988,582,361,391,277,78, 
 经营活动现金流入小计(万元),42268,34230,35154,25806,29978,25271,14673, 
 购买商品、接受劳务支付的现金(万元),20262,14913,19695,13446,18753,14444,11732, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6337,5444,3584,3126,3106,2743,1494, 
 支付的各项税费(万元),4361,3839,3626,2911,3691,1812,1250, 
 支付的其他与经营活动有关的现金(万元),1969,2218,1102,546,223,311,284, 
 经营活动现金流出小计(万元),32929,26413,28007,20030,25774,19310,14760, 
 经营活动产生的现金流量净额(万元),9339,7817,7147,5776,4204,5961,-86, 
 收回投资所收到的现金(万元),1245,800,200,--,--,--,--, 
 取得投资收益所收到的现金(万元),12,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),14,234,14,19,1080,0,46, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),5300,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),6572,1034,214,19,1080,0,46, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3243,1143,897,951,1683,4062,1322, 
