 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),18672,20136,12758,13409,13127,11706,9880, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),460,379,699,147,69,102,274, 
 经营活动现金流入小计(万元),19133,20515,13457,13556,13196,11808,10154, 
 购买商品、接受劳务支付的现金(万元),7886,6333,4239,4010,3728,2783,3301, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10387,8558,6851,6313,5387,4973,3899, 
 支付的各项税费(万元),2481,2378,1781,2368,1246,1184,1057, 
 支付的其他与经营活动有关的现金(万元),1596,1568,1516,1473,1195,1280,875, 
 经营活动现金流出小计(万元),22351,18837,14387,14164,11557,10220,9132, 
 经营活动产生的现金流量净额(万元),-3218,1678,-930,-609,1639,1588,1022, 
 收回投资所收到的现金(万元),32500,3360,470,5500,3500,--,4900, 
 取得投资收益所收到的现金(万元),427,29,1,23,16,--,26, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),8,0,106,1,1,0,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,26,64,--,733,253,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),32934,3415,641,5525,4250,253,4926, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),816,300,351,486,142,1338,228, 
 投资所支付的现金(万元),26940,10360,270,5700,3731,7,4910, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),374,74,147,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,159,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),28130,10733,768,6186,3872,1504,5138, 
 投资活动产生的现金流量净额(万元),4804,-7319,-128,-661,378,-1251,-211, 
 吸收投资收到的现金(万元),1762,18556,214,117,1208,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,850,2550,1500,1000,1150,3300, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,159,553,--, 
 筹资活动现金流入小计(万元),1762,19406,2764,1617,2367,1703,3300, 
 偿还债务支付的现金(万元),--,3400,1500,1000,1150,2500,2300, 
 分配股利、利润或偿付利息所支付的现金(万元),1268,207,884,770,926,597,859, 
 其中：子公司支付给少数股东的股利、利润(万元),201,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),277,771,--,--,450,30,--, 
 筹资活动现金流出小计(万元),1545,4378,2384,1770,2526,3127,3159, 
 筹资活动产生的现金流量净额(万元),216,15028,380,-152,-159,-1423,141, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),1803,9387,-678,-1422,1857,-1086,951, 
 加:期初现金及现金等价物余额(万元),11291,1904,2583,4005,2148,3234,2283, 
 期末现金及现金等价物余额(万元),13094,11291,1904,2583,4005,2148,3234, 
 净利润(万元),5929,5220,4192,2621,3190,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),984,771,578,479,237,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),306,245,263,266,327,--,--, 
 无形资产摊销(万元),63,68,57,32,33,--,--, 
 长期待摊费用摊销(万元),33,5,9,10,11,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),5,1,-5,0,-1,--,--, 
 固定资产报废损失(万元),1,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),--,73,97,79,69,--,--, 
 投资损失(万元),-534,-29,-102,-19,-103,--,--, 
 递延所得税资产减少(万元),-183,-142,-67,-126,-56,--,--, 
 递延所得税负债增加(万元),-3,-1,-1,--,--,--,--, 
 存货的减少(万元),--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),-9779,-4294,-7439,-2874,-3782,--,--, 
 经营性应付项目的增加(万元),-479,-242,1488,-1076,1714,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),438,--,--,--,--,--,--, 
