 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),93326,62039,33819,26330,34187,11493,8599,12317,16127,14358,13757, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3260,20,48,--,271,--,79,--,306,--,--, 
 收到的其他与经营活动有关的现金(万元),12424,5696,2220,1909,2373,1102,816,1822,2694,1552,726, 
 经营活动现金流入小计(万元),109010,67755,36086,28239,36831,12595,9493,14139,19127,15910,14483, 
 购买商品、接受劳务支付的现金(万元),80642,65887,52716,24317,11275,30914,23009,12273,10601,12593,9444, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),13279,9497,5764,2073,1795,1857,1363,783,744,453,322, 
 支付的各项税费(万元),7156,6539,2187,4166,2993,2746,922,1635,2151,1108,556, 
 支付的其他与经营活动有关的现金(万元),41272,27782,17440,10928,6893,3647,3245,2713,3597,2208,3903, 
 经营活动现金流出小计(万元),142348,109704,78107,41485,22957,39163,28540,17404,17092,16362,14224, 
 经营活动产生的现金流量净额(万元),-33338,-41949,-42021,-13246,13874,-26568,-19047,-3265,2034,-452,259, 
 收回投资所收到的现金(万元),45,15000,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),325,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),67,0,--,0,--,--,0,0,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,1560,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,0,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),437,16561,0,0,0,0,0,0,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2706,5151,1787,1833,887,2365,6528,568,661,99,97, 
 投资所支付的现金(万元),--,7995,17332,6392,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),171,22182,29271,--,--,--,2650,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),10380,2504,702,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),13257,37831,49093,8225,887,2365,9178,568,661,99,97, 
 投资活动产生的现金流量净额(万元),-12820,-21270,-49093,-8225,-887,-2365,-9178,-568,-661,-99,-97, 
 吸收投资收到的现金(万元),13,2134,123416,1420,695,100,2650,26742,3600,578,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),13,0,2983,--,695,100,--,--,--,--,--, 
 取得借款收到的现金(万元),71994,69418,23346,53361,22697,38006,11417,1500,2000,1910,--, 
 发行债券收到的现金(万元),--,49717,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1389,--,--,--,--,--,--,--,200,200,1391, 
 筹资活动现金流入小计(万元),73396,121270,146762,54781,23392,38106,14067,28242,5800,2688,1391, 
