 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),43249,35944,27692,15158,6640,3159, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),1019,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1419,182,603,28,1,391, 
 经营活动现金流入小计(万元),45687,36126,28295,15186,6640,3550, 
 购买商品、接受劳务支付的现金(万元),35805,25426,20741,11304,5731,2791, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3826,2696,1687,828,340,148, 
 支付的各项税费(万元),1072,778,728,448,136,100, 
 支付的其他与经营活动有关的现金(万元),11154,2291,1954,1194,451,346, 
 经营活动现金流出小计(万元),51856,31190,25110,13774,6658,3386, 
 经营活动产生的现金流量净额(万元),-6169,4936,3185,1413,-17,164, 
 收回投资所收到的现金(万元),--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),687,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),687,0,0,0,0,1, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),15062,7229,9187,4731,1137,181, 
 投资所支付的现金(万元),6309,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),3090,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),24461,7229,9187,4731,1137,181, 
 投资活动产生的现金流量净额(万元),-23775,-7229,-9187,-4731,-1137,-181, 
 吸收投资收到的现金(万元),25727,--,6881,5325,900,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),32360,7506,117,1199,400,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),58086,7506,6998,6524,1300,0, 
 偿还债务支付的现金(万元),8661,2962,--,1599,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),656,1087,641,85,0,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
