 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),538116,460414,468838,455853,390273,371781,321985, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,89,97,160, 
 收到的其他与经营活动有关的现金(万元),99524,86796,15554,17674,13677,14477,44731, 
 经营活动现金流入小计(万元),637640,547210,484392,473528,404039,386355,366876, 
 购买商品、接受劳务支付的现金(万元),401041,316349,282784,312700,270469,261681,231457, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),91746,89702,87765,83696,77219,69706,63375, 
 支付的各项税费(万元),4447,1589,1722,1968,1640,1528,753, 
 支付的其他与经营活动有关的现金(万元),105242,79022,32381,25690,25108,24001,40122, 
 经营活动现金流出小计(万元),602477,486663,404651,424054,374436,356916,335707, 
 经营活动产生的现金流量净额(万元),35163,60547,79740,49474,29603,29439,31169, 
 收回投资所收到的现金(万元),--,--,--,9,842,--,1000, 
 取得投资收益所收到的现金(万元),10156,1588,--,--,20,24,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),193,152,75,120,440,218,370, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,403,--,646, 
 收到的其他与投资活动有关的现金(万元),1044224,129442,2900,3371,2544,2096,5098, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1054573,131182,2975,3500,4248,2338,7114, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),20502,25918,21574,20713,23897,19875,28582, 
 投资所支付的现金(万元),--,--,400,--,200,--,800, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),1058,--,--,--,--,27,--, 
 支付的其他与投资活动有关的现金(万元),1025512,346719,--,--,--,63,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),1047072,372637,21974,20713,24097,19964,29382, 
 投资活动产生的现金流量净额(万元),7501,-241455,-18999,-17213,-19849,-17626,-22269, 
 吸收投资收到的现金(万元),450,230047,700,800,1968,--,19834, 
 其中：子公司吸收少数股东投资收到的现金(万元),450,1202,700,800,--,--,--, 
 取得借款收到的现金(万元),30704,42249,66812,144170,189583,197782,171533, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1792,21,--,--,--,472,3919, 
 筹资活动现金流入小计(万元),32947,272317,67512,144970,191551,198254,195286, 
 偿还债务支付的现金(万元),28034,49365,89062,174044,178203,204588,152519, 
 分配股利、利润或偿付利息所支付的现金(万元),22680,21129,21903,22800,15926,4602,19225, 
 其中：子公司支付给少数股东的股利、利润(万元),534,519,386,320,265,456,389, 
 支付其他与筹资活动有关的现金(万元),1987,102,--,--,--,--,33489, 
 筹资活动现金流出小计(万元),52700,70596,110966,196844,194129,209189,205233, 
 筹资活动产生的现金流量净额(万元),-19754,201722,-43454,-51874,-2578,-10935,-9946, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),22910,20814,17287,-19613,7176,878,-1046, 
 加:期初现金及现金等价物余额(万元),57281,36467,19180,38726,31550,30672,31718, 
 期末现金及现金等价物余额(万元),80191,57281,36467,19112,38726,31550,30672, 
 净利润(万元),61361,56183,50903,49109,49221,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),348,159,201,326,261,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),17566,16133,15097,13910,12742,--,--, 
 无形资产摊销(万元),530,397,273,203,165,--,--, 
 长期待摊费用摊销(万元),439,490,540,365,129,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-9,-9,10,-15,43,--,--, 
 固定资产报废损失(万元),61,163,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),810,610,1517,2480,2861,--,--, 
 投资损失(万元),-10156,-1587,--,0,-42,--,--, 
 递延所得税资产减少(万元),-2,-1,-0,-4,0,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),-25489,-10045,12185,-9940,-29995,--,--, 
 经营性应收项目的减少(万元),-2914,-3298,1601,-5363,-2287,--,--, 
 经营性应付项目的增加(万元),-7382,1353,-2585,-1596,-3495,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),35163,60547,79740,49474,29603,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),80191,57281,36467,19112,38726,31550,30672, 
 现金的期初余额(万元),57281,36467,19180,38726,31550,30672,31718, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),22910,20814,17287,-19613,7176,878,-1046, 

