 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),165591,104854,74682,50660,44339, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1396,328,576,493,602, 
 经营活动现金流入小计(万元),166988,105181,75257,51153,44940, 
 购买商品、接受劳务支付的现金(万元),96142,61945,37873,31214,21790, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),35344,31997,19821,14647,14033, 
 支付的各项税费(万元),11508,5241,3825,3065,2131, 
 支付的其他与经营活动有关的现金(万元),6093,7877,6264,5218,3274, 
 经营活动现金流出小计(万元),149087,107060,67782,54144,41228, 
 经营活动产生的现金流量净额(万元),17901,-1879,7475,-2991,3712, 
 收回投资所收到的现金(万元),28700,12700,12000,14264,7500, 
 取得投资收益所收到的现金(万元),117,35,92,158,17, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,93,1,311,55, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,5,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,469,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),28819,12829,12093,15207,7572, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1995,4602,9407,5444,1697, 
 投资所支付的现金(万元),28700,12700,16279,9500,12264, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,235,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),30695,17302,25686,15179,13961, 
 投资活动产生的现金流量净额(万元),-1876,-4474,-13593,28,-6389, 
 吸收投资收到的现金(万元),62628,--,1680,12719,6900, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),34970,22500,8500,4000,9864, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--, 
 筹资活动现金流入小计(万元),97598,22500,10180,16719,16764, 
 偿还债务支付的现金(万元),28970,27000,4000,5576,11966, 
 分配股利、利润或偿付利息所支付的现金(万元),1058,739,301,215,375, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),898,--,--,--,--, 
 筹资活动现金流出小计(万元),30926,27739,4301,5790,12342, 
 筹资活动产生的现金流量净额(万元),66672,-5239,5879,10929,4423, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--, 
 现金及现金等价物净增加额(万元),82697,-11591,-239,7966,1745, 
 加:期初现金及现金等价物余额(万元),6199,17790,18029,10063,8317, 
 期末现金及现金等价物余额(万元),88895,6199,17790,18029,10063, 
 净利润(万元),14581,11758,10436,6555,4989, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),2743,4470,2292,2201,1417, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1643,1367,902,678,599, 
 无形资产摊销(万元),4,2,1,1,3, 
 长期待摊费用摊销(万元),98,78,29,29,5, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-0,--,-219,21, 
 固定资产报废损失(万元),2,9,3,41,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),1091,739,301,145,376, 
 投资损失(万元),-907,-791,-601,-163,-17, 
 递延所得税资产减少(万元),-406,-670,-322,-361,-212, 
 递延所得税负债增加(万元),--,--,--,--,--, 
 存货的减少(万元),-6539,-14712,-3150,4586,-2963, 
 经营性应收项目的减少(万元),-25730,-46682,-29848,-23235,-16025, 
 经营性应付项目的增加(万元),31320,42556,27430,6204,15667, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,--,546,-147, 
 经营活动产生现金流量净额(万元),17901,-1879,7475,-2991,3712, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),88895,6199,17790,18029,10063, 
 现金的期初余额(万元),6199,17790,18029,10063,8317, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),82697,-11591,-239,7966,1745, 

