 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),75754,52849,38633,39058,30250,25328,19106,19020, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1245,2234,1895,2305,872,845,551,416, 
 收到的其他与经营活动有关的现金(万元),1164,637,845,662,511,582,800,160, 
 经营活动现金流入小计(万元),78164,55719,41373,42025,31633,26756,20456,19596, 
 购买商品、接受劳务支付的现金(万元),43164,27589,16382,25190,16835,14813,10358,11925, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12038,8529,6188,4616,3558,2612,1974,1207, 
 支付的各项税费(万元),5129,6131,5500,3733,3189,2171,2555,1729, 
 支付的其他与经营活动有关的现金(万元),6673,4823,3276,2053,1370,1364,1264,1299, 
 经营活动现金流出小计(万元),67003,47073,31347,35592,24953,20960,16151,16160, 
 经营活动产生的现金流量净额(万元),11161,8647,10026,6433,6681,5796,4306,3436, 
 收回投资所收到的现金(万元),111699,82702,175026,--,--,--,--,98, 
 取得投资收益所收到的现金(万元),--,621,520,277,--,11,18,21, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),51,518,59,5,17,8,2,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),300,880,150,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),112049,84721,175754,282,17,19,20,119, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),18716,8485,8318,8691,6877,3394,2864,6643, 
 投资所支付的现金(万元),140408,77549,180306,17460,--,--,13,68, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),2390,1739,6916,--,--,--,--,47, 
 支付的其他与投资活动有关的现金(万元),--,--,1180,1100,42,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),161513,87774,196720,27251,6919,3394,2877,6758, 
 投资活动产生的现金流量净额(万元),-49464,-3053,-20966,-26969,-6902,-3375,-2857,-6639, 
 吸收投资收到的现金(万元),41423,--,17300,28410,--,90,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),3436,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),22768,3035,--,--,6600,3303,4654,1749, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,16,--,--,--,--, 
 筹资活动现金流入小计(万元),64191,3035,17300,28426,6600,3393,4654,1749, 
 偿还债务支付的现金(万元),14155,2225,--,5800,4180,3447,2379,1500, 
 分配股利、利润或偿付利息所支付的现金(万元),3063,2643,1756,2180,1161,1404,1836,408, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),10,143,1169,1076,80,--,276,--, 
 筹资活动现金流出小计(万元),17227,5010,2925,9056,5421,4851,4491,1908, 
 筹资活动产生的现金流量净额(万元),46964,-1975,14375,19371,1179,-1458,163,-159, 
 汇率变动对现金及现金等价物的影响(万元),429,-620,140,185,-11,-101,-30,32, 
 现金及现金等价物净增加额(万元),9090,2999,3576,-981,946,862,1581,-3329, 
 加:期初现金及现金等价物余额(万元),10772,7773,4197,5178,4231,3370,1789,5117, 
 期末现金及现金等价物余额(万元),19861,10772,7773,4197,5178,4231,3370,1789, 
 净利润(万元),13688,12525,11561,8628,6788,5726,4403,3317, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),208,280,9,133,10,19,56,24, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3724,3314,2469,1545,1191,862,391,230, 
 无形资产摊销(万元),986,499,166,114,90,85,73,43, 
 长期待摊费用摊销(万元),150,82,75,49,31,27,13,24, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
