 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),27900,26673,20425,17992,17086,8929, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),188,135,75,--,--,--, 
 收到的其他与经营活动有关的现金(万元),339,253,132,266,176,99, 
 经营活动现金流入小计(万元),28427,27062,20633,18258,17262,9028, 
 购买商品、接受劳务支付的现金(万元),12318,13926,9384,7101,7903,4438, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5753,3617,2269,1896,1320,564, 
 支付的各项税费(万元),2645,2675,2563,2446,2479,1182, 
 支付的其他与经营活动有关的现金(万元),5289,2522,2586,1248,1195,761, 
 经营活动现金流出小计(万元),26005,22739,16801,12691,12897,6945, 
 经营活动产生的现金流量净额(万元),2422,4322,3832,5567,4365,2084, 
 收回投资所收到的现金(万元),72352,48876,67267,50608,17864,28585, 
 取得投资收益所收到的现金(万元),365,416,348,217,76,88, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,--,92,17,6,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,0,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),72723,49292,67707,50842,17946,28673, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2136,1861,2091,286,296,740, 
 投资所支付的现金(万元),76895,50056,67621,56742,20566,28880, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),440,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),407,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),79878,51917,69712,57028,20861,29620, 
 投资活动产生的现金流量净额(万元),-7155,-2625,-2005,-6186,-2915,-947, 
 吸收投资收到的现金(万元),536,26404,500,2600,--,630, 
 其中：子公司吸收少数股东投资收到的现金(万元),525,--,500,200,--,--, 
 取得借款收到的现金(万元),2100,--,300,--,600,5, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),271,785,442,1179,273,--, 
 筹资活动现金流入小计(万元),2907,27189,1242,3779,873,635, 
 偿还债务支付的现金(万元),200,300,--,300,305,144, 
 分配股利、利润或偿付利息所支付的现金(万元),3111,2014,2503,1611,1403,2601, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),800,1285,682,442,459,273, 
 筹资活动现金流出小计(万元),4112,3599,3185,2353,2166,3018, 
 筹资活动产生的现金流量净额(万元),-1205,23590,-1943,1426,-1293,-2384, 
 汇率变动对现金及现金等价物的影响(万元),124,7,17,9,-0,-1, 
 现金及现金等价物净增加额(万元),-5814,25294,-99,817,156,-1248, 
 加:期初现金及现金等价物余额(万元),26575,1280,1380,563,407,1654, 
 期末现金及现金等价物余额(万元),20761,26575,1280,1380,563,407, 
 净利润(万元),3549,6026,5356,3524,5607,--, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),77,72,22,221,34,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),416,262,129,130,93,--, 
 无形资产摊销(万元),91,26,9,8,2,--, 
 长期待摊费用摊销(万元),179,247,24,105,84,--, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-0,--,66,24,-4,--, 
 固定资产报废损失(万元),0,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,-3,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),-49,14,-13,1,3,--, 
 投资损失(万元),-454,-416,-348,-217,-76,--, 
 递延所得税资产减少(万元),-8,-5,31,-33,-5,--, 
 递延所得税负债增加(万元),-3,--,--,--,--,--, 
 存货的减少(万元),-547,-652,-822,194,-732,--, 
 经营性应收项目的减少(万元),1088,-2269,-1284,1071,-1689,--, 
 经营性应付项目的增加(万元),-1919,1017,665,-517,1048,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,--,1056,--,--, 
