 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),1013391,970507,997123,919048,814332,833397,785562,809364,699711,577128,557963,549499,411732,226920, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到的其他与经营活动有关的现金(万元),4399,8524,5463,8136,2072,3344,2199,2990,2955,1875,3932,2281,1375,2539, 
 经营活动现金流入小计(万元),1017790,979032,1002586,927184,816404,836741,787760,812355,702666,579003,561895,551780,413107,229459, 
 购买商品、接受劳务支付的现金(万元),182754,225069,243747,279603,319663,349698,305493,281854,228303,269113,169574,127017,78107,42480, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),99126,91251,83876,81879,59468,53321,48815,43553,38236,35863,31933,25157,21356,15609, 
 支付的各项税费(万元),146205,131964,111009,107861,117937,119294,108423,96230,90819,90280,78933,77340,59260,34461, 
