 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),238834,223288,239551,203951,198352,149322,110106, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),2099,1499,1740,856,1011,1061,1126, 
 收到的其他与经营活动有关的现金(万元),20474,24927,13622,14181,5498,5160,2523, 
 经营活动现金流入小计(万元),261407,249714,254913,218989,204861,155543,113755, 
 购买商品、接受劳务支付的现金(万元),184442,190128,144691,145612,142153,118045,68229, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),14272,11366,9926,10135,8926,8085,6888, 
 支付的各项税费(万元),13019,21534,16540,15074,13603,8686,8144, 
 支付的其他与经营活动有关的现金(万元),34275,32261,33088,26813,20980,15020,15988, 
 经营活动现金流出小计(万元),246008,255289,204246,197635,185662,149837,99249, 
 经营活动产生的现金流量净额(万元),15399,-5575,50668,21354,19199,5706,14506, 
 收回投资所收到的现金(万元),20000,30000,--,--,10,1469,--, 
 取得投资收益所收到的现金(万元),122,333,12,12,11,10,8, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),229,157,6,17,1,8,18, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,65, 
