 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),41505,32606,37146,23311,18837,15916,10415,9823,6577,4747, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2663,3113,3258,2347,2425,1880,1457,1281,596,478, 
 收到的其他与经营活动有关的现金(万元),4489,2942,5543,2115,1293,957,466,1928,3245,1792, 
 经营活动现金流入小计(万元),48657,38661,45948,27773,22555,18753,12337,13032,10417,7017, 
 购买商品、接受劳务支付的现金(万元),12184,6000,4860,2204,410,280,345,710,412,70, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10802,9718,10277,8325,8295,7812,6267,4596,2973,2370, 
 支付的各项税费(万元),4983,4876,6711,4206,3861,3368,2389,2219,1422,688, 
 支付的其他与经营活动有关的现金(万元),8024,7149,9360,6480,4120,5702,5250,4162,3799,2577, 
 经营活动现金流出小计(万元),35992,27744,31208,21215,16687,17163,14251,11688,8606,5705, 
 经营活动产生的现金流量净额(万元),12666,10917,14739,6558,5868,1590,-1915,1345,1812,1311, 
 收回投资所收到的现金(万元),--,--,1410,--,--,--,--,--,--,--, 
