 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),333609,281796,203666,149393,126079,132450, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),230,297,346,172,764,1289, 
 收到的其他与经营活动有关的现金(万元),22730,9020,19294,9145,14373,11837, 
 经营活动现金流入小计(万元),356569,291113,223305,158710,141217,145576, 
 购买商品、接受劳务支付的现金(万元),213738,169284,131370,87961,84580,94399, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),35902,29297,24355,21685,19882,16573, 
 支付的各项税费(万元),26702,27984,22880,19917,11473,7554, 
 支付的其他与经营活动有关的现金(万元),52691,27526,21819,14217,15058,18264, 
 经营活动现金流出小计(万元),329034,254091,200423,143780,130993,136791, 
 经营活动产生的现金流量净额(万元),27535,37022,22882,14930,10224,8785, 
 收回投资所收到的现金(万元),3700,1540,4710,1900,8350,6700, 
 取得投资收益所收到的现金(万元),--,105,80,157,32,7, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),445,501,369,149,870,149, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),4145,2146,5159,2207,9252,6855, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),20187,19839,9985,5271,8745,14362, 
 投资所支付的现金(万元),26900,700,50,5262,9230,11600, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),47087,20539,10035,10533,17975,25962, 
 投资活动产生的现金流量净额(万元),-42942,-18393,-4876,-8326,-8723,-19106, 
 吸收投资收到的现金(万元),--,112406,--,6334,1100,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),30000,12570,27863,36260,66280,60652, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),30000,124976,27863,42594,67380,60652, 
 偿还债务支付的现金(万元),12170,21570,35058,42458,58271,49153, 
 分配股利、利润或偿付利息所支付的现金(万元),4227,1309,1510,3881,4370,3585, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,1049,451,--, 
 筹资活动现金流出小计(万元),16397,22879,36568,47389,63092,52738, 
 筹资活动产生的现金流量净额(万元),13603,102097,-8705,-4795,4288,7914, 
 汇率变动对现金及现金等价物的影响(万元),1,-16,21,24,7,-136, 
 现金及现金等价物净增加额(万元),-1802,120710,9322,1832,5795,-2543, 
 加:期初现金及现金等价物余额(万元),148215,27505,18183,16351,10555,13098, 
 期末现金及现金等价物余额(万元),146412,148215,27505,18183,16351,10555, 
 净利润(万元),36238,30172,23300,11574,7695,6393, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),3359,2213,991,-334,266,463, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),6274,6647,5957,5852,5789,5815, 
 无形资产摊销(万元),467,419,490,480,769,--, 
 长期待摊费用摊销(万元),280,38,41,56,93,--, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),198,625,104,133,222,--, 
 固定资产报废损失(万元),--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),1166,1325,1488,2352,3373,2519, 
 投资损失(万元),--,-105,-80,-157,-32,--, 
 递延所得税资产减少(万元),-708,-406,-289,41,162,--, 
 递延所得税负债增加(万元),-5,-5,-16,8,45,--, 
 存货的减少(万元),-17818,-4686,4589,-1793,-6803,-5953, 
 经营性应收项目的减少(万元),-30634,-14489,-23842,-7684,-9183,-1933, 
 经营性应付项目的增加(万元),29341,15272,10149,1944,7827,1429, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),-624,--,--,2457,--,53, 
 经营活动产生现金流量净额(万元),27535,37022,22882,14930,10224,8785, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),146412,148215,27505,18183,16351,10555, 
 现金的期初余额(万元),148215,27505,18183,16351,10555,13098, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-1802,120710,9322,1832,5795,-2543, 

