 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--, 
 客户存款和同业存放款项净增加额(万元),4293188,3995694,2764475,1927539,665811,2577705,3690597, 
 向中央银行借款净增加额(万元,44334,--,--,--,--,--,2000, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),1403687,1386009,1307395,1478545,1471881,1189888,950618, 
 拆入资金净增加额(万元),50602,--,--,--,348144,--,715638, 
 回购业务资金净增加额(万元),--,1404795,702602,--,1950159,--,1198647, 
 收到的税费返还(万元),--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),44325,11201,10900,32727,46440,9430,21855, 
 经营活动现金流入小计(万元),6681025,7148433,4785372,4462699,4960163,3777023,6579355, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--, 
 客户贷款及垫款净增加额(万元),3816040,1339564,525296,1003309,1425770,1656540,1370770, 
 存放中央银行和同业款项净增加额(万元),--,455601,1615581,--,58188,238244,1219560, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),578834,510775,490898,548389,541266,463731,343702, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),178135,165421,162810,151374,131690,108744,93189, 
 支付的各项税费(万元),120525,143482,158096,157776,210878,142959,133366, 
 支付的其他与经营活动有关的现金(万元),107056,170768,100707,68412,62259,94573,54745, 
 经营活动现金流出小计(万元),7871033,2887723,3450708,3631536,2442934,3540597,4057578, 
 经营活动产生的现金流量净额(万元),-1190008,4260709,1334664,831163,2517229,236426,2521777, 
 收回投资所收到的现金(万元),17690006,11084300,11497185,5604894,4822805,2772854,1904259, 
 取得投资收益所收到的现金(万元),410923,166058,60207,51818,39549,27156,12573, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),78,2044,1397,37,1435,638,969, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),18101007,11252401,11558789,5656750,4863789,2800647,1917800, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),13525,8652,4115,9146,24236,26061,19196, 
 投资所支付的现金(万元),22804598,15236045,15899419,6327991,6730900,4576419,2907070, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),22818123,15244697,15903534,6337137,6755137,4602480,2926266, 
 投资活动产生的现金流量净额(万元),-4717116,-3992296,-4344745,-680388,-1891348,-1801834,-1008467, 
 吸收投资收到的现金(万元),244028,--,--,--,--,3800,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),20280820,16042211,4855840,3335278,494998,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),20524849,16042211,4855840,3335278,494998,3800,0, 
 偿还债务支付的现金(万元),16822000,14426000,4408000,1960000,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),127049,106411,125515,94599,90318,75047,74995, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),16949049,14532411,4533515,2054599,90318,75047,74995, 
 筹资活动产生的现金流量净额(万元),3575800,1509800,322326,1280679,404680,-71247,-74995, 
 汇率变动对现金及现金等价物的影响(万元),3251,-1416,3956,2115,42,-4414,-489, 
 现金及现金等价物净增加额(万元),-2328073,1776797,-2683799,1433569,1030602,-1641069,1437826, 
 加:期初现金及现金等价物余额(万元),6013411,4236614,6920413,5486843,4456242,6097310,4659484, 
 期末现金及现金等价物余额(万元),3685338,6013411,4236614,6920413,5486843,4456242,6097310, 
 净利润(万元),465353,391282,258306,282118,355235,297289,254161, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),343059,220954,261991,250783,133336,61687,35878, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),11981,13923,14843,14937,14176,12979,10074, 
 无形资产摊销(万元),648,618,803,836,836,820,819, 
 长期待摊费用摊销(万元),2889,3270,3215,3989,3729,3219,1609, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-1821,-1046,-16531,-38,22,-944, 
 固定资产报废损失(万元),151,--,--,--,--,--,--, 
 公允价值变动损失(万元),348,-871,1500,-943,-1262,1080,-0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),277772,150571,62691,64936,23284,16708,16873, 
 投资损失(万元),-664726,-169364,-62363,-63206,-48652,-28749,-13056, 
 递延所得税资产减少(万元),-66948,-15011,-41100,-24815,-44976,-11384,-11187, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),-2996020,-1632054,-2464084,-158047,-1016279,-1975732,-3465848, 
 经营性应付项目的增加(万元),1442471,5307183,3311558,486855,3100861,1860231,5694946, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-1190008,4260709,1334664,831163,2517229,236426,2521777, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),3685338,6013411,4236614,6920413,5486843,107737,138229, 
 现金的期初余额(万元),6013411,4236614,6920413,5486843,4456242,138229,88662, 
 现金等价物的期末余额(万元),--,--,--,--,--,4348504,5959081, 
 现金等价物的期初余额(万元),--,--,--,--,--,5959081,4570822, 
 现金及现金等价物的净增加额(万元),-2328073,1776797,-2683799,1433569,1030602,-1641069,1437826, 

