 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),72311,57804,46965,48069,38727, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),108,--,--,--,0, 
 收到的其他与经营活动有关的现金(万元),2630,1807,757,161,351, 
 经营活动现金流入小计(万元),75049,59611,47722,48230,39078, 
 购买商品、接受劳务支付的现金(万元),38043,29936,30031,29464,28326, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11166,7619,5302,3646,2877, 
 支付的各项税费(万元),8942,9172,5081,2672,1814, 
 支付的其他与经营活动有关的现金(万元),6102,4660,3590,3331,3729, 
 经营活动现金流出小计(万元),64253,51387,44003,39113,36745, 
 经营活动产生的现金流量净额(万元),10796,8224,3719,9117,2333, 
 收回投资所收到的现金(万元),6000,2000,--,2824,325, 
 取得投资收益所收到的现金(万元),103,14,4,85,43, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),54,32,121,--,6, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,400,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),6158,2445,125,2909,373, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),11766,8652,3191,1134,449, 
 投资所支付的现金(万元),5800,4000,1000,4560,677, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,100,--, 
 支付的其他与投资活动有关的现金(万元),400,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),17966,12652,4191,5794,1126, 
 投资活动产生的现金流量净额(万元),-11809,-10207,-4065,-2885,-753, 
 吸收投资收到的现金(万元),--,20446,--,188,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,103,--, 
 取得借款收到的现金(万元),5900,12197,10150,6800,7610, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),7447,200,--,1000,1710, 
 筹资活动现金流入小计(万元),13347,32843,10150,7988,9320, 
 偿还债务支付的现金(万元),5911,16227,5460,7500,8050, 
 分配股利、利润或偿付利息所支付的现金(万元),2951,588,1549,654,357, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),4064,2238,--,8043,370, 
 筹资活动现金流出小计(万元),12926,19053,7009,16196,8777, 
 筹资活动产生的现金流量净额(万元),420,13791,3141,-8208,543, 
 汇率变动对现金及现金等价物的影响(万元),-1,0,0,0,0, 
 现金及现金等价物净增加额(万元),-594,11808,2795,-1976,2124, 
 加:期初现金及现金等价物余额(万元),15443,3635,841,2817,693, 
 期末现金及现金等价物余额(万元),14849,15443,3635,841,2817, 
 净利润(万元),17134,14154,10497,6483,2993, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),6281,1834,475,491,164, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),882,628,451,300,236, 
 无形资产摊销(万元),163,44,3,--,--, 
 长期待摊费用摊销(万元),289,311,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),44,6,61,16,6, 
 固定资产报废损失(万元),--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,8, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),502,588,470,654,357, 
 投资损失(万元),-2091,-249,-54,-42,-40, 
 递延所得税资产减少(万元),-938,-164,-73,-74,-25, 
 递延所得税负债增加(万元),--,--,--,--,--, 
 存货的减少(万元),-216,-3894,-6003,-3171,-1201, 
 经营性应收项目的减少(万元),-21477,-18494,-10457,260,234, 
 经营性应付项目的增加(万元),10223,12478,8349,4201,-399, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,981,--,--,--, 
 经营活动产生现金流量净额(万元),10796,8224,3719,9117,2333, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),14849,15443,3635,841,2817, 
 现金的期初余额(万元),15443,3635,841,2817,693, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-594,11808,2795,-1976,2124, 

