 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,0,--,0,--,--,--,0, 
 客户存款和同业存放款项净增加额(万元),17993700,6998400,8500500,17657900,8643800,19358858,17268716,16947544,14034240,12035528,7091525,3289448,3139854,2752849,3024428, 
 向中央银行借款净增加额(万元,1061200,1047900,3298600,--,2011500,--,--,--,0,--,0,--,--,--,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 处置交易性金融资产净增加额(万元),--,--,--,299800,8600,632052,145191,1145054,0,517215,0,--,--,--,0, 
 收取利息、手续费及佣金的现金(万元),7830100,7193000,6614500,6585600,6267100,5084295,4694026,3215702,1935346,1459059,1517676,1012672,717798,580227,522357, 
 拆入资金净增加额(万元),918100,--,83100,146700,3186000,--,--,3672597,5064917,--,0,166362,66814,--,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,0,--,0,--,409625,--,535352, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,0,--,0,--,--,--,0, 
 收到的其他与经营活动有关的现金(万元),2211100,826800,1360300,1246200,1198800,164702,44137,354408,18694,204330,17183,578032,520537,153810,641961, 
 经营活动现金流入小计(万元),32475600,26607500,24571500,25936200,28072900,24607854,22006879,27544563,21053196,14800282,8626385,7670393,4869755,3486887,4746736, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,0,--,0,--,--,--,0, 
 客户贷款及垫款净增加额(万元),19786400,18189200,12773800,10123900,9052000,9165607,9130000,7087646,6133609,8044425,3606620,2811482,1813491,316608,1813233, 
 存放中央银行和同业款项净增加额(万元),--,--,3445900,2695600,1203500,6762742,1690163,4331010,4502565,1274603,435858,1717572,169146,633920,330754, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 支付利息、手续费及佣金的现金(万元),4014900,3394600,3127400,3900000,3750700,2804937,2649349,1609709,759339,570313,679106,476760,343590,294644,234399, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 支付给职工以及为职工支付的现金(万元),634100,589100,543300,443400,396000,345042,273065,213616,191071,150988,121141,74054,82873,52926,56726, 
 支付的各项税费(万元),1061500,1091100,903700,828100,751300,615042,543602,354263,298792,304816,147189,158345,85753,64050,33592, 
 支付的其他与经营活动有关的现金(万元),1105400,907800,2265700,442700,470700,363328,455280,323291,219370,133866,260422,513547,72427,500032,105526, 
 经营活动现金流出小计(万元),28758900,25353000,25100800,22294300,15624200,22523634,22443452,20588995,17668872,11301222,8612114,5751759,2797737,2926914,2724223, 
 经营活动产生的现金流量净额(万元),3716700,1254500,-529300,3641900,12448700,2084220,-436573,6955568,3384324,3499061,14270,1918634,2072018,559973,2022513, 
 收回投资所收到的现金(万元),35275200,21686100,21287600,28633100,35639600,10690847,14894322,7978498,27838767,15940473,13629978,2956435,2341810,783949,647411, 
 取得投资收益所收到的现金(万元),3966400,3189800,2053000,1887000,1433600,1082158,798503,508088,422608,350052,386904,222406,206025,139247,105860, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1100,4700,12300,100,--,146,5,20333,104,169,100,167,--,--,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,0,--,0,--,--,--,0, 
 收到的其他与投资活动有关的现金(万元),9200,9900,10600,7600,7100,23944,--,--,0,--,0,--,4505,1953,513, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 投资活动现金流入小计(万元),39251900,24890500,23363500,30527800,37080300,11797095,15692829,8506919,28261479,16290694,14016982,3179008,2552340,925149,753784, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),703400,547000,410600,306500,271300,362645,302703,134346,88558,73636,94314,46903,56120,49044,61110, 
 投资所支付的现金(万元),39731600,37136800,42772100,34709900,42262900,13290778,20860423,11548863,31451001,18991247,12962048,4345962,4766882,2111028,1598318, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 取得子公司及其他营业单位支付的现金净额(万元),18600,20000,--,--,--,10000,10000,12500,88180,--,0,--,--,--,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,200,--,--,0,--,0,--,--,--,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 投资活动现金流出小计(万元),40453600,37703800,43182700,35016400,42534200,13663624,21173126,11695709,31627739,19064882,13056362,4392865,4823001,2160071,1659428, 
 投资活动产生的现金流量净额(万元),-1201700,-12813300,-19819200,-4488600,-5453900,-1866529,-5480297,-3188790,-3366260,-2774188,960620,-1213857,-2270662,-1234922,-905644, 
 吸收投资收到的现金(万元),--,2063900,1434800,487200,2500,110400,1470,3000,0,--,2000,1468511,--,279526,87778, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,0,--,0,--,--,--,0, 
 发行债券收到的现金(万元),41676600,45759600,40218600,16669900,2073400,3000000,--,350000,649350,--,995800,--,--,350000,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,0,--,0,--,--,--,0, 
 筹资活动现金流入小计(万元),41676600,47823500,41653400,17157100,2075900,3110400,1170584,353000,649350,--,997800,1468511,--,629526,87778, 
 偿还债务支付的现金(万元),41081400,36293100,27469900,5021200,345900,1000000,--,--,350000,--,0,--,--,21033,0, 
 分配股利、利润或偿付利息所支付的现金(万元),2415500,1637500,1133000,556000,432900,452938,242036,204991,162130,175032,92928,41151,24058,--,23576, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,0,--,0,--,13930,--,0, 
 筹资活动现金流出小计(万元),43496900,37930600,28602900,5577200,778800,1452938,242036,204991,512130,175032,92928,41151,37988,21033,23576, 
 筹资活动产生的现金流量净额(万元),-1820300,9892900,13050500,11579900,1297100,1657462,928548,148009,137221,-175032,904872,1427361,-37988,608493,64202, 
 汇率变动对现金及现金等价物的影响(万元),48600,28700,-46100,33700,10800,-20022,-5306,-22805,-8222,3848,-3596,-99,-185,-369,-63, 
 现金及现金等价物净增加额(万元),668400,-1637200,-7344100,10761900,8302700,1855131,-4993628,3891982,147063,553689,1876166,2132039,-236817,-66826,1181008, 
 加:期初现金及现金等价物余额(万元),18912900,20550100,27894200,17132300,8829600,6974424,11968052,8076070,7929007,7375318,5499152,3367113,3603930,3670756,2489748, 
 期末现金及现金等价物余额(万元),19581300,18912900,20550100,27894200,17132300,8829555,6974424,11968052,8076070,7929007,7375318,5499152,3367113,3603930,3670756, 
 净利润(万元),2013700,1888200,1792300,1688300,1564600,1346488,1168385,894599,680557,563280,541658,334820,214041,168560,138375, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,0,--,0,--,--,--,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 资产减值准备(万元),1737600,1342900,1154700,920800,531300,383520,392769,242534,118860,66630,184730,57888,70275,34056,56140, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),60400,56400,56400,54800,43100,38042,29276,24615,18999,16697,13402,12797,12083,14167,13595, 
 无形资产摊销(万元),--,--,--,--,--,--,--,--,0,--,0,--,--,--,0, 
 长期待摊费用摊销(万元),--,--,--,--,110300,92749,75821,58913,48109,38656,10080,8160,7343,7622,7852, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,0,--,0,--,--,--,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,0,--,0,--,--,--,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),400,200,100,--,100,68,52,184,49,-80,-10,32,27,24,120, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,0,--,0,--,--,--,0, 
 公允价值变动损失(万元),-45500,8000,32300,-14300,-23000,14434,4146,-1082,5693,29039,-43496,2925,259,981,9916, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,0,--,0,--,--,--,0, 
 财务费用(万元),-2310000,-1892600,-1275300,-1426300,-1267500,-933844,-756274,-510759,-399708,-294345,-361567,-240968,-200188,-135867,-113322, 
 投资损失(万元),-24900,-33500,-21000,-40800,-24300,-20942,-25652,-9196,-5277,-22126,-15405,-5558,-8907,-4959,-813, 
 递延所得税资产减少(万元),-213600,-303200,-278000,-196900,-98500,-56845,-49815,-42424,-21459,-40678,77639,50181,3822,17658,8180, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,-1,0,-28979,0,--,--,--,0, 
 存货的减少(万元),--,--,--,--,--,--,--,--,0,--,0,--,--,--,0, 
 经营性应收项目的减少(万元),-19736800,-8395400,-13655000,-15608200,-3667800,-17811525,-15471928,-8219179,-16271184,-8095266,-4968957,-4737670,-1725891,-1775600,-1529839, 
 经营性应付项目的增加(万元),22098300,8437700,11540200,18137300,15286400,19032076,14196645,14517364,19209685,11266233,4576195,6436026,3699156,2233332,3432309, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0, 
 其他(万元),--,--,--,--,--,--,--,--,0,--,0,--,--,--,0, 
 经营活动产生现金流量净额(万元),3716700,1254500,-529300,3641900,12448700,2084220,-436573,6955568,3384324,3499061,14270,1918634,2072018,559973,2022513, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,0,--,0,--,--,--,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,0,--,0,--,--,--,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,0,--,0,--,--,--,0, 
 现金的期末余额(万元),327900,349700,331700,335500,361000,8829555,6974424,11168045,5278704,3663573,3209404,3080168,2626927,2387021,3023108, 
 现金的期初余额(万元),349700,331700,335500,361000,329400,6974424,11968052,5278704,3663573,3209404,3080168,2626927,2387021,3023108,1476036, 
 现金等价物的期末余额(万元),19253400,18563200,20218400,27558700,16771300,--,--,800007,2797366,4265435,4165914,2418984,740186,1216910,647648, 
 现金等价物的期初余额(万元),18563200,20218400,27558700,16771300,8500200,--,--,2797366,4265435,4165914,2418984,740186,1216910,647648,1013712, 
 现金及现金等价物的净增加额(万元),668400,-1637200,-7344100,10761900,8302700,1855131,-4993628,3891982,147063,553689,1876166,2132039,-236817,-66826,1181008, 

