 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),980861,727869,613717,475360,395467,354603,284672,242782,227979,163714, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3,4,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),10818,8384,5649,6127,5994,6026,3142,2629,4309,6907, 
 经营活动现金流入小计(万元),991682,736257,619366,481488,401462,360630,287814,245412,232287,170622, 
 购买商品、接受劳务支付的现金(万元),944882,683809,553877,424659,369933,338585,278055,209187,201607,167386, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),29629,22361,18445,13532,11813,8709,5814,5354,4950,4206, 
 支付的各项税费(万元),1607,1370,2249,2009,1455,1259,1277,2590,1465,1148, 
 支付的其他与经营活动有关的现金(万元),26219,19840,15695,15424,13771,9938,7749,6567,7002,5517, 
 经营活动现金流出小计(万元),1002337,727381,590266,455624,396972,358491,292896,223698,215023,178256, 
 经营活动产生的现金流量净额(万元),-10655,8875,29100,25863,4490,2138,-5082,21714,17264,-7634, 
 收回投资所收到的现金(万元),11000,33550,123700,43000,10000,--,59200,115900,44600,--, 
 取得投资收益所收到的现金(万元),66,125,855,528,109,--,974,329,53,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1064,1196,1625,1270,659,742,460,212,321,87, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),7723,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),19853,34871,126180,44798,10769,742,60633,116441,44974,87, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),17636,15278,12619,8703,7691,10853,6551,7552,5311,12374, 
 投资所支付的现金(万元),6000,36750,99700,58010,22000,--,41600,130600,47500,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,616,--, 
 支付的其他与投资活动有关的现金(万元),8500,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),32136,52028,112319,66713,29691,10853,48151,138152,53428,12374, 
 投资活动产生的现金流量净额(万元),-12282,-17157,13861,-21915,-18922,-10111,12483,-21711,-8454,-12287, 
 吸收投资收到的现金(万元),--,980,4852,2804,52239,--,189,--,7275,17201, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
