 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),140649,148433,123562,112033,104092,97865,83335, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),10532,11860,6416,7098,6832,5234,3209, 
 收到的其他与经营活动有关的现金(万元),2476,1857,1002,1772,2343,1965,392, 
 经营活动现金流入小计(万元),153658,162150,130980,120903,113267,105064,86935, 
 购买商品、接受劳务支付的现金(万元),96730,88340,65177,53539,61530,54913,47520, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),26352,27115,22540,19544,18756,14893,12294, 
 支付的各项税费(万元),5149,6491,7673,5594,4817,5056,3965, 
 支付的其他与经营活动有关的现金(万元),14822,15140,9367,8141,8079,7286,6065, 
 经营活动现金流出小计(万元),143053,137085,104757,86818,93182,82147,69844, 
 经营活动产生的现金流量净额(万元),10605,25065,26223,34085,20084,22917,17091, 
 收回投资所收到的现金(万元),113900,121900,--,--,252,47700,12455, 
 取得投资收益所收到的现金(万元),2282,648,--,--,40,72,17, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,3238,52,1614,27,89,119, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,365,644,791,100,2140,1150, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),116182,126150,697,2404,419,50001,13742, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),14548,17037,8765,9928,23969,19568,13602, 
 投资所支付的现金(万元),69700,173100,--,--,--,47700,12455, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),960,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),85207,190137,8765,9928,23969,67268,26057, 
 投资活动产生的现金流量净额(万元),30974,-63987,-8068,-7523,-23550,-17268,-12315, 
 吸收投资收到的现金(万元),7623,104770,--,--,--,10044,8296, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),26284,40185,33650,63600,51565,58860,42360, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),5300,1000,--,2571,2060,337,--, 
 筹资活动现金流入小计(万元),39206,145955,33650,66171,53625,69241,50656, 
