 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),51066,68003,70457,69856,65249,63565,45286,43052, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),985,535,662,710,537,967,1490,767, 
 经营活动现金流入小计(万元),52051,68538,71118,70566,65786,64532,46776,43819, 
 购买商品、接受劳务支付的现金(万元),20206,25536,22983,24159,21298,21728,17954,15184, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),17709,16452,15336,15268,14538,11721,9232,6739, 
 支付的各项税费(万元),6553,7530,7971,10857,9573,9124,7458,4991, 
 支付的其他与经营活动有关的现金(万元),15522,15111,11969,13174,13096,11294,9335,13119, 
 经营活动现金流出小计(万元),59990,64629,58259,63457,58505,53867,43979,40033, 
 经营活动产生的现金流量净额(万元),-7940,3909,12859,7108,7281,10665,2797,3785, 
 收回投资所收到的现金(万元),40300,15000,--,--,--,--,--,870, 
 取得投资收益所收到的现金(万元),657,192,--,--,--,--,--,16, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),13,19,3,3,2,--,8,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),100,254,85,63,68,50,48,62, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),41070,15465,87,66,70,50,56,948, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),14236,13852,2902,3532,5060,3789,5067,1474, 
 投资所支付的现金(万元),30800,24500,--,--,--,--,700,2036, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),45036,38352,2902,3532,5060,3789,5767,3510, 
 投资活动产生的现金流量净额(万元),-3966,-22888,-2814,-3466,-4990,-3739,-5711,-2562, 
 吸收投资收到的现金(万元),154,--,39807,--,--,--,4081,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),154,--,--,--,--,--,300,--, 
 取得借款收到的现金(万元),--,--,3000,5000,3500,3500,5200,3590, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),154,0,42807,5000,3500,3500,9281,3590, 
 偿还债务支付的现金(万元),--,--,6000,5500,2000,5000,4900,8390, 
 分配股利、利润或偿付利息所支付的现金(万元),1911,2448,2167,3119,3930,722,243,166, 
 其中：子公司支付给少数股东的股利、利润(万元),50,40,33,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,872,297,--,--,--,--,--, 
 筹资活动现金流出小计(万元),1911,3320,8464,8619,5930,5722,5143,8556, 
 筹资活动产生的现金流量净额(万元),-1756,-3320,34343,-3619,-2430,-2222,4138,-4966, 
 汇率变动对现金及现金等价物的影响(万元),8,3,13,2,-14,5,7,18, 
 现金及现金等价物净增加额(万元),-13654,-22296,44401,25,-153,4709,1230,-3725, 
 加:期初现金及现金等价物余额(万元),33314,55609,11208,11183,11337,6627,5397,9122, 
 期末现金及现金等价物余额(万元),19659,33314,55609,11208,11183,11337,6627,5397, 
 净利润(万元),-9396,6177,7667,7610,7317,8040,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),3132,954,470,490,245,77,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1464,1435,1495,1491,1417,1345,--,--, 
 无形资产摊销(万元),288,253,166,113,104,91,--,--, 
 长期待摊费用摊销(万元),2531,1652,1979,1873,1316,871,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-6,-8,3,11,26,5,--,--, 
 固定资产报废损失(万元),1,0,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),-108,-257,31,181,143,217,--,--, 
 投资损失(万元),-523,-326,--,--,--,--,--,--, 
 递延所得税资产减少(万元),7,-484,43,168,-468,-44,--,--, 
 递延所得税负债增加(万元),-21,-16,-13,-268,-37,-27,--,--, 
 存货的减少(万元),-2459,-3830,-794,-1363,-4142,203,--,--, 
 经营性应收项目的减少(万元),362,-3489,1437,-1508,-1333,271,--,--, 
 经营性应付项目的增加(万元),-3213,1849,374,-1691,2693,-387,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-7940,3909,12859,7108,7281,10665,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),19659,33314,55609,11208,11183,11337,6627,5397, 
 现金的期初余额(万元),33314,55609,11208,11183,11337,6627,5397,9122, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-13654,-22296,44401,25,-153,4709,1230,-3725, 

