 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),74006,67243,63193,56649,54336, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),3332,2897,2867,2547,1954, 
 收到的其他与经营活动有关的现金(万元),3636,1739,1614,1912,2633, 
 经营活动现金流入小计(万元),80974,71879,67674,61107,58923, 
 购买商品、接受劳务支付的现金(万元),36345,31008,32673,30301,24839, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),16349,14554,12591,13426,14113, 
 支付的各项税费(万元),8795,7859,7505,6895,5776, 
 支付的其他与经营活动有关的现金(万元),5706,5341,4370,4531,4702, 
 经营活动现金流出小计(万元),67195,58762,57140,55153,49430, 
 经营活动产生的现金流量净额(万元),13778,13117,10534,5954,9493, 
 收回投资所收到的现金(万元),25674,23496,15978,15943,36500, 
 取得投资收益所收到的现金(万元),1378,856,398,477,841, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),257,56,462,1213,6, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),349,524,863,6356,6957, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),27657,24932,17701,23989,44303, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5596,6031,3155,7446,9473, 
 投资所支付的现金(万元),28672,23844,15735,16771,21829, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,500,5056,6620, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),34268,29875,19390,29273,37921, 
 投资活动产生的现金流量净额(万元),-6610,-4943,-1689,-5284,6382, 
 吸收投资收到的现金(万元),--,200,400,5655,5400, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),1500,2800,1155,243,-7568, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),30,500,--,--,--, 
 筹资活动现金流入小计(万元),1530,3500,1555,5898,-2168, 
 偿还债务支付的现金(万元),1500,2800,1213,5366,5400, 
 分配股利、利润或偿付利息所支付的现金(万元),2441,2451,2467,2444,2263, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--, 
 筹资活动现金流出小计(万元),3941,5251,3681,7811,7663, 
 筹资活动产生的现金流量净额(万元),-2411,-1751,-2126,-1912,-9831, 
 汇率变动对现金及现金等价物的影响(万元),18,-47,47,160,6, 
 现金及现金等价物净增加额(万元),4775,6376,6767,-1081,6050, 
 加:期初现金及现金等价物余额(万元),26665,20289,13522,14604,8554, 
 期末现金及现金等价物余额(万元),31440,26665,20289,13522,14604, 
 净利润(万元),14066,--,--,--,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),1701,--,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3194,--,--,--,--, 
 无形资产摊销(万元),272,--,--,--,--, 
 长期待摊费用摊销(万元),39,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-53,--,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--, 
 公允价值变动损失(万元),5,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),-13,--,--,--,--, 
 投资损失(万元),-1371,--,--,--,--, 
 递延所得税资产减少(万元),-143,--,--,--,--, 
 递延所得税负债增加(万元),-8,--,--,--,--, 
 存货的减少(万元),-1891,--,--,--,--, 
 经营性应收项目的减少(万元),-2786,--,--,--,--, 
 经营性应付项目的增加(万元),782,--,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),-16,--,--,--,--, 
 经营活动产生现金流量净额(万元),13778,--,--,--,--, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),31440,26665,20289,13522,14604, 
 现金的期初余额(万元),26665,20289,13522,14604,8554, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),4775,6376,6767,-1081,6050, 

