 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),14743,14587,13245,14627,16460,18118,17327,14396, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),169,--,190,185,39,--,45,14, 
 收到的其他与经营活动有关的现金(万元),1420,1365,1364,1324,779,2426,449,624, 
 经营活动现金流入小计(万元),16332,15952,14799,16137,17278,20544,17822,15034, 
 购买商品、接受劳务支付的现金(万元),5011,4853,3351,4556,4771,5922,5868,6466, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5550,5419,4524,5422,5110,5512,4379,4451, 
 支付的各项税费(万元),1969,1773,1701,1269,1284,1328,1708,1629, 
 支付的其他与经营活动有关的现金(万元),1604,1772,1650,1636,1599,3854,1394,1427, 
 经营活动现金流出小计(万元),14134,13816,11225,12883,12765,16616,13348,13973, 
 经营活动产生的现金流量净额(万元),2197,2136,3573,3253,4513,3928,4473,1061, 
 收回投资所收到的现金(万元),7000,25000,33000,28000,--,--,--,--, 
 取得投资收益所收到的现金(万元),31,158,213,321,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,2,74,0,4,1,0,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),7034,25161,33287,28321,4,1,0,2, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),175,915,2029,6158,8529,5952,977,1841, 
 投资所支付的现金(万元),8000,27000,28000,25000,9000,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),8175,27915,30029,31158,17529,5952,977,1841, 
 投资活动产生的现金流量净额(万元),-1141,-2754,3258,-2837,-17524,-5951,-977,-1839, 
 吸收投资收到的现金(万元),--,--,--,--,17462,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),3000,--,--,--,9327,4500,--,1000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,62,--, 
 筹资活动现金流入小计(万元),3000,0,0,0,26789,4500,62,1000, 
 偿还债务支付的现金(万元),1000,--,7327,--,5500,1000,1000,--, 
 分配股利、利润或偿付利息所支付的现金(万元),731,667,859,1733,2193,1039,1128,47, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),0,--,--,--,462,--,--,--, 
 筹资活动现金流出小计(万元),1731,667,8186,1733,8155,2039,2128,47, 
 筹资活动产生的现金流量净额(万元),1269,-667,-8186,-1733,18634,2461,-2065,953, 
 汇率变动对现金及现金等价物的影响(万元),203,-197,167,161,17,-114,-32,11, 
 现金及现金等价物净增加额(万元),2527,-1481,-1189,-1156,5640,324,1399,186, 
