 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),59417,60870,53365,53387,62864, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),113,90,47,266,456, 
 收到的其他与经营活动有关的现金(万元),2664,310,447,816,919, 
 经营活动现金流入小计(万元),62194,61270,53859,54469,64239, 
 购买商品、接受劳务支付的现金(万元),52919,46636,33525,35330,50203, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7296,7338,6688,5928,6103, 
 支付的各项税费(万元),2461,3926,5705,4362,3141, 
 支付的其他与经营活动有关的现金(万元),2028,2991,3941,3417,3495, 
 经营活动现金流出小计(万元),64704,60891,49860,49038,62941, 
 经营活动产生的现金流量净额(万元),-2510,379,3999,5431,1298, 
 收回投资所收到的现金(万元),30700,350,200,180,--, 
 取得投资收益所收到的现金(万元),494,1,24,20,25, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),99,3,5,24,17, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,7,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),31293,354,228,231,42, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1747,892,1286,1614,2518, 
 投资所支付的现金(万元),30750,--,350,--,380, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),32497,892,1636,1614,2898, 
 投资活动产生的现金流量净额(万元),-1205,-538,-1408,-1384,-2856, 
 吸收投资收到的现金(万元),26740,--,3859,--,600, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,600, 
 取得借款收到的现金(万元),18118,19590,9700,11661,19291, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,140,420,430,--, 
 筹资活动现金流入小计(万元),44858,19730,13979,12091,19891, 
 偿还债务支付的现金(万元),20069,15044,12300,14482,16480, 
 分配股利、利润或偿付利息所支付的现金(万元),2649,3442,2772,1850,1746, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1477,225,--,--,--, 
 筹资活动现金流出小计(万元),24195,18710,15072,16332,18226, 
 筹资活动产生的现金流量净额(万元),20663,1020,-1093,-4241,1665, 
 汇率变动对现金及现金等价物的影响(万元),238,-93,5,91,-0, 
 现金及现金等价物净增加额(万元),17186,768,1503,-102,107, 
 加:期初现金及现金等价物余额(万元),4598,3829,2326,2428,2321, 
 期末现金及现金等价物余额(万元),21784,4598,3829,2326,2428, 
 净利润(万元),2246,5615,7723,7427,4200, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),338,196,862,432,438, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1879,1910,1751,1581,1461, 
 无形资产摊销(万元),83,67,67,66,66, 
 长期待摊费用摊销(万元),116,114,69,46,140, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-90,-2,11,43,2, 
 固定资产报废损失(万元),1,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),657,624,570,766,876, 
 投资损失(万元),-505,-1,-24,-30,-49, 
 递延所得税资产减少(万元),-16,-10,-72,43,-33, 
 递延所得税负债增加(万元),-871,--,--,--,--, 
 存货的减少(万元),247,497,-3543,318,-1817, 
 经营性应收项目的减少(万元),-6595,-8623,-7113,-2584,-4162, 
 经营性应付项目的增加(万元),--,-9,3697,-2677,175, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-2510,379,3999,5431,1298, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),21784,4598,3829,2326,2428, 
 现金的期初余额(万元),4598,3829,2326,2428,2321, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),17186,768,1503,-102,107, 

